TrackID	X	Y	Z
9	79971	31127	1053555
9	80099	30784	1053999
9	80195	30458	1054409
9	80320	30002	1054774
9	80394	29555	1054966
9	80405	29165	1054998
9	80357	28769	1054985
9	80196	28126	1055170
9	80143	27678	1055321
9	80002	27224	1055350
9	79781	26591	1055581
9	79593	26137	1055793
9	79394	25613	1055879
9	79265	25109	1056022
9	79136	24559	1056161
9	79040	24022	1056280
9	78955	23526	1056196
9	78864	23027	1056104
9	78769	22614	1056054
9	78675	22206	1056252
9	78591	21781	1056265
9	78504	21312	1056204
9	78464	20939	1056100
9	78433	20593	1056053
9	78398	20232	1056042
9	78356	19888	1056204
9	78335	19427	1056234
9	78330	19019	1056216
9	78337	18585	1056181
9	78277	18055	1056031
9	78238	17517	1056057
9	78230	16959	1056180
9	78297	16415	1056157
9	78323	16030	1056149
9	78353	15673	1056197
9	78402	15456	1056165
9	78462	15070	1056089
9	78547	14623	1056059
9	78632	14230	1056000
9	78741	13815	1056019
9	78822	13409	1056093
9	79059	12867	1056103
9	79271	12459	1056230
9	79511	12044	1056420
9	79763	11578	1056465
9	79985	11209	1056531
9	80252	10770	1056704
9	80468	10391	1056965
9	80658	10144	1057170
9	81046	9650	1057613
9	81392	9228	1058095
9	81699	8883	1058377
9	82000	8551	1058615
9	82350	8175	1058906
9	82716	7802	1059249
9	83124	7399	1059702
9	83520	7023	1059946
9	83833	6788	1059853
9	84265	6534	1059673
9	84648	6387	1059419
9	85008	6254	1059125
9	85312	6126	1058892
9	85636	5996	1058651
9	85905	5886	1058427
9	86169	5775	1058248
10	64061	62513	1050214
10	63877	62515	1050490
10	63731	62517	1050568
10	63503	62513	1050578
10	63389	62511	1050583
10	63274	62509	1050588
10	63046	62505	1050599
10	62817	62500	1050609
10	62360	62492	1050629
10	61903	62483	1050650
10	61675	62479	1050660
10	61446	62475	1050671
10	61218	62471	1050681
10	60989	62466	1050691
10	60875	62464	1050696
10	60761	62462	1050702
10	60647	62460	1050707
10	60532	62458	1050712
10	60418	62456	1050717
10	60304	62454	1050722
10	60190	62452	1050727
10	60076	62450	1050733
10	59612	62538	1050955
10	58901	62895	1051027
10	58340	63233	1051027
10	57608	63443	1051027
10	57239	64088	1051027
10	57094	64955	1051027
10	56947	65473	1051036
10	56758	65839	1051059
10	56494	66271	1051099
10	56139	66977	1051246
10	55949	67388	1051370
10	55702	67869	1051443
10	55426	68330	1051453
10	55188	68750	1051453
10	54805	69312	1051453
10	54437	69870	1051453
10	53986	70556	1051454
10	53564	71310	1051416
10	53307	71798	1051442
10	53116	72328	1051724
10	52999	73013	1052397
10	52903	73643	1052834
10	52720	74619	1053246
10	52618	75318	1053379
10	52509	75976	1053332
10	52207	76869	1054269
10	51884	77671	1054344
10	51492	78795	1053280
10	51317	79447	1054170
10	51351	80273	1055097
10	51373	81024	1055820
10	51468	81886	1056586
10	51479	82548	1057105
10	51577	83124	1057738
10	51689	83565	1058288
10	51734	84088	1058998
10	51819	84656	1059622
10	52096	85173	1060071
10	52346	85579	1060485
11	79388	57768	1048847
11	80949	57805	1048576
11	81922	57861	1048576
11	83006	57476	1048598
11	83800	56419	1048576
11	84653	55313	1048576
11	86420	52785	1048576
11	87854	50778	1048576
11	88762	49476	1048576
12	42189	85577	1076302
12	42444	85801	1076646
12	42735	86087	1077231
12	42955	86361	1077808
12	43286	86654	1078622
12	43558	86905	1079301
13	41577	85761	1076097
13	41477	86206	1076419
13	41479	86549	1076626
13	41414	86941	1076707
13	41302	87331	1076751
14	64876	46062	1052526
14	64932	46117	1052462
14	65044	46228	1052334
14	65100	46283	1052270
14	65156	46338	1052206
14	65212	46393	1052142
14	65267	46448	1052078
14	65325	46504	1052044
14	65383	46560	1052011
14	65444	46665	1051944
14	65500	46770	1051887
14	65503	46888	1051831
14	65415	46976	1051744
14	65328	47065	1051657
14	65193	47119	1051595
14	65059	47173	1051533
14	64801	47296	1051415
14	64499	47407	1051243
14	64134	47565	1051225
14	63731	47785	1051089
14	63349	48017	1050791
14	62969	48248	1050602
14	62635	48413	1050489
14	62222	48594	1050325
14	61876	48800	1050229
14	61460	49000	1050050
14	61015	49234	1049807
14	60612	49447	1049587
14	60217	49638	1049515
14	59805	49826	1049564
14	59498	49964	1049567
14	59116	50111	1049590
14	58706	50219	1049637
14	58437	50291	1049672
14	58145	50338	1049664
14	57768	50402	1049652
14	57307	50477	1049624
14	56956	50538	1049710
14	56644	50598	1049750
14	56265	50647	1049789
14	55981	50670	1049888
14	55622	50717	1049965
14	55240	50751	1050051
14	54908	50769	1050140
14	54289	50746	1050265
14	53990	50743	1050294
14	53697	50711	1050381
14	53327	50680	1050533
14	52980	50675	1050585
14	52552	50537	1050490
14	52158	50488	1050365
14	51758	50413	1050099
14	51284	50355	1049917
14	50741	50305	1049677
14	50214	50145	1049608
14	49661	49946	1049509
14	49045	49808	1049586
14	48476	49639	1049591
14	48007	49463	1049616
14	47715	49307	1049612
14	47261	49090	1049609
14	46855	48925	1049609
14	46416	48735	1049609
14	45936	48596	1049608
14	45446	48482	1049610
14	44782	48469	1049616
14	44213	48438	1049635
14	43628	48421	1049754
14	43059	48422	1049647
14	42527	48441	1049561
14	41973	48565	1049563
14	41737	48692	1049567
14	41361	48852	1049619
14	41025	49044	1049616
14	40853	49153	1049625
14	40524	49401	1049604
14	40014	49708	1049596
14	39471	49998	1049558
14	39059	50242	1049505
14	38392	50704	1049318
14	37940	51000	1049157
14	37261	51464	1048767
14	36827	51743	1048613
14	36259	52117	1048783
14	35875	52418	1048893
14	35386	52743	1049090
14	34871	53039	1049187
14	33775	53596	1049192
14	33020	53964	1048984
14	32429	54404	1048940
14	32016	54527	1049200
14	31609	54770	1049539
14	31106	55039	1049652
14	30583	55333	1049601
14	29949	55626	1049713
14	29371	55913	1049551
14	28757	56098	1049392
14	28171	56235	1049201
14	27633	56259	1049015
14	27044	56356	1049003
14	26344	56403	1049263
14	25778	56472	1049427
14	25179	56447	1049425
14	24656	56434	1049251
14	24272	56354	1049215
14	23743	56286	1049189
14	22619	56120	1049226
14	21709	55977	1049181
14	21320	55933	1049188
14	20789	55883	1049300
14	20214	55789	1049260
14	19358	55651	1049111
14	18774	55637	1048900
14	18166	55538	1048664
14	17989	55534	1048601
16	31872	35039	1055719
16	32334	35003	1055819
16	32801	35004	1056106
16	33418	35098	1055977
16	33965	35334	1055754
16	34500	35813	1055761
16	42355	39644	1055817
16	43407	40242	1055818
16	44422	40841	1055944
16	46080	41402	1055898
16	56542	45970	1056022
16	57652	47845	1055716
16	58819	47900	1055644
17	28923	65920	1055743
17	29068	63622	1055817
17	29213	61325	1055892
17	29234	59267	1055930
17	28554	53729	1055948
17	27186	48572	1055951
17	25663	46303	1055952
17	21770	45306	1055953
17	21005	44703	1055956
17	20883	44127	1055957
17	21062	43434	1055957
17	21501	42970	1055957
17	22218	42696	1055957
17	23128	42825	1055957
17	26653	43746	1055957
17	28726	44663	1055958
17	34395	48878	1055963
17	36495	51354	1055965
17	37099	53122	1055966
17	36621	54895	1055967
17	29305	66086	1056042
18	59721	8697	1049426
18	59404	8658	1048899
18	59190	8641	1048848
18	58673	8759	1048856
18	58229	9003	1048889
18	58008	9259	1049027
18	57935	9597	1049244
18	57872	10037	1049480
18	57872	10589	1049604
18	57872	11032	1049604
18	57873	11429	1049606
18	57874	11822	1049604
18	57873	12204	1049604
18	57877	12572	1049604
18	57886	12856	1049733
18	57907	13216	1050205
18	57923	13735	1050973
18	57940	14040	1051425
18	57945	14252	1051738
18	57953	14551	1052041
18	57962	14910	1052213
18	57965	15303	1052222
18	57961	15679	1052231
18	57967	16237	1052204
18	58013	16581	1052204
18	57974	16932	1052204
18	57761	17170	1052204
18	57481	17389	1052204
18	57084	17539	1052204
18	56793	17528	1052204
18	56396	17459	1052204
18	55743	17270	1052204
18	55161	17118	1052204
18	54597	16997	1052204
18	53933	16914	1052204
18	52943	16881	1052204
18	51860	16885	1052205
18	50876	16838	1052204
18	50201	16843	1052204
18	49438	16854	1052189
18	48815	16863	1052048
18	47972	16849	1051946
18	47553	16847	1051946
18	47030	16825	1051946
18	46880	16829	1051956
18	46769	16828	1051946
18	45968	16830	1051956
18	45494	16821	1051974
18	45066	16803	1051888
18	44712	16857	1051556
18	43895	16969	1050689
18	43268	17030	1050432
18	42403	17216	1050036
18	41623	17598	1049702
18	40833	18124	1049529
18	39636	18783	1049228
18	38750	19083	1048853
18	37986	19171	1048613
18	37167	19363	1048601
18	36497	19524	1048466
18	35767	19689	1048524
18	35276	19862	1048526
18	34842	20048	1048512
18	34274	20375	1048601
18	33925	20580	1048610
18	33506	20729	1048613
18	32910	20901	1048613
18	32089	21098	1048598
18	31477	21348	1048584
18	30979	21599	1048594
18	30668	21772	1048679
18	30534	22016	1048757
18	30579	22354	1048777
19	32060	34552	1055860
19	38086	35742	1055875
19	42506	36012	1055889
21	10929	85678	1073321
21	11651	85411	1072815
21	12170	84922	1072622
21	12926	84304	1072281
21	14200	83938	1071242
21	15226	83655	1070683
21	16219	83370	1069961
21	17059	83009	1069471
21	17883	82607	1069133
21	18567	82004	1069259
21	19310	81492	1069477
21	20691	80887	1069386
21	21740	80468	1068439
21	22922	80100	1067885
21	24269	79671	1067830
21	25699	79266	1067583
21	26754	79095	1067272
21	28241	78896	1066833
21	29467	78516	1066126
21	30746	78126	1065513
21	32134	77469	1065482
21	33363	76873	1066198
21	34735	76396	1067239
21	36157	76175	1067762
21	37718	76092	1067920
21	39081	75915	1067906
21	40135	75702	1067636
21	40845	75355	1067280
21	41544	74835	1066722
21	42491	73906	1065731
21	43398	72955	1065132
21	44890	71400	1064951
21	45415	71309	1064369
22	46086	71948	1064400
22	46210	72582	1064439
22	46194	73642	1064381
22	46142	74626	1063654
22	46082	75651	1062528
22	46032	76727	1061432
22	46019	77977	1060449
22	46024	78972	1059957
22	46064	79817	1059890
22	46148	80507	1059891
22	46282	81316	1059891
22	46377	82001	1059891
22	46486	82754	1059891
22	46480	83490	1059891
22	46384	84232	1059891
22	46292	85109	1059986
22	46291	85544	1059988
22	46298	86078	1060142
22	46304	86529	1061077
22	46311	86869	1061681
22	46288	87309	1062216
22	46257	87737	1062480
22	46272	88182	1062396
22	46270	88630	1062241
22	46260	89099	1061710
22	46254	89550	1060943
22	46252	89880	1059957
22	46244	90246	1059957
22	46249	90809	1059957
22	46037	91093	1059957
22	45836	91140	1059957
22	45669	91117	1059957
22	45471	91036	1060165
22	45191	90897	1060750
22	44927	90789	1061299
22	44684	90683	1061683
22	44304	90472	1061683
22	43745	90220	1061683
22	43128	90160	1061683
22	42665	90157	1061683
22	42316	90139	1061683
22	41964	90186	1061683
22	41779	90326	1061683
22	41662	90472	1061683
22	41478	90858	1061683
22	41334	91187	1061636
22	41215	91490	1061636
22	40958	91954	1061636
23	46096	70781	1064067
23	46560	69758	1063400
23	47006	68481	1063103
23	47219	67394	1063072
23	47314	66356	1063066
23	47451	65623	1063065
23	47796	65006	1063065
23	48160	64689	1063065
23	48678	64520	1063065
23	49722	64551	1063065
23	50592	64684	1063178
23	51378	64682	1063382
23	52098	64691	1063424
23	52760	64706	1063417
23	53469	64896	1063424
23	54049	65094	1063424
23	54644	65390	1063424
23	55158	65675	1063424
23	55691	65977	1063424
23	56099	66277	1063426
23	56683	66603	1063465
23	57244	66855	1063657
23	57890	67174	1063839
23	58543	67574	1063934
23	59087	68008	1063934
23	59776	68571	1063932
23	60591	69117	1064273
23	61479	69597	1064436
23	62272	69886	1064447
23	63321	70304	1064446
23	64197	70723	1064448
23	65398	71195	1064447
23	66471	71601	1064448
23	67990	72240	1064448
23	69057	72869	1064443
23	70106	73473	1064394
23	71122	73837	1064389
23	72261	74015	1064596
23	73405	74002	1064723
23	74463	73441	1064724
23	75116	72954	1064723
23	75863	72445	1064737
23	76595	71926	1064650
23	77454	71483	1064357
23	78433	71259	1064061
23	79297	71126	1063956
23	81208	70980	1063936
23	82697	70853	1063937
23	83927	70771	1063940
24	47341	81488	1059891
24	47797	82152	1059891
24	48589	82903	1059891
24	49346	83606	1059891
24	50105	84212	1059891
24	50449	84759	1059891
24	50613	85203	1059993
24	50678	85869	1059979
24	50667	86398	1060756
24	50637	87026	1062082
24	50619	87507	1062351
24	50637	88232	1062541
24	50650	88784	1062119
24	50648	89388	1061214
24	50607	89979	1060137
24	50576	90348	1059957
24	50510	90878	1059957
24	50024	91045	1059957
24	49604	91069	1059957
24	47421	91063	1059957
24	46138	91296	1059957
24	45639	91222	1059957
24	45348	91087	1060613
24	45046	90914	1061306
24	44700	90797	1061683
24	44026	90438	1061683
24	43638	90313	1061683
24	42882	90245	1061683
24	42159	90325	1061683
24	41808	90647	1061683
24	41712	91092	1061683
24	41592	91803	1061683
24	41543	92320	1061636
24	41299	92603	1061636
27	33493	68622	1052161
27	33335	68622	1052210
27	33256	68622	1052235
27	33177	68622	1052260
27	32884	68573	1052269
27	32737	68548	1052273
27	32590	68524	1052278
27	32296	68475	1052287
27	32149	68451	1052291
27	32076	68438	1052293
27	32002	68426	1052296
27	31709	68377	1052305
27	31415	68328	1052314
27	31121	68280	1052323
27	30974	68255	1052327
27	30828	68231	1052332
27	26799	67177	1052510
27	26027	67090	1052747
27	25018	66957	1053044
27	23775	66984	1052997
27	22118	67202	1052358
27	20550	67693	1051609
27	19470	67988	1051249
27	18499	67962	1051107
27	17356	67792	1050882
27	16149	67350	1050736
27	15366	66752	1050543
27	14562	65878	1050011
27	13830	65084	1049648
27	13084	64059	1049364
27	12573	63091	1049571
27	12064	62326	1049644
27	11490	60668	1049280
27	11328	59490	1049099
27	11208	58104	1048889
27	11066	56495	1048931
27	10834	54442	1049485
27	10563	52981	1050277
27	10317	52000	1050691
27	9869	51112	1051429
27	9408	50418	1051862
27	8655	49624	1052477
27	8036	49175	1053063
28	33958	63832	1052190
28	33460	64394	1052190
28	32767	64986	1052190
28	32335	65384	1052190
28	31770	66017	1052189
28	31750	66680	1052172
28	31971	67010	1052176
28	32617	67516	1052178
28	32940	67769	1052179
28	33101	67895	1052180
28	33182	67958	1052180
28	33299	68078	1052180
28	33416	68198	1052180
28	33532	68317	1052180
28	33649	68437	1052181
31	33621	68576	1052093
31	33433	68533	1052124
31	33245	68491	1052155
31	33151	68470	1052171
31	33104	68459	1052179
31	33057	68449	1052187
31	32951	68390	1052186
31	32846	68332	1052186
31	32741	68274	1052186
31	32636	68216	1052186
31	32531	68157	1052185
31	32426	68099	1052185
31	32320	68041	1052185
31	32215	67983	1052185
31	31795	67750	1052184
31	31584	67633	1052183
31	31374	67517	1052183
31	30533	67051	1052181
31	30112	66818	1052180
31	29902	66701	1052179
31	29692	66585	1052179
31	29405	66250	1052139
31	29233	65627	1052118
31	29240	64083	1052177
31	29150	63246	1052016
31	29086	62135	1052179
31	29049	60976	1052158
31	29083	60058	1052200
31	29066	59176	1052562
31	29226	58142	1053183
31	29273	57262	1053555
31	29359	55983	1053974
31	29420	55213	1054070
31	29343	54472	1053901
31	29303	53689	1053587
31	29320	52797	1053205
31	29381	51832	1052958
31	29266	50845	1053246
31	29402	49145	1054022
31	29495	47371	1055138
31	29691	46114	1055979
31	29867	44603	1056977
31	29978	43285	1058011
31	30375	42270	1059690
31	30697	41809	1060681
31	31197	41190	1061754
31	32178	39843	1063739
31	33074	38550	1065264
31	33651	37616	1066075
31	34363	36409	1066215
31	34889	35675	1066184
31	35673	34803	1065834
31	36473	34006	1065308
31	37174	33400	1065157
31	38083	32770	1065152
31	39163	32034	1064910
31	40159	31386	1064757
31	41424	30625	1064615
31	42329	30004	1064603
32	54194	40352	1197794
32	53496	43177	1189390
33	43011	29109	1064867
33	43056	28470	1065316
33	42839	27422	1066165
33	42520	26416	1066748
33	42308	25729	1067039
33	42078	24916	1067676
33	41752	24077	1068378
33	41564	23744	1068426
33	41376	23566	1068470
33	41167	23404	1068476
33	40802	23169	1068325
33	40500	22732	1068269
33	40377	22194	1068182
33	40347	21845	1068265
33	40331	21277	1068296
33	40312	20715	1068411
33	40331	20009	1068735
33	40339	19540	1068852
33	40324	18939	1069163
33	40355	18384	1069306
33	40354	17874	1069416
33	40383	17401	1069528
33	40464	16782	1069554
33	40557	16144	1069709
33	40604	15465	1069819
33	40697	14693	1070101
33	40718	13917	1070180
33	40617	13284	1070347
33	40514	12678	1070458
33	40412	11799	1070487
33	39976	10783	1070399
33	39542	10163	1070419
33	39327	9556	1070531
33	39009	8949	1070599
33	38496	8299	1070697
33	37851	7749	1071006
33	36958	7325	1071130
33	36134	6896	1071355
33	35651	6598	1071357
35	43088	29963	1064360
35	43242	30245	1063999
35	43314	30939	1063875
35	43431	31363	1063749
35	43520	31759	1063626
35	43537	32117	1063391
35	43755	32829	1063008
35	44067	33205	1062757
35	44419	33606	1062503
35	44852	34100	1062068
35	45743	35088	1061351
35	46383	35741	1060818
35	46928	36125	1060696
35	47482	36361	1060616
35	48111	37042	1060270
35	48582	37682	1060289
35	49318	38504	1060851
35	49791	38892	1061165
35	50257	39316	1061443
35	50708	39880	1061666
35	51015	40486	1061793
35	51009	40982	1061607
35	51029	41341	1061208
35	51155	42686	1061212
35	51232	43768	1061212
35	51331	44415	1060956
35	51550	44891	1060641
35	51861	45407	1060531
35	52261	46124	1060530
35	52766	46931	1060642
35	53270	47769	1061361
35	53828	48435	1062125
35	54248	48813	1062292
35	54676	49135	1062100
35	55402	50021	1062100
35	56020	50742	1062100
35	56511	51271	1062984
35	56878	52033	1063826
35	57526	53388	1065689
35	57949	54745	1067635
35	58281	55354	1068178
35	58682	55643	1068293
35	59231	55871	1068239
35	60127	56200	1068633
35	61235	56850	1069908
35	62025	57291	1070675
35	62909	57599	1071321
35	64486	57899	1073607
35	65368	58508	1076041
35	66394	59591	1080281
35	67118	60408	1083335
35	67604	61214	1085561
35	67923	61900	1086772
35	68055	62649	1086863
35	68048	63264	1086863
35	68045	64219	1086863
35	68019	64756	1086903
35	68044	65782	1086043
35	68060	66565	1085163
35	68041	67453	1083875
35	68052	68138	1082920
35	67739	69147	1081009
35	67763	70037	1079809
35	67761	70898	1079124
35	67783	72181	1078818
35	67925	73177	1078773
35	68327	74222	1078436
35	68863	75422	1078237
35	69240	76125	1078028
35	69673	76675	1077982
35	70309	77528	1078025
35	71247	78816	1077831
35	72006	79755	1077513
35	72923	80769	1077306
35	73666	81529	1077328
35	74895	82708	1076831
35	75682	83453	1075886
35	77312	85074	1074186
35	78514	86379	1074186
35	79851	87636	1074462
35	80997	88839	1077035
35	81564	89372	1078179
35	82131	89905	1078592
35	83945	91863	1078507
35	84604	92647	1078480
35	85082	93100	1078280
35	85498	93526	1077736
35	85970	94054	1076850
35	86346	94415	1076279
35	86679	94835	1075672
37	12337	33084	1048576
37	12720	32480	1048576
37	13212	32037	1048576
37	13741	31599	1048576
37	14389	31416	1048576
37	15137	31427	1048576
37	15893	31556	1048576
37	16759	31866	1048576
37	17818	32127	1048576
37	19084	32088	1048576
37	20314	31601	1048576
37	20966	31062	1048576
37	21249	30498	1048576
37	21415	29818	1048576
37	21181	28821	1048576
37	20573	27743	1048576
37	19504	26285	1048576
37	18432	24801	1048576
37	17034	22863	1048576
37	15682	20978	1048576
37	15039	20037	1048576
37	14124	18733	1048576
37	13202	17402	1048576
37	12742	16733	1048576
39	7808	38103	1082300
39	7348	38025	1082150
39	7031	37953	1082090
39	6728	37884	1082063
39	6391	37789	1082094
39	6054	37718	1082200
39	5578	37627	1082222
39	5070	37564	1082244
41	84263	52898	1091009
41	83283	52818	1089634
41	82732	52759	1088919
41	82466	52720	1088643
41	82092	52380	1087708
41	81587	51848	1086107
41	81280	51260	1084584
41	80783	50432	1082772
41	80300	49752	1081496
41	79739	48934	1080594
41	79302	48295	1080126
41	79009	47646	1079751
41	78715	47066	1079580
41	78647	46868	1079853
43	15437	42291	1080873
43	15438	42078	1081111
43	15427	41780	1081417
43	15409	41388	1081775
43	15405	41146	1081972
43	15409	40987	1082093
43	15420	40860	1082180
43	15438	40722	1082264
43	15473	40492	1082386
43	15492	40348	1082452
43	15504	40221	1082506
43	15506	40093	1082557
43	15498	39966	1082605
43	15476	39840	1082653
43	15441	39717	1082698
43	15395	39597	1082740
43	15343	39481	1082775
43	15286	39366	1082801
43	15211	39223	1082817
43	15153	39109	1082813
43	15100	38993	1082792
43	15047	38858	1082751
43	14967	38638	1082656
43	14916	38511	1082591
43	14861	38396	1082525
43	14795	38286	1082459
43	14715	38188	1082396
43	14617	38106	1082341
43	14503	38048	1082301
43	14380	38014	1082269
44	83834	70569	1063939
44	82969	70675	1063936
44	82466	70774	1063936
44	81447	70852	1063936
44	79325	71047	1063947
44	78353	71202	1064060
44	77387	71427	1064348
44	76519	71884	1064640
44	75748	72417	1064726
44	74978	72934	1064723
44	74352	73428	1064723
44	73313	73932	1064714
44	72271	73965	1064596
44	71098	73785	1064355
44	70094	73414	1064399
44	68969	72753	1064452
44	67933	72182	1064448
44	66561	71595	1064445
44	65369	71078	1064448
44	64203	70630	1064451
44	63368	70234	1064445
44	62247	69769	1064443
44	61493	69499	1064431
