ID	Level	TypeID	SkillID	IconID	Name	Desc	BindSkillID	ExamPrint	ShowNewRecipeTip	nPriority
94	1	5	306	1828	《北冥剑气·太极无极》秘诀绝章	会心提高4%。		35		
95	1	7	306	1830	《北冥剑气·太极无极》详解残页	命中提高1%。		55		
96	1	7	306	1830	《北冥剑气·太极无极》详解断篇	命中提高2%。		55		
97	1	6	306	1829	《北冥剑气·太极无极》参悟残页	伤害提高15%。		35		
98	1	6	306	1829	《北冥剑气·太极无极》参悟断篇	伤害提高15%。		35		
99	1	6	306	1829	《北冥剑气·太极无极》参悟绝章	伤害提高20%。		40		
100	1	5	365	1828	《天道剑势·无我无剑》秘诀残页	会心提高2%。		140		
101	1	5	365	1828	《天道剑势·无我无剑》秘诀断篇	会心提高3%。		165		
102	1	5	365	1828	《天道剑势·无我无剑》秘诀绝章	会心提高4%。		250		
103	1	7	365	1830	《天道剑势·无我无剑》详解残页	命中提高1%。		190		
104	1	7	365	1830	《天道剑势·无我无剑》详解断篇	命中提高2%。		205		
105	1	6	365	1829	《天道剑势·无我无剑》参悟残页	伤害提高3%。		140		
106	1	6	365	1829	《天道剑势·无我无剑》参悟断篇	伤害提高4%。		155		
107	1	6	365	1829	《天道剑势·无我无剑》参悟绝章	伤害提高5%。		150		
108	1	8	365	1831	《天道剑势·无我无剑》人偶图残页	命中目标则续气半格。		390		
109	1	1	312	1824	《坐忘经·坐忘无我》穴位图残页	调息时间减少2秒。		60		
110	1	1	312	1824	《坐忘经·坐忘无我》穴位图断篇	调息时间减少4秒。		220		
111	1	2	312	1825	《坐忘经·坐忘无我》注解残页	施展招式的消耗降低20%。		25		
112	1	2	312	1825	《坐忘经·坐忘无我》注解断篇	施展招式的消耗降低25%。		30		
113	1	2	312	1825	《坐忘经·坐忘无我》注解绝章	施展招式的消耗降低30%。		30		
114	1	1	312	1824	《坐忘经·坐忘无我》穴位图绝章	调息时间减少6秒。		70		
115	1	8	312	1831	《坐忘经·坐忘无我》人偶图残页	移动速度提高10%，持续6秒。		100		
116	1	8	312	1831	《坐忘经·坐忘无我》人偶图断篇	招式立刻恢复一定内力值。		90		
117	1	8	312	1831	《坐忘经·坐忘无我》人偶图绝章	招式立刻恢复一定气血值。		235		
118	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图残页	调息时间减少0.5秒。				
119	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图断篇	调息时间减少0.7秒。				
120	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图绝章	调息时间减少0.8秒。				
121	1	2	49	1880	《扫叶腿法·回风扫叶》注解残页	施展招式的消耗降低40%。				
122	1	2	49	1880	《扫叶腿法·回风扫叶》注解断篇	施展招式的消耗降低50%。				
123	1	6	49	1884	《扫叶腿法·回风扫叶》参悟残页	伤害提高100%。				
124	1	6	49	1884	《扫叶腿法·回风扫叶》参悟断篇	伤害提高100%。				
125	1	1	58	1879	《混元气·猛虎下山》穴位图残页	调息时间减少5秒。				
126	1	1	58	1879	《混元气·猛虎下山》穴位图断篇	调息时间减少10秒。				
127	1	2	58	1880	《混元气·猛虎下山》注解残页	施展招式的消耗降低10%。				
128	1	8	58	1886	《混元气·猛虎下山》人偶图残页	招式附加气血恢复，持续9秒。				
129	1	8	58	1886	《混元气·猛虎下山》人偶图断篇	招式附加气血恢复，持续9秒。				
130	1	8	58	1886	《混元气·猛虎下山》人偶图绝章	招式附加气血恢复，持续9秒。				
131	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图残页	调息时间减少2秒。		100		
132	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图断篇	调息时间减少3秒。		110		
133	1	2	564	1836	《猿公剑法·剑灵寰宇》注解残页	施展招式的消耗降低20%。		40		
134	1	2	564	1836	《猿公剑法·剑灵寰宇》注解断篇	施展招式的消耗降低20%。		45		
135	1	9	564	1843	《猿公剑法·剑灵寰宇》真传残页	招式的有效距离增加2尺。		65		
136	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟残页	伤害提高15%。		50		
137	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟断篇	伤害提高15%。		85		
138	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟绝章	伤害提高20%。		55		
139	1	1	561	1835	《猿公剑法·剑气长江》穴位图残页	调息时间减少1秒。		390		
140	1	1	561	1835	《猿公剑法·剑气长江》穴位图断篇	调息时间减少1秒。		390		
141	1	2	561	1836	《猿公剑法·剑气长江》注解残页	施展招式的消耗降低10%。		140		
142	1	2	561	1836	《猿公剑法·剑气长江》注解断篇	施展招式的消耗降低10%。		140		
143	1	5	561	1839	《猿公剑法·剑气长江》秘诀残页	会心提高2%。		150		
144	1	5	561	1839	《猿公剑法·剑气长江》秘诀断篇	会心提高3%。		195		
145	1	6	561	1840	《猿公剑法·剑气长江》参悟残页	伤害提高4%。		160		
146	1	6	561	1840	《猿公剑法·剑气长江》参悟断篇	伤害提高6%。		155		
147	1	2	562	1836	《猿公剑法·剑主天地》注解残页	施展招式的消耗降低10%。		120		
148	1	2	562	1836	《猿公剑法·剑主天地》注解断篇	施展招式的消耗降低10%。		125		
149	1	9	562	1843	《猿公剑法·剑主天地》真传残页	招式的有效距离增加1尺。		175		
150	1	9	562	1843	《猿公剑法·剑主天地》真传断篇	招式的有效距离增加1尺。		205		
151	1	6	562	1840	《猿公剑法·剑主天地》参悟残页	伤害提高3%。		135		
152	1	6	562	1840	《猿公剑法·剑主天地》参悟断篇	伤害提高4%。		160		
153	1	8	562	1842	《猿公剑法·剑主天地》人偶图残页	招式减速效果提高15%，施展后立即为自身回复3层剑舞。		390		
154	1	2	553	1836	《西河剑器·江海凝光》注解残页	施展招式的消耗降低10%。		30		
155	1	5	553	1839	《西河剑器·江海凝光》秘诀残页	会心提高2%。		35		
156	1	5	553	1839	《西河剑器·江海凝光》秘诀断篇	会心提高3%。		60		
157	1	9	553	1843	《西河剑器·江海凝光》真传残页	招式的有效距离增加2尺。		45		
158	1	9	553	1843	《西河剑器·江海凝光》真传断篇	招式的有效距离增加2尺。		100		
159	1	9	553	1843	《西河剑器·江海凝光》真传绝章	招式的有效距离增加2尺。		65		
160	1	6	553	1840	《西河剑器·江海凝光》参悟残页	伤害提高15%。		35		
161	1	6	553	1840	《西河剑器·江海凝光》参悟断篇	伤害提高15%。		35		
162	1	1	552	1835	《剑器浑脱·邻里曲》穴位图残页	调息时间减少100秒。		120		
163	1	1	552	1835	《剑器浑脱·邻里曲》穴位图断篇	调息时间减少100秒。		120		
164	1	1	552	1835	《剑器浑脱·邻里曲》穴位图绝章	调息时间减少100秒。		120		
165	1	2	552	1836	《剑器浑脱·邻里曲》注解残页	施展招式的消耗降低20%。		35		
166	1	2	552	1836	《剑器浑脱·邻里曲》注解断篇	施展招式的消耗降低30%。		45		
167	1	8	552	1842	《剑器浑脱·邻里曲》人偶图残页	重置“蝶弄足”调息时间。		130		
168	1	8	552	1842	《剑器浑脱·邻里曲》人偶图断篇	重置“帝骖龙翔”调息时间。		190		
169	1	1	573	1835	《剑器浑脱·满堂势》穴位图残页	调息时间减少15秒。		390		
170	1	1	573	1835	《剑器浑脱·满堂势》穴位图断篇	调息时间减少20秒。		315		
171	1	1	573	1835	《剑器浑脱·满堂势》穴位图绝章	调息时间减少25秒。		315		
172	1	2	573	1836	《剑器浑脱·满堂势》注解残页	施展招式的消耗降低20%。		125		
173	1	2	573	1836	《剑器浑脱·满堂势》注解断篇	施展招式的消耗降低30%。		105		
174	1	8	573	1842	《剑器浑脱·满堂势》人偶图残页	招式附加闪避值提高10%，持续5秒。		390		
175	1	8	573	1842	《剑器浑脱·满堂势》人偶图断篇	招式附加额外内功防御提高30点，持续5秒。		390		
176	1	2	556	1836	《霓裳羽衣·上元点鬟》注解残页	施展招式的消耗降低5%。		40		
177	1	2	556	1836	《霓裳羽衣·上元点鬟》注解断篇	施展招式的消耗降低10%。		55		
178	1	2	556	1836	《霓裳羽衣·上元点鬟》注解绝章	施展招式的消耗降低10%。		60		
179	1	9	556	1843	《霓裳羽衣·上元点鬟》真传残页	招式的有效距离增加2尺。		65		
180	1	9	556	1843	《霓裳羽衣·上元点鬟》真传断篇	招式的有效距离增加2尺。		165		
181	1	9	556	1843	《霓裳羽衣·上元点鬟》真传绝章	招式的有效距离增加2尺。		75		
182	1	8	556	1842	《霓裳羽衣·上元点鬟》人偶图断篇	疗伤成效提高7%。		175		
183	1	1	557	1835	《西河剑器·天地低昂》穴位图残页	调息时间减少15秒。		250		
184	1	1	557	1835	《西河剑器·天地低昂》穴位图断篇	调息时间减少15秒。		250		
185	1	2	557	1836	《西河剑器·天地低昂》注解残页	施展招式的消耗降低20%。		115		
186	1	2	557	1836	《西河剑器·天地低昂》注解断篇	施展招式的消耗降低30%。		165		
187	1	10	557	1844	《西河剑器·天地低昂》手抄残页	招式附加效果持续时间增加3秒。		390		
188	1	8	557	1842	《西河剑器·天地低昂》人偶图断篇	招式附加内力恢复，持续12秒。		320		2
189	1	8	557	1842	《西河剑器·天地低昂》人偶图残页	招式附加气血恢复，持续9秒。		375		1
190	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解残页	施展招式的消耗降低5%。		105		
191	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解断篇	施展招式的消耗降低10%。		105		
192	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传残页	招式的有效距离增加2尺。		135		
193	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传断篇	招式的有效距离增加2尺。		150		
194	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传绝章	招式的有效距离增加2尺。		390		
195	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图残页	疗伤成效提高3%。		170		
196	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图断篇	疗伤成效提高5%。		250		
197	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图残页	调息时间减少120秒。		85		
198	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图断篇	调息时间减少180秒。		150		
199	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图绝章	调息时间减少240秒。		270		
200	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图残页	运功时间减少0.25秒。		235		
201	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图断篇	运功时间减少0.25秒。		175		
202	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图绝章	运功时间减少0.25秒。		215		
203	1	9	551	1843	《剑器浑脱·心鼓弦》真传残页	招式的有效距离增加4尺。		75		
204	1	1	570	1835	《西河剑器·月华倾泻》穴位图残页	调息时间减少5秒。		100		
205	1	1	570	1835	《西河剑器·月华倾泻》穴位图断篇	调息时间减少10秒。		215		
206	1	1	570	1835	《西河剑器·月华倾泻》穴位图绝章	调息时间减少15秒。		275		
207	1	2	570	1836	《西河剑器·月华倾泻》注解残页	施展招式的消耗降低10%。		45		
208	1	2	570	1836	《西河剑器·月华倾泻》注解断篇	施展招式的消耗降低20%。		40		
209	1	9	570	1843	《西河剑器·月华倾泻》真传残页	招式的有效距离增加4尺。		75		
210	1	8	570	1842	《西河剑器·月华倾泻》人偶图残页	招式附加气血恢复，持续9秒。		160		
211	1	2	567	1836	《霓裳羽衣·左旋右转》注解残页	施展招式的消耗降低10%。		50		
212	1	2	567	1836	《霓裳羽衣·左旋右转》注解断篇	施展招式的消耗降低15%。		50		
213	1	12	567	1843	《霓裳羽衣·左旋右转》真传残页	招式的有效范围增加1尺。		50		
214	1	12	567	1843	《霓裳羽衣·左旋右转》真传断篇	招式的有效范围增加1尺。		50		
215	1	12	567	1843	《霓裳羽衣·左旋右转》真传绝章	招式的有效范围增加1尺。		115		
216	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图残页	疗伤成效提高3%。		80		
217	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图断篇	疗伤成效提高5%。		105		
218	1	2	239	1847	《龙爪功·抱残式》注解残页	施展招式的消耗降低10%。		35		
219	1	2	239	1847	《龙爪功·抱残式》注解断篇	施展招式的消耗降低15%。		55		
220	1	2	239	1847	《龙爪功·抱残式》注解绝章	施展招式的消耗降低20%。		35		
221	1	10	239	1855	《龙爪功·抱残式》手抄残页	招式附加效果持续时间增加2秒。		115		
222	1	1	239	1846	《龙爪功·抱残式》穴位图残页	调息时间减少1秒。		160		
223	1	9	239	1854	《龙爪功·抱残式》真传残页	招式的有效距离增加1尺。		50		
224	1	9	239	1854	《龙爪功·抱残式》真传断篇	招式的有效距离增加1尺。		60		
225	1	9	239	1854	《龙爪功·抱残式》真传绝章	招式的有效距离增加1尺。		95		
226	1	8	239	1853	《龙爪功·抱残式》人偶图断篇	招式效果提高10%。		265		
227	1	1	238	1846	《龙爪功·捕风式》穴位图残页	调息时间减少0.5秒。		125		
228	1	1	238	1846	《龙爪功·捕风式》穴位图断篇	调息时间减少0.5秒。		270		
229	1	9	238	1854	《龙爪功·捕风式》真传残页	招式的有效距离增加2尺。		65		
230	1	9	238	1854	《龙爪功·捕风式》真传断篇	招式的有效距离增加2尺。		110		
231	1	7	238	1852	《龙爪功·捕风式》详解残页	命中提高1%。		70		
232	1	7	238	1852	《龙爪功·捕风式》详解断篇	命中提高2%。		75		
233	1	6	238	1851	《龙爪功·捕风式》参悟残页	伤害提高10%。		50		
234	1	6	238	1851	《龙爪功·捕风式》参悟断篇	伤害提高10%。		55		
235	1	6	238	1851	《龙爪功·捕风式》参悟绝章	伤害提高15%。		55		
236	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图残页	调息时间减少5秒。		75		
237	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图断篇	调息时间减少10秒。		75		
238	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图绝章	调息时间减少10秒。		220		
239	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解残页	施展招式的消耗降低20%。		30		
240	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解断篇	施展招式的消耗降低30%。		30		
241	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传残页	招式的有效距离增加1尺。		60		
242	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传断篇	招式的有效距离增加1尺。		85		
243	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传绝章	招式的有效距离增加1尺。		65		
244	1	8	252	1853	《袈裟伏魔功·大狮子吼》人偶图残页	每命中一个目标则增加一点禅那。		185		
245	1	1	257	1846	《达摩武诀·锻骨诀》穴位图残页	调息时间减少5秒。		335		
246	1	1	257	1846	《达摩武诀·锻骨诀》穴位图断篇	调息时间减少10秒。		335		
247	1	1	257	1846	《达摩武诀·锻骨诀》穴位图绝章	调息时间减少10秒。		335		
248	1	2	257	1847	《达摩武诀·锻骨诀》注解残页	施展招式的消耗降低20%。		125		
249	1	2	257	1847	《达摩武诀·锻骨诀》注解断篇	施展招式的消耗降低20%。		115		
250	1	2	257	1847	《达摩武诀·锻骨诀》注解绝章	施展招式的消耗降低20%。		100		
251	1	8	257	1853	《达摩武诀·锻骨诀》人偶图残页	不受内功伤害影响，持续4秒。		380		
252	1	8	257	1853	《达摩武诀·锻骨诀》人偶图断篇	招式附加移动速度提高，持续8秒。		380		
253	1	8	257	1853	《达摩武诀·锻骨诀》人偶图绝章	招式附加气血恢复，持续9秒。		320		
254	1	2	235	1847	《罗汉棍法·横扫六合》注解残页	施展招式的消耗降低10%。		30		
255	1	2	235	1847	《罗汉棍法·横扫六合》注解断篇	施展招式的消耗降低15%。		50		
256	1	2	235	1847	《罗汉棍法·横扫六合》注解绝章	施展招式的消耗降低20%。		30		
257	1	10	235	1855	《罗汉棍法·横扫六合》手抄残页	招式附加效果持续时间增加6秒。		50		
258	1	11	235	1856	《罗汉棍法·横扫六合》气血图残页	招式的有效目标人数增加1个。		85		
259	1	6	235	1851	《罗汉棍法·横扫六合》参悟残页	直接伤害提高50%。		35		
260	1	4	235	1849	《罗汉棍法·横扫六合》注释残页	威胁提高10%。		45		
261	1	4	235	1849	《罗汉棍法·横扫六合》注释断篇	威胁提高15%。		80		
262	1	4	235	1849	《罗汉棍法·横扫六合》注释绝章	强制周围6尺范围内最多5个敌对目标攻击自身，持续3秒。		55		
263	1	1	232	1846	《罗汉棍法·普渡四方》穴位图残页	调息时间减少0.25秒。		95		
264	1	1	232	1846	《罗汉棍法·普渡四方》穴位图断篇	调息时间减少0.25秒。		85		
265	1	7	232	1852	《罗汉棍法·普渡四方》详解残页	命中提高1%。		50		
266	1	7	232	1852	《罗汉棍法·普渡四方》详解断篇	命中提高2%。		65		
267	1	7	232	1852	《罗汉棍法·普渡四方》详解绝章	命中提高2%。		65		
268	1	6	232	1851	《罗汉棍法·普渡四方》参悟残页	伤害提高3%。		40		
269	1	6	232	1851	《罗汉棍法·普渡四方》参悟断篇	伤害提高4%。		85		
270	1	6	232	1851	《罗汉棍法·普渡四方》参悟绝章	伤害提高5%。		45		
271	1	8	232	1853	《罗汉棍法·普渡四方》人偶图残页	招式附加每层阳性内功伤害提高1%，持续15秒，最多叠加5层。		145		
272	1	2	254	1847	《达摩武诀·清音诀》注解残页	施展招式的消耗降低10%。		15		
273	1	2	254	1847	《达摩武诀·清音诀》注解断篇	施展招式的消耗降低15%。		35		
274	1	2	254	1847	《达摩武诀·清音诀》注解绝章	施展招式的消耗降低20%。		15		
275	1	9	254	1854	《达摩武诀·清音诀》真传残页	招式的有效距离增加2尺。		25		
276	1	9	254	1854	《达摩武诀·清音诀》真传断篇	招式的有效距离增加2尺。		25		
277	1	9	254	1854	《达摩武诀·清音诀》真传绝章	招式的有效距离增加2尺。		35		
278	1	8	254	1853	《达摩武诀·清音诀》人偶图残页	能卸除额外一个点穴不利效果。		55		
279	1	8	254	1853	《达摩武诀·清音诀》人偶图断篇	能卸除额外一个减速不利效果。		180		
280	1	8	254	1853	《达摩武诀·清音诀》人偶图绝章	招式附加气血恢复，持续9秒。		180		
281	1	5	2572	1850	《龙爪功·守缺式》秘诀绝章	会心提高4%。		285		3
282	1	2	2572	1847	《龙爪功·守缺式》注解绝章	施展招式的消耗降低15%。		390		3
283	1	2	2572	1847	《龙爪功·守缺式》注解残页	施展招式的消耗降低10%。		125		1
284	1	2	2572	1847	《龙爪功·守缺式》注解断篇	施展招式的消耗降低15%。		125		2
285	1	5	2572	1850	《龙爪功·守缺式》秘诀残页	会心提高2%。		180		1
286	1	5	2572	1850	《龙爪功·守缺式》秘诀断篇	会心提高3%。		285		2
287	1	6	2572	1851	《龙爪功·守缺式》参悟残页	伤害提高3%。		150		
288	1	6	2572	1851	《龙爪功·守缺式》参悟断篇	伤害提高4%。		150		
289	1	6	2572	1851	《龙爪功·守缺式》参悟绝章	伤害提高5%。		150		
290	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀残页	会心提高2%。		155		
291	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀断篇	会心提高3%。		175		
292	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀绝章	会心提高4%。		165		
293	1	7	233	1852	《罗汉棍法·韦陀献杵》详解残页	命中提高1%。		210		
294	1	7	233	1852	《罗汉棍法·韦陀献杵》详解断篇	命中提高2%。		195		
295	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟残页	伤害提高3%。		155		
296	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟断篇	伤害提高4%。		275		
297	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟绝章	伤害提高5%。		170		
298	1	8	233	1853	《罗汉棍法·韦陀献杵》人偶图残页	命中目标则增加一点禅那。		390		
299	1	1	261	1846	《达摩武诀·无相诀》穴位图残页	调息时间减少10秒。		205		
300	1	1	261	1846	《达摩武诀·无相诀》穴位图断篇	调息时间减少20秒。		350		
301	1	8	261	1853	《达摩武诀·无相诀》人偶图断篇	效果被驱散，每提前结束一秒，调息时间降低4秒。		215		2
