SkillID	SkillLevel	OpenLevel
184	1	44
184	2	54
184	3	64
184	4	70
186	1	28
186	2	28
186	3	48
186	4	68
189	1	17
189	2	17
189	3	17
189	4	21
189	5	25
189	6	29
189	7	33
189	8	37
189	9	41
189	10	45
189	11	49
189	12	53
189	13	57
189	14	60
189	15	63
189	16	67
189	17	70
189	18	73
189	19	76
189	20	79
189	21	82
189	22	85
189	23	88
189	24	90
190	1	32
190	2	32
190	3	32
190	4	35
190	5	38
190	6	41
190	7	44
190	8	47
190	9	50
190	10	53
190	11	57
190	12	61
190	13	65
190	14	69
190	15	73
190	16	77
190	17	81
190	18	85
190	19	89
200	1	40
200	2	40
200	3	40
200	4	50
200	5	60
200	6	70
200	7	80
200	8	90
228	1	30
228	2	30
228	3	35
228	4	50
228	5	65
228	6	80
232	1	1
232	2	15
232	3	16
232	4	17
232	5	18
232	6	19
232	7	20
232	8	21
232	9	22
232	10	24
232	11	27
232	12	30
232	13	33
232	14	36
232	15	39
232	16	42
232	17	45
232	18	48
232	19	51
232	20	55
232	21	59
232	22	63
232	23	67
232	24	71
232	25	75
232	26	79
232	27	83
232	28	87
233	1	6
233	2	15
233	3	16
233	4	17
233	5	18
233	6	19
233	7	20
233	8	21
233	9	22
233	10	23
233	11	26
233	12	29
233	13	32
233	14	35
233	15	38
233	16	41
233	17	44
233	18	47
233	19	50
233	20	54
233	21	58
233	22	62
233	23	66
233	24	70
233	25	74
233	26	78
233	27	82
233	28	86
233	29	90
235	1	15
235	2	15
235	3	16
235	4	17
235	5	18
235	6	19
235	7	20
235	8	21
235	9	22
235	10	23
235	11	25
235	12	28
235	13	31
235	14	34
235	15	37
235	16	40
235	17	43
235	18	46
235	19	49
235	20	52
235	21	56
235	22	60
235	23	64
235	24	68
235	25	72
235	26	76
235	27	80
235	28	84
235	29	88
236	1	16
236	2	16
236	3	33
236	4	52
236	5	71
236	6	89
238	1	56
238	2	26
238	3	26
238	4	27
238	5	29
238	6	30
238	7	33
238	8	36
238	9	39
238	10	42
238	11	45
238	12	48
238	13	51
238	14	54
238	15	58
238	16	62
238	17	66
238	18	70
238	19	74
238	20	78
238	21	82
238	22	86
238	23	90
239	1	38
239	2	46
239	3	54
239	4	62
239	5	70
240	1	34
240	2	44
240	3	54
240	4	64
241	1	10
241	2	15
241	3	16
241	4	17
241	5	18
241	6	19
241	7	20
241	8	21
241	9	22
241	10	23
241	11	25
241	12	28
241	13	31
241	14	34
241	15	37
241	16	40
241	17	43
241	18	46
241	19	49
241	20	52
241	21	56
241	22	60
241	23	64
241	24	68
241	25	72
241	26	76
241	27	80
241	28	84
241	29	88
242	1	40
243	1	32
243	2	32
243	3	32
243	4	35
243	5	38
243	6	41
243	7	44
243	8	47
243	9	50
243	10	53
243	11	57
243	12	61
243	13	65
243	14	69
243	15	73
243	16	77
243	17	81
243	18	85
243	19	89
245	1	77
245	2	78
245	3	79
245	4	80
245	5	81
245	6	82
246	1	18
246	2	30
246	3	42
246	4	54
246	5	66
246	6	78
247	1	28
247	2	38
247	3	48
247	4	58
247	5	68
249	1	40
249	2	50
249	3	60
249	4	70
252	1	28
252	2	28
252	3	55
257	1	60
258	1	48
259	1	34
259	2	44
260	1	36
261	1	44
261	2	44
261	3	64
261	4	84
301	1	6
301	2	15
301	3	16
301	4	17
301	5	18
301	6	19
301	7	20
301	8	21
301	9	22
301	10	23
301	11	24
301	12	25
301	13	26
301	14	27
301	15	28
301	16	29
301	17	30
301	18	33
301	19	36
301	20	39
301	21	42
301	22	45
301	23	48
301	24	51
301	25	54
301	26	57
301	27	60
301	28	63
301	29	66
301	30	69
301	31	73
301	32	77
301	33	81
301	34	85
301	35	89
303	1	28
303	2	20
303	3	28
303	4	30
303	5	32
303	6	35
303	7	38
303	8	41
303	9	44
303	10	47
303	11	50
303	12	53
303	13	56
303	14	59
303	15	62
303	16	65
303	17	68
303	18	71
303	19	75
303	20	79
303	21	83
303	22	87
305	1	52
305	2	62
305	3	63
306	1	11
306	2	15
306	3	16
306	4	17
306	5	18
306	6	19
306	7	20
306	8	21
306	9	22
306	10	23
306	11	24
306	12	25
306	13	28
306	14	30
306	15	32
306	16	35
306	17	38
306	18	41
306	19	44
306	20	47
306	21	50
306	22	53
306	23	56
306	24	59
306	25	62
306	26	65
306	27	68
306	28	72
306	29	76
306	30	80
306	31	84
306	32	88
309	1	15
309	2	16
309	3	17
309	4	18
309	5	19
309	6	20
309	7	21
309	8	22
309	9	23
309	10	24
309	11	25
309	12	26
309	13	28
309	14	30
309	15	32
309	16	35
309	17	38
309	18	41
309	19	44
309	20	47
309	21	50
309	22	53
309	23	56
309	24	59
309	25	62
309	26	65
309	27	68
309	28	72
309	29	76
309	30	80
309	31	84
309	32	88
311	1	15
311	2	15
311	3	15
311	4	16
311	5	17
311	6	18
311	7	19
311	8	21
311	9	23
311	10	25
311	11	27
311	12	29
311	13	31
311	14	34
311	15	37
311	16	40
311	17	43
311	18	46
311	19	49
311	20	52
311	21	55
311	22	58
311	23	61
311	24	64
311	25	67
311	26	70
311	27	74
311	28	78
311	29	82
311	30	86
311	31	90
312	1	24
312	2	24
312	3	24
312	4	24
312	5	26
312	6	36
312	7	46
312	8	56
312	9	66
312	10	76
313	1	44
346	1	30
346	2	30
346	3	30
346	4	30
346	5	30
346	6	40
346	7	50
346	8	60
346	9	70
346	10	80
355	1	40
357	1	44
358	1	16
363	1	60
364	1	15
364	2	16
364	3	17
364	4	18
364	5	19
364	6	20
364	7	21
364	8	22
364	9	23
364	10	24
364	11	25
364	12	26
364	13	27
364	14	29
364	15	31
364	16	34
364	17	37
364	18	40
364	19	43
364	20	46
364	21	49
364	22	52
364	23	55
364	24	58
364	25	61
364	26	64
364	27	67
364	28	70
364	29	74
364	30	78
364	31	82
364	32	86
364	33	90
365	1	15
365	2	16
365	3	17
365	4	18
365	5	19
365	6	20
365	7	21
365	8	22
365	9	23
365	10	24
365	11	25
365	12	26
365	13	27
365	14	28
365	15	29
365	16	30
365	17	31
365	18	33
365	19	36
365	20	39
365	21	42
365	22	45
365	23	48
365	24	51
365	25	54
365	26	57
365	27	60
365	28	63
365	29	66
365	30	69
365	31	73
365	32	77
365	33	81
365	34	85
365	35	89
366	1	32
367	1	1
367	2	15
367	3	16
367	4	17
367	5	18
367	6	19
367	7	20
367	8	21
367	9	22
367	10	23
367	11	24
367	12	25
367	13	27
367	14	29
367	15	31
367	16	34
367	17	37
367	18	40
367	19	43
367	20	46
367	21	49
367	22	52
367	23	55
367	24	58
367	25	61
367	26	64
367	27	67
367	28	70
367	29	74
367	30	78
367	31	82
367	32	86
367	33	90
368	1	15
368	2	15
368	3	15
368	4	16
368	5	17
368	6	18
368	7	19
368	8	21
368	9	23
368	10	25
368	11	27
368	12	29
368	13	31
368	14	34
368	15	37
368	16	40
368	17	43
368	18	46
368	19	49
368	20	52
368	21	55
368	22	58
368	23	61
368	24	64
368	25	67
368	26	70
368	27	74
368	28	78
368	29	82
368	30	86
368	31	89
369	1	32
369	2	40
369	3	48
369	4	56
369	5	64
370	1	34
371	1	48
372	1	48
400	1	10
400	2	15
400	3	16
400	4	17
400	5	18
400	6	19
400	7	20
400	8	21
400	9	22
400	10	24
400	11	27
400	12	30
400	13	33
400	14	36
400	15	39
400	16	42
400	17	45
400	18	48
400	19	51
400	20	55
400	21	59
400	22	63
400	23	67
400	24	71
400	25	75
400	26	79
400	27	83
400	28	87
401	1	16
401	2	17
401	3	19
401	4	22
401	5	24
401	6	26
401	7	28
401	8	30
401	9	33
401	10	36
401	11	39
401	12	42
401	13	45
401	14	48
401	15	51
401	16	54
401	17	58
401	18	62
401	19	66
401	20	70
401	21	74
401	22	78
401	23	82
401	24	86
401	25	90
402	1	24
402	2	32
402	3	40
402	4	48
402	5	56
402	6	64
403	1	6
403	2	15
403	3	16
403	4	17
403	5	18
403	6	19
403	7	20
403	8	21
403	9	22
403	10	23
403	11	24
403	12	29
403	13	32
403	14	35
403	15	38
403	16	41
403	17	44
403	18	47
403	19	50
403	20	54
403	21	58
403	22	62
403	23	66
403	24	70
403	25	74
403	26	78
403	27	82
403	28	86
403	29	90
404	1	40
404	2	40
404	3	40
404	4	50
404	5	60
404	6	70
404	7	80
404	8	90
405	1	28
405	2	38
405	3	48
405	4	58
405	5	68
412	1	48
413	1	44
415	1	11
415	2	15
415	3	16
415	4	17
415	5	18
415	6	19
415	7	20
415	8	21
415	9	22
415	10	23
415	11	25
415	12	28
415	13	31
415	14	34
415	15	37
415	16	40
415	17	43
415	18	46
415	19	49
415	20	52
415	21	56
415	22	60
415	23	64
415	24	68
415	25	72
415	26	76
415	27	80
415	28	84
415	29	90
418	1	15
418	2	25
418	3	40
418	4	55
418	5	70
418	6	86
422	1	64
422	2	64
422	3	72
422	4	80
422	5	88
423	1	32
423	2	32
423	3	32
423	4	35
423	5	38
423	6	41
423	7	44
423	8	47
423	9	50
423	10	53
423	11	57
423	12	61
423	13	65
423	14	69
423	15	73
423	16	77
423	17	81
423	18	85
423	19	89
424	1	30
424	2	30
424	3	35
424	4	50
424	5	75
424	6	89
425	1	52
425	2	52
425	3	62
425	4	72
425	5	82
426	1	60
427	1	24
427	2	26
427	3	28
427	4	30
427	5	32
427	6	34
427	7	36
427	8	38
427	9	40
427	10	42
427	11	44
427	12	46
427	13	48
427	14	50
427	15	52
427	16	54
427	17	56
427	18	58
427	19	60
427	20	62
427	21	64
427	22	66
427	23	68
427	24	70
427	25	72
427	26	76
427	27	80
427	28	84
427	29	88
428	1	28
428	2	28
428	3	38
428	4	50
428	5	64
428	6	76
428	7	88
433	1	56
441	1	38
441	2	48
441	3	58
441	4	68
442	1	24
442	2	28
442	3	32
442	4	48
442	5	64
442	6	80
479	1	68
479	2	68
479	3	75
479	4	82
479	5	89
480	1	40
480	2	50
480	3	60
480	4	70
482	1	34
482	2	42
482	3	50
482	4	58
482	5	66
498	1	30
498	2	30
498	3	35
498	4	50
498	5	65
498	6	80
537	1	1
537	2	15
537	3	20
537	4	30
537	5	40
537	6	55
537	7	75
544	1	28
544	2	28
544	3	48
544	4	68
545	1	40
545	2	40
545	3	40
545	4	40
545	5	50
545	6	60
545	7	70
545	8	80
546	1	58
547	1	34
547	2	42
547	3	50
547	4	58
547	5	66
548	1	26
548	2	36
548	3	46
548	4	56
548	5	66
549	1	28
549	2	40
549	3	52
549	4	64
550	1	48
550	2	48
550	3	63
550	4	78
550	5	88
551	1	54
552	1	52
553	1	1
553	2	15
553	3	16
553	4	17
553	5	18
553	6	19
553	7	20
553	8	21
553	9	23
553	10	25
553	11	26
553	12	28
553	13	29
553	14	31
553	15	32
553	16	34
553	17	35
553	18	38
553	19	41
553	20	44
553	21	47
553	22	50
553	23	54
553	24	58
553	25	62
553	26	66
553	27	70
553	28	74
553	29	78
553	30	82
553	31	86
553	32	90
554	1	15
554	2	15
554	3	15
554	4	15
554	5	15
554	6	15
554	7	15
554	8	18
554	9	21
554	10	24
554	11	27
554	12	30
554	13	33
554	14	36
554	15	39
554	16	42
554	17	45
554	18	48
554	19	51
554	20	55
554	21	59
554	22	63
554	23	67
554	24	71
554	25	75
554	26	79
554	27	83
554	28	87
554	29	90
555	1	15
555	2	16
555	3	16
555	4	17
555	5	18
555	6	19
555	7	20
555	8	21
555	9	23
555	10	25
555	11	26
555	12	28
555	13	29
555	14	31
555	15	32
555	16	34
555	17	35
555	18	38
555	19	41
555	20	44
555	21	47
555	22	50
555	23	54
555	24	58
555	25	62
555	26	66
555	27	70
555	28	74
555	29	78
555	30	82
555	31	86
555	32	90
556	1	56
556	2	56
556	3	62
556	4	68
556	5	74
556	6	82
557	1	24
558	1	60
558	2	50
559	1	36
559	2	38
559	3	40
559	4	42
559	5	44
559	6	46
559	7	48
559	8	50
559	9	52
559	10	54
559	11	56
559	12	58
559	13	60
559	14	62
559	15	64
559	16	66
559	17	68
559	18	70
559	19	72
559	20	74
559	21	76
559	22	78
559	23	80
559	24	82
559	25	84
559	26	86
559	27	88
561	1	11
561	2	15
561	3	16
561	4	17
561	5	18
561	6	19
561	7	20
561	8	21
561	9	22
561	10	23
561	11	28
561	12	31
561	13	34
561	14	37
561	15	40
561	16	43
561	17	46
561	18	49
561	19	53
561	20	57
561	21	61
561	22	65
561	23	69
561	24	73
561	25	77
561	26	81
561	27	85
561	28	89
562	1	16
562	2	17
562	3	18
562	4	19
562	5	20
562	6	21
562	7	22
562	8	23
562	9	24
562	10	25
562	11	26
562	12	28
562	13	31
562	14	34
562	15	37
562	16	40
562	17	43
562	18	46
562	19	49
562	20	53
562	21	57
562	22	61
562	23	65
562	24	69
562	25	73
562	26	77
562	27	81
562	28	85
562	29	89
563	1	44
563	2	64
564	1	29
564	2	49
564	3	50
564	4	56
564	5	62
564	6	68
564	7	70
565	1	15
565	2	15
565	3	15
565	4	15
565	5	15
565	6	15
565	7	15
565	8	18
565	9	21
565	10	24
565	11	27
565	12	30
565	13	33
565	14	36
565	15	39
565	16	42
565	17	45
565	18	48
565	19	51
565	20	55
565	21	59
565	22	63
565	23	67
565	24	71
565	25	75
565	26	79
565	27	83
565	28	87
566	1	42
566	2	62
567	1	40
567	2	46
567	3	52
567	4	58
567	5	64
567	6	70
567	7	78
568	1	42
568	2	44
568	3	46
568	4	49
569	1	15
569	2	15
569	3	15
569	4	15
569	5	15
569	6	15
569	7	15
569	8	16
569	9	19
569	10	22
569	11	25
569	12	28
569	13	31
569	14	34
569	15	37
569	16	40
569	17	43
569	18	46
569	19	49
569	20	53
569	21	57
569	22	61
569	23	65
569	24	69
569	25	73
569	26	77
569	27	81
569	28	85
573	1	36
574	1	44
574	2	44
574	3	58
574	4	72
575	1	30
575	2	30
575	3	35
575	4	50
575	5	75
575	6	89
588	1	28
588	2	20
588	3	28
588	4	30
588	5	32
588	6	35
588	7	38
588	8	41
588	9	44
588	10	47
588	11	50
588	12	53
588	13	56
588	14	59
588	15	62
588	16	65
588	17	68
588	18	71
588	19	75
588	20	79
588	21	83
588	22	87
605	1	20
605	1	20
605	1	20
605	1	20
605	1	20
605	1	20
605	1	20
605	1	20
1577	1	11
1578	1	20
1578	2	21
1578	3	22
1578	4	23
1578	5	24
1578	6	25
1578	7	26
1578	8	27
1578	9	28
1578	10	29
1578	11	30
1578	12	33
1578	13	36
1578	14	39
1578	15	42
1578	16	45
1578	17	48
1578	18	51
1578	19	55
1578	20	59
1578	21	64
1578	22	69
1578	23	74
1578	24	79
1578	25	84
1578	26	89
1579	1	1
1579	2	15
1579	3	16
1579	4	17
1579	5	18
1579	6	19
1579	7	20
1579	8	21
1579	9	22
1579	10	23
1579	11	24
1579	12	25
1579	13	27
1579	14	29
1579	15	31
1579	16	33
1579	17	35
1579	18	37
1579	19	39
1579	20	41
1579	21	43
1579	22	45
1579	23	47
1579	24	49
1579	25	51
1579	26	56
1579	27	61
1579	28	66
1579	29	71
1579	30	76
1579	31	81
1579	32	86
1580	1	30
1581	1	20
1581	2	21
1581	3	22
1581	4	23
1581	5	24
1581	6	25
1581	7	26
1581	8	27
1581	9	28
1581	10	29
1581	11	30
1581	12	31
1581	13	34
1581	14	37
1581	15	40
1581	16	43
1581	17	46
1581	18	49
1581	19	53
1581	20	58
1581	21	63
1581	22	68
1581	23	73
1581	24	78
1581	25	83
1581	26	88
1589	1	52
1589	2	52
1589	3	52
1589	4	53
1589	5	54
1589	6	58
1589	7	61
1589	8	65
1589	9	70
1589	10	75
1589	11	80
1589	12	85
1589	13	90
1593	1	16
1593	2	17
1593	3	20
1593	4	25
1593	5	30
1593	6	35
1593	7	40
1593	8	45
1593	9	50
1593	10	55
1593	11	60
1593	12	65
1593	13	70
1593	14	75
1593	15	80
1593	16	87
1596	1	27
1596	2	28
1596	3	29
1596	4	30
1596	5	31
1596	6	34
1596	7	38
1596	8	42
1596	9	46
1596	10	50
1596	11	54
1596	12	59
1596	13	64
1596	14	69
1596	15	74
1596	16	79
1596	17	84
1596	18	89
1600	1	15
1600	2	16
1600	3	17
1600	4	18
1600	5	19
1600	6	20
1600	7	21
1600	8	22
1600	9	23
1600	10	24
1600	11	25
1600	12	26
1600	13	27
1600	14	29
1600	15	32
1600	16	35
1600	17	38
1600	18	41
1600	19	44
1600	20	47
1600	21	50
1600	22	55
1600	23	60
1600	24	65
1600	25	70
1600	26	75
1600	27	80
1600	28	85
1613	1	32
1645	1	56
1645	2	56
1645	3	56
1645	4	60
1645	5	63
1645	6	66
1645	7	71
1645	8	76
1645	9	81
1645	10	86
1646	1	6
1646	2	15
1646	3	16
1646	4	17
1646	5	18
1646	6	19
1646	7	20
1646	8	21
1646	9	22
1646	10	23
1646	11	24
1646	12	25
1646	13	26
1646	14	28
1646	15	30
1646	16	32
1646	17	34
1646	18	36
1646	19	38
1646	20	40
1646	21	42
1646	22	44
1646	23	46
1646	24	48
1646	25	50
1646	26	52
1646	27	57
1646	28	62
1646	29	67
1646	30	72
1646	31	77
1646	32	82
1646	33	87
1647	1	36
1649	1	60
1651	1	54
1655	1	44
1656	1	15
1664	1	48
1664	2	48
1664	3	58
1664	4	68
1664	5	78
1664	6	88
1666	1	40
1666	2	40
1666	3	40
1666	4	40
1666	5	50
1666	6	60
1666	7	70
1666	8	80
1667	1	40
1667	2	46
1667	3	52
1667	4	58
1667	5	64
1667	6	70
1668	1	44
1668	2	34
1668	3	46
1668	4	58
1668	5	70
1940	1	42
2209	1	1
2209	2	15
2209	3	16
2209	4	17
2209	5	18
2209	6	19
2209	7	20
2209	8	21
2209	9	22
2209	10	23
2209	11	24
2209	12	25
2209	13	27
2209	14	29
2209	15	31
2209	16	33
2209	17	35
2209	18	37
2209	19	39
2209	20	43
2209	21	47
2209	22	51
2209	23	55
2209	24	59
2209	25	63
2209	26	67
2209	27	71
2209	28	75
2209	29	79
2209	30	83
2209	31	87
2210	1	30
2210	2	30
2210	3	30
2210	4	30
2210	5	30
2210	6	30
2210	7	30
2210	8	30
2210	9	32
2210	10	34
2210	11	36
2210	12	38
2210	13	40
2210	14	42
2210	15	46
2210	16	50
2210	17	54
2210	18	58
2210	19	62
2210	20	66
2210	21	70
2210	22	74
2210	23	78
2210	24	82
2210	25	86
2210	26	90
2211	1	6
2211	2	15
2211	3	16
2211	4	17
2211	5	18
2211	6	19
2211	7	20
2211	8	21
2211	9	22
2211	10	23
2211	11	24
2211	12	25
2211	13	26
2211	14	28
2211	15	30
2211	16	32
2211	17	34
2211	18	36
2211	19	38
2211	20	40
2211	21	44
2211	22	48
2211	23	52
2211	24	56
2211	25	60
2211	26	64
2211	27	68
2211	28	72
2211	29	76
2211	30	80
2211	31	84
2211	32	88
2212	1	11
2212	2	16
2212	3	17
2212	4	18
2212	5	19
2212	6	20
2212	7	21
2212	8	22
2212	9	23
2212	10	24
2212	11	25
2212	12	26
2212	13	27
2212	14	28
2212	15	29
2212	16	30
2212	17	31
2212	18	33
2212	19	35
2212	20	37
2212	21	39
2212	22	41
2212	23	45
2212	24	49
2212	25	53
2212	26	57
2212	27	61
2212	28	65
2212	29	69
2212	30	73
2212	31	77
2212	32	81
2212	33	85
2212	34	89
2213	1	24
2213	2	24
2213	3	24
2213	4	26
2213	5	28
2213	6	30
2213	7	32
2213	8	34
2213	9	36
2213	10	38
2213	11	40
2213	12	43
2213	13	47
2213	14	51
2213	15	55
2213	16	59
2213	17	63
2213	18	67
2213	19	71
2213	20	75
2213	21	79
2213	22	83
2213	23	87
2214	1	15
2215	1	40
2216	1	36
2217	1	37
2217	2	38
2217	3	46
2217	4	56
2217	5	66
2217	6	76
2218	1	28
2220	1	36
2222	1	44
2223	1	18
2226	1	44
2227	1	66
2228	1	40
2229	1	32
2230	1	28
2231	1	15
2231	2	15
2231	3	35
2231	4	55
2231	5	75
2232	1	15
2232	2	15
2232	3	15
2232	4	15
2232	5	15
2232	6	15
2232	7	15
2232	8	17
2232	9	19
2232	10	21
2232	11	23
2232	12	25
2232	13	27
2232	14	29
2232	15	31
2232	16	33
2232	17	35
2232	18	37
2232	19	39
2232	20	43
2232	21	47
2232	22	51
2232	23	55
2232	24	59
2232	25	63
2232	26	67
2232	27	71
2232	28	75
2232	29	79
2232	30	83
2232	31	87
2233	1	15
2233	2	15
2233	3	15
2233	4	15
2233	5	15
2233	6	15
2233	7	15
2233	8	16
2233	9	18
2233	10	20
2233	11	22
2233	12	24
2233	13	26
2233	14	28
2233	15	30
2233	16	32
2233	17	34
2233	18	36
2233	19	38
2233	20	40
2233	21	44
2233	22	48
2233	23	52
2233	24	56
2233	25	60
2233	26	64
2233	27	68
2233	28	72
2233	29	76
2233	30	80
2233	31	84
2233	32	88
2234	1	42
2235	1	36
2563	1	66
2572	1	11
2572	2	15
2572	3	17
2572	4	20
2572	5	30
2572	6	40
2572	7	50
2572	8	60
2572	9	70
2572	10	80
2572	1	1
2572	2	15
2572	3	17
2572	4	20
2572	5	30
2572	6	40
2572	7	50
2572	8	60
2572	9	70
2572	10	80
2581	1	58
2589	1	62
2611	1	48
2611	2	48
2611	3	48
2611	4	52
2611	5	56
2611	6	60
2611	7	64
2611	8	68
2611	9	72
2611	10	76
2611	11	80
2611	12	84
2611	13	88
2620	1	66
2636	1	15
2636	2	15
2636	3	16
2636	4	17
2636	5	18
2636	6	19
2636	7	20
2636	8	21
2636	9	22
2636	10	23
2636	11	25
2636	12	28
2636	13	31
2636	14	34
2636	15	37
2636	16	40
2636	17	43
2636	18	46
2636	19	49
2636	20	52
2636	21	56
2636	22	60
2636	23	64
2636	24	68
2636	25	72
2636	26	76
2636	27	80
2636	28	84
2636	29	88
2645	1	66
2663	1	55
2674	1	36
2674	2	36
2674	3	36
2674	4	40
2674	5	44
2674	6	48
2674	7	52
2674	8	56
2674	9	60
2674	10	64
2674	11	68
2674	12	73
2674	13	77
2674	14	81
2674	15	85
2674	16	89
2681	1	56
2690	1	52
2699	1	36
2699	2	36
2699	3	36
2699	4	40
2699	5	44
2699	6	48
2699	7	52
2699	8	56
2699	9	60
2699	10	64
2699	11	68
2699	12	73
2699	13	77
2699	14	81
2699	15	85
2699	16	89
2707	1	6
2707	2	16
2707	3	17
2707	4	18
2707	5	19
2707	6	20
2707	7	21
2707	8	22
2707	9	23
2707	10	24
2707	11	25
2707	12	30
2707	13	33
2707	14	36
2707	15	39
2707	16	42
2707	17	45
2707	18	48
2707	19	51
2707	20	55
2707	21	59
2707	22	63
2707	23	67
2707	24	71
2707	25	75
2707	26	79
2707	27	83
2707	28	87
2716	1	15
2716	2	18
2716	3	21
2716	4	25
2716	5	29
2716	6	33
2716	7	37
2716	8	41
2716	9	45
2716	10	49
2716	11	53
2716	12	57
2716	13	61
2716	14	65
2716	15	69
2716	16	73
2716	17	77
2716	18	81
2724	1	32
2724	2	35
2724	3	36
2724	4	37
2724	5	40
2724	6	43
2724	7	46
2724	8	49
2724	9	52
2724	10	56
2724	11	60
2724	12	64
2724	13	68
2724	14	72
2724	15	76
2724	16	80
2724	17	84
2724	18	88
2750	1	66
2957	1	15
2957	2	15
2957	3	15
2957	4	15
2957	5	15
2957	6	15
2957	7	15
2957	8	16
2957	9	17
2957	10	18
2957	11	19
2957	12	21
2957	13	23
2957	14	25
2957	15	27
2957	16	29
2957	17	31
2957	18	33
2957	19	35
2957	20	37
2957	21	39
2957	22	41
2957	23	45
2957	24	49
2957	25	53
2957	26	57
2957	27	61
2957	28	65
2957	29	69
2957	30	73
2957	31	77
2957	32	81
2957	33	85
2957	34	89
2965	1	62
3003	1	32
3087	1	28
3087	2	28
3087	3	28
3087	4	31
3087	5	34
3087	6	37
3087	7	41
3087	8	45
3087	9	49
3087	10	53
3087	11	57
3087	12	61
3087	13	65
3087	14	69
3087	15	73
3087	16	77
3087	17	81
3087	18	85
3087	19	89
3089	1	32
3090	1	48
3091	1	36
3093	1	6
3093	2	16
3093	3	17
3093	4	18
3093	5	19
3093	6	20
3093	7	21
3093	8	22
3093	9	23
3093	10	24
3093	11	25
3093	12	29
3093	13	32
3093	14	35
3093	15	38
3093	16	42
3093	17	46
3093	18	50
3093	19	54
3093	20	58
3093	21	62
3093	22	66
3093	23	70
3093	24	74
3093	25	78
3093	26	82
3093	27	86
3093	28	90
3094	1	51
3095	1	1
3095	2	16
3095	3	17
3095	4	18
3095	5	19
3095	6	20
3095	7	21
3095	8	22
3095	9	23
3095	10	24
3095	11	25
3095	12	27
3095	13	30
3095	14	33
3095	15	36
3095	16	39
3095	17	43
3095	18	47
3095	19	51
3095	20	55
3095	21	59
3095	22	63
3095	23	67
3095	24	71
3095	25	75
3095	26	79
3095	27	83
3095	28	87
3096	1	11
3096	2	17
3096	3	18
3096	4	19
3096	5	20
3096	6	21
3096	7	22
3096	8	23
3096	9	24
3096	10	25
3096	11	26
3096	12	28
3096	13	31
3096	14	34
3096	15	37
3096	16	40
3096	17	44
