BookID	SegmentID	BookItemIndex	BookNumber	Sort	SubSort	Type	BookName	SegmentName	Desc	PageNum	PageID_0	PageID_1	PageID_2	PageID_3	PageID_4	PageID_5	PageID_6	PageID_7	PageID_8	PageID_9
20	3	8026	8	3	1	2	青岩诗钞·卷二	关山月	万花谷文人所编纂的诗歌辑录。	1	247									
20	4	8026	8	3	1	2	青岩诗钞·卷二	荆州歌	万花谷文人所编纂的诗歌辑录。	1	248									
20	5	8026	8	3	1	2	青岩诗钞·卷二	子夜吴歌之春歌	万花谷文人所编纂的诗歌辑录。	1	249									
20	6	8026	8	3	1	2	青岩诗钞·卷二	子夜吴歌之夏歌	万花谷文人所编纂的诗歌辑录。	1	250									
20	7	8026	8	3	1	2	青岩诗钞·卷二	子夜吴歌之秋歌	万花谷文人所编纂的诗歌辑录。	1	251									
20	8	8021	8	3	1	2	青岩诗钞·卷二	子夜吴歌之冬歌	万花谷文人所编纂的诗歌辑录。	1	252									
21	1	8026	8	3	3	2	神兵宝鉴·枪部	枪部第一章	记载历代神枪之书。	1	253									
21	2	8026	8	3	3	2	神兵宝鉴·枪部	枪部第二章	记载历代神枪之书。	1	254									
21	3	8021	8	3	3	2	神兵宝鉴·枪部	枪部第三章	记载历代神枪之书。	1	255									
21	4	8021	8	3	3	2	神兵宝鉴·枪部	枪部第四章	记载历代神枪之书。	1	256									
21	5	8021	8	3	3	2	神兵宝鉴·枪部	枪部第五章	记载历代神枪之书。	2	257	1682								
21	6	8026	8	3	3	2	神兵宝鉴·枪部	枪部第六章	记载历代神枪之书。	2	258	1680								
21	7	8021	8	3	3	2	神兵宝鉴·枪部	枪部第七章	记载历代神枪之书。	2	259	1681								
21	8	8022	8	3	3	2	神兵宝鉴·枪部	枪部第八章	记载历代神枪之书。	2	260	261								
22	1	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第一章	记载大唐武林见闻之书。	2	438	1720								
22	2	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第二章	记载大唐武林见闻之书。	2	419	482								
22	3	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第三章	记载大唐武林见闻之书。	2	420	483								
22	4	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第四章	记载大唐武林见闻之书。	2	421	484								
22	5	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第五章	记载大唐武林见闻之书。	2	492	493								
22	6	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第六章	记载大唐武林见闻之书。	2	494	495								
22	7	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第七章	记载大唐武林见闻之书。	2	496	497								
22	8	8024	8	3	3	1	剑侠武林志·卷一	武林志卷一第八章	记载大唐武林见闻之书。	2	498	499								
23	1	7947	2	1	3	1	十三棍僧救唐王	十三棍僧救唐王上	少林僧众助太宗定江山之故事。	3	262	263	264							
23	2	7947	2	1	3	1	十三棍僧救唐王	十三棍僧救唐王下	少林僧众助太宗定江山之故事。	4	265	266	267	268						
24	1	7947	7	1	1	2	云水禅诗·卷一	见性偈	悟禅论理，心如云水。	1	269									
24	2	7947	7	1	1	2	云水禅诗·卷一	渔家傲上	悟禅论理，心如云水。	2	270	271								
24	3	7947	7	1	1	2	云水禅诗·卷一	渔家傲下	悟禅论理，心如云水。	2	272	273								
24	4	7947	7	1	1	2	云水禅诗·卷一	神照本如开悟诗	悟禅论理，心如云水。	1	274									
24	5	7948	7	1	1	2	云水禅诗·卷一	洞山开悟诗	悟禅论理，心如云水。	1	275									
24	6	7948	7	1	1	2	云水禅诗·卷一	龙门清远开悟诗	悟禅论理，心如云水。	1	276									
24	7	7957	7	1	1	2	云水禅诗·卷一	何山守旬开悟诗	悟禅论理，心如云水。	1	277									
25	1	7957	1	1	1	1	皇帝嵩岳少林寺碑	皇帝嵩岳少林寺碑	太宗表彰少林寺僧助唐平定王世充的战功。	2	422	423								
26	1	7957	2	1	1	1	佛说老女人经	佛说老女人经上部	佛门经典。	3	278	279	280							
26	2	7947	2	1	1	1	佛说老女人经	佛说老女人经下部	佛门经典。	3	281	282	283							
27	1	7947	8	1	1	1	世尊释迦传	释迦传略	佛祖释迦牟之生平。	2	284	285								
27	2	7947	8	1	1	1	世尊释迦传	第一章·梦象受孕	佛祖释迦牟之生平。	2	286	287								
27	3	7957	8	1	1	1	世尊释迦传	第二章·七步莲花	佛祖释迦牟之生平。	2	288	289								
27	4	7947	8	1	1	1	世尊释迦传	第三章·姨母抚育	佛祖释迦牟之生平。	2	290	291								
27	5	7949	8	1	1	1	世尊释迦传	第四章·出游感苦	佛祖释迦牟之生平。	2	292	293								
27	6	7951	8	1	1	1	世尊释迦传	第五章·夜别妻儿	佛祖释迦牟之生平。	2	294	295								
27	7	7952	8	1	1	1	世尊释迦传	第六章·夜渡凡尘	佛祖释迦牟之生平。	2	296	297								
27	8	7952	8	1	1	1	世尊释迦传	第七章·削发更衣	佛祖释迦牟之生平。	2	298	299								
28	1	7945	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之一	鬼谷子所传养神蓄锐之道。	2	300	301								
28	2	7935	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之二	鬼谷子所传养神蓄锐之道。	2	302	303								
28	3	7936	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之三	鬼谷子所传养神蓄锐之道。	3	304	305	1683							
28	4	7937	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之四	鬼谷子所传养神蓄锐之道。	3	306	307	1684							
28	5	7939	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之五	鬼谷子所传养神蓄锐之道。	2	308	309								
28	6	7940	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之六	鬼谷子所传养神蓄锐之道。	2	310	311								
28	7	7940	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之七	鬼谷子所传养神蓄锐之道。	2	312	313								
29	1	7945	1	2	1	1	黄帝阴符经	黄帝阴符经	轩辕黄帝所传之经书。	4	315	316	317	452						
30	1	7945	7	2	1	1	道德经·卷二	道德经卷二其一	道家圣典，太上老君老子所传。	2	318	319								
30	2	7935	7	2	1	1	道德经·卷二	道德经卷二其二	道家圣典，太上老君老子所传。	2	320	321								
30	3	7935	7	2	1	1	道德经·卷二	道德经卷二其三	道家圣典，太上老君老子所传。	2	322	323								
30	4	7935	7	2	1	1	道德经·卷二	道德经卷二其四	道家圣典，太上老君老子所传。	2	324	325								
30	5	7935	7	2	1	1	道德经·卷二	道德经卷二其五	道家圣典，太上老君老子所传。	2	326	327								
30	6	7935	7	2	1	1	道德经·卷二	道德经卷二其六	道家圣典，太上老君老子所传。	2	328	329								
30	7	7935	7	2	1	1	道德经·卷二	道德经卷二其七	道家圣典，太上老君老子所传。	2	330	331								
31	1	7936	7	2	1	1	纯阳立教十五论	纯阳立教论第一章	纯阳子吕洞宾真人所立下的门规。	2	332	333								
31	2	7945	7	2	1	1	纯阳立教十五论	纯阳立教论第二章	纯阳子吕洞宾真人所立下的门规。	2	334	335								
31	3	7936	7	2	1	1	纯阳立教十五论	纯阳立教论第三章	纯阳子吕洞宾真人所立下的门规。	2	336	337								
31	4	7935	7	2	1	1	纯阳立教十五论	纯阳立教论第四章	纯阳子吕洞宾真人所立下的门规。	2	338	339								
31	5	7935	7	2	1	1	纯阳立教十五论	纯阳立教论第五章	纯阳子吕洞宾真人所立下的门规。	2	340	341								
31	6	7935	7	2	1	1	纯阳立教十五论	纯阳立教论第六章	纯阳子吕洞宾真人所立下的门规。	2	342	343								
31	7	7936	7	2	1	1	纯阳立教十五论	纯阳立教论第七章	纯阳子吕洞宾真人所立下的门规。	3	344	345	346							
32	1	8029	7	3	3	1	药王百花谱	药王百花谱之一	花谷药王孙思邈所著的花草药性之说。	4	424	486	425	487						
32	2	8029	7	3	3	1	药王百花谱	药王百花谱之二	花谷药王孙思邈所著的花草药性之说。	3	426	488	427							
32	3	8029	7	3	3	1	药王百花谱	药王百花谱之三	花谷药王孙思邈所著的花草药性之说。	2	428	429								
32	4	8025	7	3	3	1	药王百花谱	药王百花谱之四	花谷药王孙思邈所著的花草药性之说。	2	1496	1497								
32	5	8025	7	3	3	1	药王百花谱	药王百花谱之五	花谷药王孙思邈所著的花草药性之说。	2	1498	1499								
32	6	8025	7	3	3	1	药王百花谱	药王百花谱之六	花谷药王孙思邈所著的花草药性之说。	2	1500	1501								
32	7	8025	7	3	3	1	药王百花谱	药王百花谱之七	花谷药王孙思邈所著的花草药性之说。	2	1502	1503								
33	1	8026	7	3	4	2	毒览	毒览第一章·断肠草	五毒教所秘藏的天下奇毒之书。	1	430									
33	2	8026	7	3	4	2	毒览	毒览第二章·鹤顶红	五毒教所秘藏的天下奇毒之书。	1	431									
33	3	8026	7	3	4	2	毒览	毒览第三章·一钩吻	五毒教所秘藏的天下奇毒之书。	1	432									
33	4	8022	7	3	4	2	毒览	毒览第四章·鸩酒	五毒教所秘藏的天下奇毒之书。	1	433									
33	5	8022	7	3	4	2	毒览	毒览第五章·见血封喉	五毒教所秘藏的天下奇毒之书。	2	434	489								
33	6	8026	7	3	4	2	毒览	毒览第六章·乌头	五毒教所秘藏的天下奇毒之书。	2	435	490								
33	7	8026	7	3	4	2	毒览	毒览第七章·情花	五毒教所秘藏的天下奇毒之书。	2	436	491								
34	1	8022	6	3	2	2	三十六计	三十六计第一章	古人流传下来的秘本兵法。	2	347	348								
34	2	8021	6	3	2	2	三十六计	三十六计第二章	古人流传下来的秘本兵法。	2	349	350								
34	3	8026	6	3	2	2	三十六计	三十六计第三章	古人流传下来的秘本兵法。	2	351	352								
34	4	8021	6	3	2	2	三十六计	三十六计第四章	古人流传下来的秘本兵法。	2	456	457								
34	5	8028	6	3	2	2	三十六计	三十六计第五章	古人流传下来的秘本兵法。	2	458	459								
34	6	8028	6	3	2	2	三十六计	三十六计第六章	古人流传下来的秘本兵法。	2	460	461								
35	1	7957	7	1	1	1	佛藏拾珠·卷三	白象狮子品	少林弟子所选编的佛经故事。	2	353	354								
35	2	7957	7	1	1	1	佛藏拾珠·卷三	五百商客品	少林弟子所选编的佛经故事。	3	355	356	357							
35	3	7947	7	1	1	1	佛藏拾珠·卷三	一村菊香品	少林弟子所选编的佛经故事。	3	358	359	462							
35	4	7947	7	1	1	1	佛藏拾珠·卷三	雁王说法品	少林弟子所选编的佛经故事。	4	360	361	362	463						
35	5	7948	7	1	1	1	佛藏拾珠·卷三	富人四妻品	少林弟子所选编的佛经故事。	3	363	364	464							
35	6	7948	7	1	1	1	佛藏拾珠·卷三	愚友似敌品	少林弟子所选编的佛经故事。	2	365	366								
35	7	7947	7	1	1	1	佛藏拾珠·卷三	生忧死忧品	少林弟子所选编的佛经故事。	4	367	368	369	465						
36	1	7957	8	1	1	2	金刚经·卷一	金刚经卷一第一章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	370	371								
36	2	7947	8	1	1	2	金刚经·卷一	金刚经卷一第二章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	372	373								
36	3	7947	8	1	1	2	金刚经·卷一	金刚经卷一第三章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	374	375	376							
36	4	7947	8	1	1	2	金刚经·卷一	金刚经卷一第四章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	377	378								
36	5	7948	8	1	1	2	金刚经·卷一	金刚经卷一第五章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	379	380	466							
36	6	7947	8	1	1	2	金刚经·卷一	金刚经卷一第六章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	381	382								
36	7	7947	8	1	1	2	金刚经·卷一	金刚经卷一第七章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	383	384	467							
36	8	7957	8	1	1	2	金刚经·卷一	金刚经卷一第八章	释门圣典，按照此经修持能成就金刚不坏之本质。	4	385	386	387	468						
37	1	7947	4	1	1	2	金刚经·卷二	金刚经卷二第一章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	388	389								
37	2	7948	4	1	1	2	金刚经·卷二	金刚经卷二第二章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	390	391								
37	3	7947	4	1	1	2	金刚经·卷二	金刚经卷二第三章	释门圣典，按照此经修持能成就金刚不坏之本质。	4	382	393	394	469						
37	4	7947	4	1	1	2	金刚经·卷二	金刚经卷二第四章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	395	396								
38	1	8028	8	3	1	1	论语·卷二	论语卷二其一	儒家圣典，记载孔夫子及众弟子言行之书。	2	397	470								
38	2	8026	8	3	1	1	论语·卷二	论语卷二其二	儒家圣典，记载孔夫子及众弟子言行之书。	2	398	471								
38	3	8026	8	3	1	1	论语·卷二	论语卷二其三	儒家圣典，记载孔夫子及众弟子言行之书。	2	399	472								
38	4	8026	8	3	1	1	论语·卷二	论语卷二其四	儒家圣典，记载孔夫子及众弟子言行之书。	2	400	473								
38	5	8026	8	3	1	1	论语·卷二	论语卷二其五	儒家圣典，记载孔夫子及众弟子言行之书。	2	401	474								
38	6	8026	8	3	1	1	论语·卷二	论语卷二其六	儒家圣典，记载孔夫子及众弟子言行之书。	2	402	475								
38	7	8026	8	3	1	1	论语·卷二	论语卷二其七	儒家圣典，记载孔夫子及众弟子言行之书。	2	403	476								
38	8	8021	8	3	1	1	论语·卷二	论语卷二其八	儒家圣典，记载孔夫子及众弟子言行之书。	2	404	477								
39	1	7945	8	2	1	2	吕祖百字碑疏义	吕祖百字碑文	纯阳子百字碑碑文及其释义。	1	405									
39	2	7935	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其一	纯阳子百字碑碑文及其释义。	2	406	407								
39	3	7935	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其二	纯阳子百字碑碑文及其释义。	3	408	478	409							
39	4	7936	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其三	纯阳子百字碑碑文及其释义。	3	410	411	479							
39	5	7935	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其四	纯阳子百字碑碑文及其释义。	2	412	480								
39	6	7937	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其五	纯阳子百字碑碑文及其释义。	2	413	414								
39	7	7935	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其六	纯阳子百字碑碑文及其释义。	2	415	416								
39	8	7935	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其七	纯阳子百字碑碑文及其释义。	2	417	481								
40	1	7945	1	2	4	2	吕祖长生方	吕祖长生方	吕祖游庐山，遇异人受长生诀而得道。	6	1	2	3	4	5	439				
41	1	8026	8	3	1	2	诗经选录·卷二	鹊巢	选于诗经，千古留名。	1	500									
41	2	8026	8	3	1	2	诗经选录·卷二	羔羊	选于诗经，千古留名。	1	501									
41	3	8028	8	3	1	2	诗经选录·卷二	绿衣	选于诗经，千古留名。	1	502									
41	4	8021	8	3	1	2	诗经选录·卷二	终风	选于诗经，千古留名。	1	503									
41	5	8026	8	3	1	2	诗经选录·卷二	击鼓	选于诗经，千古留名。	1	504									
41	6	8021	8	3	1	2	诗经选录·卷二	凯风	选于诗经，千古留名。	1	505									
41	7	8026	8	3	1	2	诗经选录·卷二	式微	选于诗经，千古留名。	1	506									
41	8	8022	8	3	1	2	诗经选录·卷二	静女	选于诗经，千古留名。	1	507									
42	1	8028	8	3	2	1	琴典	琴典第一章	大唐四典之一，论琴之书。	2	1212	1213								
42	2	8028	8	3	2	1	琴典	琴典第二章	大唐四典之一，论琴之书。	3	1214	1215	1216							
42	3	8028	8	3	2	1	琴典	琴典第三章	大唐四典之一，论琴之书。	3	1217	1218	1219							
42	4	8026	8	3	2	1	琴典	琴典第四章	大唐四典之一，论琴之书。	2	1220	1221								
