nShopID	bForceSelector	bKungfuSelector	bEquipPosSelector	bAttriSelector	bRequireLevelSelector	bLevelSelector	bQualitySelector	bScoreSelector	bSkillSelector	bHaveReadSelector	bAutoSelect	bDisableSort
505	0	1	1	0	1	0	0	0	0	0	1	0
506	0	1	1	0	1	0	0	0	0	0	1	0
507	0	1	1	0	1	0	0	0	0	0	1	0
508	0	1	1	0	1	0	0	0	0	0	1	0
509	0	1	1	0	1	0	0	0	0	0	1	0
510	0	0	0	0	0	0	1	0	0	1	1	0
572	0	1	1	0	1	0	0	0	0	0	1	0
573	0	1	1	0	1	0	0	0	0	0	1	0
574	0	1	1	0	1	0	0	0	0	0	1	0
575	0	1	1	0	1	0	0	0	0	0	1	0
576	1	1	1	1	0	0	1	0	0	0	1	0
580	0	0	0	0	0	0	1	0	1	1	1	0
582	1	1	1	0	1	0	1	0	0	0	1	0
584	1	1	1	0	1	0	1	0	0	0	1	0
585	1	1	1	0	1	0	1	0	0	0	1	0
588	1	1	1	0	1	0	1	0	0	0	1	0
593	1	1	1	1	0	0	1	0	0	0	1	0
594	1	1	1	1	0	0	1	0	0	0	1	0
663	0	1	1	0	1	0	0	0	0	0	1	0
667	0	1	1	0	1	0	0	0	0	0	1	0
668	0	1	1	0	1	0	0	0	0	0	1	0
669	0	1	1	0	1	0	0	0	0	0	1	0
670	0	1	1	0	1	0	0	0	0	0	1	0
671	0	1	1	0	1	0	0	0	0	0	1	0
672	0	1	1	0	1	0	0	0	0	0	1	0
673	0	1	1	0	1	0	0	0	0	0	1	0
674	0	1	1	0	1	0	0	0	0	0	1	0
675	0	1	1	0	1	0	0	0	0	0	1	0
676	0	1	1	0	1	0	0	0	0	0	1	0
677	0	1	1	0	1	0	0	0	0	0	1	0
678	0	1	1	0	1	0	0	0	0	0	1	0
679	0	1	1	0	1	0	0	0	0	0	1	0
680	0	1	1	0	1	0	0	0	0	0	1	0
681	0	1	1	0	1	0	0	0	0	0	1	0
682	0	1	1	0	1	0	0	0	0	0	1	0
683	0	1	1	0	1	0	0	0	0	0	1	0
684	0	1	1	0	1	0	0	0	0	0	1	0
685	0	1	1	0	1	0	0	0	0	0	1	0
686	0	1	1	0	1	0	0	0	0	0	1	0
687	0	1	1	0	1	0	0	0	0	0	1	0
688	0	1	1	0	1	0	0	0	0	0	1	0
689	0	1	1	0	1	0	0	0	0	0	1	0
690	0	1	1	0	1	0	0	0	0	0	1	0
691	0	1	1	0	1	0	0	0	0	0	1	0
692	0	1	1	0	1	0	0	0	0	0	1	0
693	0	1	1	0	1	0	0	0	0	0	1	0
694	0	1	1	0	1	0	0	0	0	0	1	0
695	0	1	1	0	1	0	0	0	0	0	1	0
696	0	1	1	0	1	0	0	0	0	0	1	0
703	0	1	1	0	1	0	0	0	0	0	1	0
704	0	1	1	0	1	0	0	0	0	0	1	0
705	0	1	1	0	1	0	0	0	0	0	1	0
706	0	1	1	0	1	0	0	0	0	0	1	0
707	0	1	1	0	1	0	0	0	0	0	1	0
708	0	1	1	0	1	0	0	0	0	0	1	0
709	0	1	1	0	1	0	0	0	0	0	1	0
710	0	1	1	0	1	0	0	0	0	0	1	0
711	0	1	1	0	1	0	0	0	0	0	1	0
712	0	1	1	0	1	0	0	0	0	0	1	0
762	1	1	1	1	0	0	1	0	0	0	1	0
764	1	1	1	1	0	0	1	0	0	0	1	0
765	1	1	1	1	0	0	1	0	0	0	1	0
766	1	1	1	1	0	0	1	0	0	0	1	0
768	1	1	1	1	0	0	1	0	0	0	1	0
771	1	1	1	1	0	0	1	0	0	0	1	0
777	0	1	1	0	1	0	0	0	0	0	1	0
782	0	0	0	0	0	0	1	0	1	1	1	0
784	1	1	1	0	1	0	1	0	0	0	1	0
789	1	1	1	0	1	0	1	0	0	0	1	0
790	1	1	1	1	0	0	1	0	0	0	1	0
791	1	1	1	1	0	0	1	0	0	0	1	0
792	1	1	1	1	0	0	1	0	0	0	1	0
793	1	1	1	1	0	0	1	0	0	0	1	0
796	0	0	0	0	0	0	1	0	1	1	1	0
797	0	0	0	0	0	0	1	0	1	1	1	0
798	0	0	0	0	0	0	1	0	1	1	1	0
799	0	0	0	0	0	0	1	0	1	1	1	0
800	0	0	0	0	0	0	1	0	1	1	1	0
801	0	0	0	0	0	0	1	0	1	1	1	0
802	0	0	0	0	0	0	1	0	1	1	1	0
803	0	0	0	0	0	0	1	0	1	1	1	0
804	0	0	0	0	0	0	1	0	1	1	1	0
805	0	0	0	0	0	0	1	0	1	1	1	0
808	1	1	1	1	0	0	1	0	0	0	1	0
809	1	1	1	1	0	0	1	0	0	0	1	0
810	1	1	1	1	0	0	1	0	0	0	1	0
811	1	1	0	0	0	0	0	0	0	0	0	0
815	1	1	1	0	1	0	1	0	0	0	1	0
816	0	1	1	0	1	0	0	0	0	0	1	0
817	0	1	1	0	1	0	0	0	0	0	1	0
818	0	1	1	0	1	0	0	0	0	0	1	0
819	0	1	1	0	1	0	0	0	0	0	1	0
820	0	1	1	0	1	0	0	0	0	0	1	0
821	0	1	1	0	1	0	0	0	0	0	1	0
822	0	1	1	0	1	0	0	0	0	0	1	0
823	0	1	1	0	1	0	0	0	0	0	1	0
824	0	1	1	0	1	0	0	0	0	0	1	0
825	0	1	1	0	1	0	0	0	0	0	1	0
828	1	1	1	1	0	0	1	0	0	0	1	0
830	1	1	1	1	0	0	1	0	0	0	1	0
831	1	1	1	1	0	0	1	0	0	0	1	0
847	0	1	1	0	1	0	0	0	0	0	1	0
848	0	1	1	0	1	0	0	0	0	0	1	0
849	0	1	1	0	1	0	0	0	0	0	1	0
850	0	1	1	0	1	0	0	0	0	0	1	0
851	0	1	1	0	1	0	0	0	0	0	1	0
852	0	1	1	0	1	0	0	0	0	0	1	0
853	0	1	1	0	1	0	0	0	0	0	1	0
854	0	1	1	0	1	0	0	0	0	0	1	0
855	0	1	1	0	1	0	0	0	0	0	1	0
856	0	1	1	0	1	0	0	0	0	0	1	0
857	0	1	1	0	1	0	0	0	0	0	1	0
858	0	1	1	0	1	0	0	0	0	0	1	0
859	0	1	1	0	1	0	0	0	0	0	1	0
860	0	1	1	0	1	0	0	0	0	0	1	0
861	0	1	1	0	1	0	0	0	0	0	1	0
862	0	1	1	0	1	0	0	0	0	0	1	0
863	0	1	1	0	1	0	0	0	0	0	1	0
864	0	1	1	0	1	0	0	0	0	0	1	0
865	0	1	1	0	1	0	0	0	0	0	1	0
866	0	1	1	0	1	0	0	0	0	0	1	0
867	1	1	1	0	1	0	1	0	0	0	1	0
868	1	1	1	1	0	0	1	0	0	0	1	0
869	1	1	1	1	0	0	1	0	0	0	1	0
870	1	1	1	1	0	0	1	0	0	0	1	0
871	1	1	1	1	0	0	1	0	0	0	1	0
872	0	1	1	0	1	0	0	0	0	0	1	0
873	0	1	1	0	1	0	0	0	0	0	1	0
874	0	1	1	0	1	0	0	0	0	0	1	0
875	0	1	1	0	1	0	0	0	0	0	1	0
876	0	1	1	0	1	0	0	0	0	0	1	0
877	0	1	1	0	1	0	0	0	0	0	1	0
878	0	1	1	0	1	0	0	0	0	0	1	0
879	0	1	1	0	1	0	0	0	0	0	1	0
880	0	1	1	0	1	0	0	0	0	0	1	0
881	0	1	1	0	1	0	0	0	0	0	1	0
882	0	1	1	0	1	0	0	0	0	0	1	0
883	0	1	1	0	1	0	0	0	0	0	1	0
884	0	1	1	0	1	0	0	0	0	0	1	0
885	0	1	1	0	1	0	0	0	0	0	1	0
886	0	1	1	0	1	0	0	0	0	0	1	0
887	0	1	1	0	1	0	0	0	0	0	1	0
888	0	1	1	0	1	0	0	0	0	0	1	0
889	0	1	1	0	1	0	0	0	0	0	1	0
890	0	1	1	0	1	0	0	0	0	0	1	0
891	0	1	1	0	1	0	0	0	0	0	1	0
895	1	1	1	0	1	0	1	0	0	0	1	0
896	1	1	1	0	1	0	1	0	0	0	1	0
897	1	1	0	0	0	0	0	0	0	0	0	0
905	1	1	1	1	0	0	1	0	0	0	1	0
914	0	1	1	0	1	0	0	0	0	0	1	0
916	0	1	1	0	0	1	0	0	0	0	1	0
917	0	1	1	0	0	1	0	0	0	0	1	0
918	1	1	1	1	0	1	0	0	0	0	1	0
919	1	1	1	1	0	1	0	0	0	0	1	0
920	1	1	1	0	1	1	0	0	0	0	1	0
921	0	1	1	0	0	1	0	0	0	0	1	0
922	1	1	1	0	0	1	0	0	0	0	1	0
923	0	1	1	0	0	1	0	0	0	0	1	0
924	0	1	1	0	0	1	0	0	0	0	1	0
925	0	1	1	0	0	1	0	0	0	0	1	0
926	0	1	1	0	0	1	0	0	0	0	1	0
927	0	1	1	0	0	1	0	0	0	0	1	0
928	0	1	1	0	0	1	0	0	0	0	1	0
929	0	1	1	0	0	1	0	0	0	0	1	0
930	0	1	1	0	0	1	0	0	0	0	1	0
931	0	1	1	0	0	1	0	0	0	0	1	0
932	0	1	1	0	0	1	0	0	0	0	1	0
933	0	1	1	0	0	1	0	0	0	0	1	0
934	1	1	1	1	0	1	0	0	0	0	1	0
935	1	1	1	1	0	1	0	0	0	0	1	0
936	0	0	0	0	0	0	1	0	1	1	1	0
937	0	0	0	0	0	0	1	0	1	1	1	0
938	0	0	0	0	0	0	1	0	1	1	1	0
939	0	0	0	0	0	0	1	0	0	1	1	0
940	0	0	0	0	0	0	1	0	1	1	1	0
941	0	0	0	0	0	0	1	0	1	1	1	0
942	0	0	0	0	0	0	1	0	1	1	1	0
943	0	0	0	0	0	0	1	0	1	1	1	0
944	0	0	0	0	0	0	1	0	1	1	1	0
945	0	0	0	0	0	0	1	0	1	1	1	0
946	0	0	0	0	0	0	1	0	1	1	1	0
947	0	1	1	0	1	0	0	0	0	0	1	0
948	0	1	1	0	0	1	0	0	0	0	1	0
949	0	1	1	0	0	1	0	0	0	0	1	0
950	0	1	1	0	0	1	0	0	0	0	1	0
951	0	1	1	0	0	1	0	0	0	0	1	0
952	0	1	1	0	0	1	0	0	0	0	1	0
953	0	1	1	0	0	1	0	0	0	0	1	0
954	0	1	1	0	0	1	0	0	0	0	1	0
955	0	1	1	0	0	1	0	0	0	0	1	0
956	0	1	1	0	0	1	0	0	0	0	1	0
957	0	1	1	0	0	1	0	0	0	0	1	0
982	1	1	1	1	0	0	1	0	0	0	1	0
983	1	1	1	1	0	0	1	0	0	0	1	0
984	1	1	1	1	0	0	1	0	0	0	1	0
985	1	1	1	1	0	0	1	0	0	0	1	0
986	1	1	1	1	0	0	1	0	0	0	1	0
987	1	1	1	1	0	0	1	0	0	0	1	0
988	1	1	1	1	0	0	1	0	0	0	1	0
989	1	1	1	1	0	0	1	0	0	0	1	0
999	1	1	0	0	0	0	0	0	0	0	0	0
1000	0	0	0	0	0	0	1	0	1	1	1	0
1001	1	1	1	1	0	1	0	0	0	0	1	0
1002	1	1	1	1	0	1	0	0	0	0	1	0
1016	0	0	0	0	0	0	0	0	0	0	0	1
1017	1	1	0	0	0	0	0	0	0	0	0	0
1020	1	1	1	1	0	0	1	0	0	0	1	0
1025	0	0	0	0	0	0	1	0	1	1	1	0
1030	1	1	0	0	0	1	0	0	0	0	1	0
1044	1	1	1	0	0	1	0	0	0	0	1	0
1045	0	1	1	0	0	1	0	0	0	0	1	0
1046	1	1	1	1	0	0	1	0	0	0	1	0
1047	1	1	1	1	0	0	1	0	0	0	1	0
1048	1	1	1	1	0	0	1	0	0	0	1	0
1049	1	1	1	1	0	0	1	0	0	0	1	0
1050	1	1	1	1	0	0	1	0	0	0	1	0
1051	1	1	1	1	0	0	1	0	0	0	1	0
1052	1	1	1	1	0	0	1	0	0	0	1	0
1053	1	1	1	1	0	0	1	0	0	0	1	0
1054	1	1	1	1	0	0	1	0	0	0	1	0
1055	1	1	1	1	0	0	1	0	0	0	1	0
1056	1	1	1	1	0	0	1	0	0	0	1	0
1057	1	1	1	1	0	0	1	0	0	0	1	0
1058	1	1	1	1	0	0	1	0	0	0	1	0
1059	1	1	1	1	0	0	1	0	0	0	1	0
1060	1	1	1	1	0	0	1	0	0	0	1	0
1063	1	1	0	0	0	0	0	0	1	0	1	0
1079	1	1	0	0	0	0	0	0	0	0	1	0
1082	1	1	1	0	0	0	0	0	0	0	1	0
1086	1	1	1	0	0	0	0	0	0	0	1	0
1087	1	1	1	0	0	0	0	0	0	0	1	0
1089	0	1	1	0	0	1	0	0	0	0	1	0
1090	0	0	0	0	0	0	1	0	1	1	1	0
1091	1	1	0	0	0	0	0	0	0	0	1	0
1092	1	1	1	0	0	0	0	0	0	0	1	0
1094	1	1	1	0	0	0	0	0	0	0	1	0
1096	1	1	1	0	0	0	0	0	0	0	1	0
1098	1	1	1	0	0	0	0	0	0	0	1	0
1102	0	1	1	0	1	0	0	0	0	0	1	0
1100	0	1	1	0	0	1	0	0	0	0	1	0
1103	0	0	0	0	0	0	0	0	0	0	0	1
1104	0	0	0	0	0	0	0	0	0	0	0	1
1105	0	0	0	0	0	0	0	0	0	0	0	1
1106	0	0	0	0	0	0	0	0	0	0	0	1
1107	0	1	1	0	1	0	0	0	0	0	1	0
1108	1	1	0	0	0	0	0	0	0	0	1	0
1109	1	1	1	0	0	0	0	0	0	0	1	0
1111	1	1	1	0	0	0	0	0	0	0	1	0
1113	1	1	1	0	0	0	0	0	0	0	1	0

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
