ID	Name	BarText
341	毒波斯菊新	灌溉
342	印染工作台	
343	铸造工具台	
344	大药臼	
345	信徒的遗体	点燃
346	锁栏	悬挂
347	挂锁栏杆	使用
348	1~20级老虎遗体	
349	20~30级老虎遗体	
350	30~40级老虎遗体	
351	40~50级老虎遗体	
352	50~60级老虎遗体	
353	60~70级老虎遗体	
354	1~20级猪遗体	
355	20~30级猪遗体	
356	30~40级猪遗体	
357	40~50级猪遗体	
358	50~60级猪遗体	
359	60~70级猪遗体	
360	1~20级狼遗体	
361	20~30级狼遗体	
362	30~40级狼遗体	
363	40~50级狼遗体	
364	50~60级狼遗体	
365	60~70级狼遗体	
366	1~20级熊遗体	
367	20~30级熊遗体	
368	30~40级熊遗体	
369	40~50级熊遗体	
370	50~60级熊遗体	
371	60~70级熊遗体	
372	1~20级龟遗体	
373	20~30级龟遗体	
374	30~40级龟遗体	
375	40~50级龟遗体	
376	50~60级龟遗体	
377	60~70级龟遗体	
378	1~20级鳄遗体	
379	20~30级鳄遗体	
380	30~40级鳄遗体	
381	40~50级鳄遗体	
382	50~60级鳄遗体	
383	60~70级鳄遗体	
384	60~70级貂遗体	
385	60~70级神兽遗体	
386	1~20级通用遗体	
387	20~30级通用遗体	
388	30~40级通用遗体	
389	40~50级通用遗体	
390	50~60级通用遗体	
391	60~70级通用遗体	
393	无忌营旗	
394	焦枯的树枝	拾取
395	青竹	采集
396	奇怪的大石	搬动大石
397	浩气盟弟子遗体	搜查
399	玉佩	拾取
400	花草茶	采集
401	鹅卵石	拾取
402	木质卷轴	打开
404	蜀藜旗	
405	醉心花	采集
406	奇异的锦箱	打开
407	展锋草	采集
408	披霁花	采集
409	天龙寨牢笼	开锁
410	蜂窝	摘取
411	炼尸罐	砸炼尸罐
412	毛毛的鞋	拾取
413	小箱子	打开
414	掩藏的小盒子	打开
415	野猪的遗体	取肉
416	迷魂草	采集
417	散魄花	采集
418	朔风钢刀	拿取
419	有毒的油灯	熄灭
420	放置药材的柜子	打开
421	城楼上的人头	拿取
422	地鼠门土堆	
423	关小孩的笼子	打开
424	避火袈裟	拿取
425	河蚌	打开
426	风筝	拿取
427	装精铁的竹筐	
428	狗大便	清扫
429	装银子的木盒	打开
431	粮草车	烧毁
432	燃料	
433	镖车	搜寻
434	杂草	除草
435	遗失的腰带	拾取
436	潜毒草	采集
437	紫龙藤	采集
438	扬武碑	
439	勋烈碑	
440	昭节碑	
441	菩提果	采集
442	铁剑草	采集
443	紫衣草	采集
444	散落的柴禾	拾取
445	堆积的柴禾	拾取
446	神策的信匣	打开
447	火门石	摧毁
448	水门宝箱	打开
449	任务墓碑	查看
450	武器架	拾取
451	箭靶	
452	水缸	
453	插满箭的稻草人	拔箭
454	天策士兵的遗体	
455	煮饭的锅	投药
460	马粪	拾取
464	龟驮碑	
465	草料	采集
466	八阵图机关	拆解
467	连及草	采集
468	稻草人	
469	镇煞黄符	
471	知节殿	
472	懋功殿	查看
473	秦王殿	查看
474	将军冢	查看
475	凌烟阁	查看
476	墓碑	查看
480	路标	
481	归安居	
483	柴堆	烧烤
484	衣物箱	拾取
485	铜盆	投毒
486	染毒土壤	挖掘
487	芋头	采集
488	狗尾巴草	采集
489	扫帚	拾取
490	竹枝	采集
491	痒痒草	采集
492	大蓟草	采集
493	佳人香	采集
495	藤原广嗣的密信	
496	神策军的信件	
497	一具孩童的遗体	
499	摊位	
500	路标	
501	一张古书台	
502	一株草药	
503	一根丝带	
504	货车	
506	凝血草	采集
507	染毒的粮食	摧毁
508	摊位	摆设
509	赛马营旗	
510	装婴儿的木盆	捞起
511	同心花	收集
512	桃树	
513	莲蓬	采摘
514	桌子	使用
515	筛子	使用
517	蒸炉	使用
518	炒锅	
519	八岐神酒	
520	穿心莲	拿取
521	杭菊花	拿取
522	满天星	拿取
523	生地	拿取
524	万年青	拿取
525	千年健	拿取
526	益母草	拿取
527	防已	拿取
528	商陆	拿取
529	当归	拿取
530	麦冬	拿取
531	苦参	拿取
532	续断	拿取
533	厚朴	拿取
534	首乌	拿取
535	远志	拿取
536	曹莺的坟墓	祭拜
537	火焰	
539	关动物的笼子	打开
540	精致的箱子	
541	木牢笼	
542	神策军的物资	正在调查
543	草堆	点燃
544	精铁	打捞
546	燃料	
547	碑铭·太公家教第七章	抄录碑铭
548	碑铭·山河志第二章	抄录碑铭
549	碑铭·山河志第五章	抄录碑铭
550	碑铭·盂兰盆经第四章	抄录碑铭
551	警钟	敲击
552	秽物	清理
553	镇民尸身	点燃
554	三七	挖掘
555	野山参	挖掘
556	暖阳草	采摘
557	东阳草	采摘
558	乌金砂	拾取
560	佛手	挖掘
561	蝴蝶	
562	罚恶剑四	拔取
563	粮草	拾取
564	碑铭·贪引恶鬼品	抄录碑铭
565	碑铭·卷耳	抄录碑铭
566	碑铭·归鸟	抄录碑铭
567	碑铭·道德经卷一其二	抄录碑铭
568	碑铭·仙翁葛玄传	抄录碑铭
569	碑铭·十三棍僧救唐王上	抄录碑铭
570	碑铭·龙门清远开悟诗	抄录碑铭
571	碑铭·子夜吴歌之夏歌	抄录碑铭
572	碑铭·道德经卷二其三	抄录碑铭
573	碑铭·沉香劈山上篇	抄录碑铭
574	碑铭·出游感苦	抄录碑铭
575	碑铭·鬼谷子本经阴符七术之四	抄录碑铭
576	碑铭·吕祖百字碑疏义其三	抄录碑铭
577	碑铭·吕祖百字碑疏义其五	抄录碑铭
578	碑铭·凯风	抄录碑铭
579	碑铭·琴典第四章	抄录碑铭
580	碑铭·木瓜	抄录碑铭
581	碑铭·少林书第四章	抄录碑铭
582	碑铭·谁缚了你	抄录碑铭
583	碑铭·紫骝马	抄录碑铭
584	碑铭·临江王节士歌	抄录碑铭
585	碑铭·青龙·氐宿第三	抄录碑铭
586	碑铭·阿罗汉传第六章	抄录碑铭
587	碑铭·阿罗汉传第七章	抄录碑铭
588	碑铭·咏风	抄录碑铭
589	碑铭·从军行	抄录碑铭
590	碑铭·道德经卷三其八	抄录碑铭
591	碑铭·玄武·壁宿第七	抄录碑铭
592	碑铭·棋典第四章	抄录碑铭
593	碑铭·碑铭·独不见	抄录碑铭
594	碑铭·三十六计第一章	抄录碑铭
595	碑铭·白虎·觜宿第六	抄录碑铭
596	碑铭·道德经卷四其三	抄录碑铭
597	碑铭·四象生八卦上	抄录碑铭
598	碑铭·四象生八卦下	抄录碑铭
599	碑铭·战城南	抄录碑铭
600	碑铭·易筋经第一章	抄录碑铭
601	碑铭·易筋经第二章	抄录碑铭
602	碑铭·易筋经第五章	抄录碑铭
603	碑铭·哭僧	抄录碑铭
604	碑铭·白驹	抄录碑铭
605	碑铭·谷风	抄录碑铭
606	碑铭·出石门	抄录碑铭
607	碑铭·咏美人在天津桥	抄录碑铭
608	碑铭·书典第七章	抄录碑铭
609	碑铭·庐山东林寺杂诗	抄录碑铭
610	碑铭·佛法大意品	抄录碑铭
611	碑铭·道德经卷五其三	抄录碑铭
612	碑铭·纯阳秘录第四章	抄录碑铭
615	碑铭·风动心	抄录碑铭
616	碑铭·黑白鼠上篇	抄录碑铭
617	碑铭·少林高僧录其八	抄录碑铭
618	碑铭·王维林家书	抄录碑铭
619	碑铭·邀药王入谷书	抄录碑铭
620	碑铭·朱雀·柳宿第三	抄录碑铭
621	碑铭·盗亦有道 	抄录碑铭
622	碑铭·八仙传之一	抄录碑铭
623	碑铭·禅武之争上	抄录碑铭
624	碑铭·禅武之争下	抄录碑铭
625	碑铭·少林风物论其一	抄录碑铭
626	碑铭·少林风物论其二	抄录碑铭
627	碑铭·阳宝笔录卷一第一章	抄录碑铭
628	碑铭·双兵第五	抄录碑铭
629	碑铭·冲虚丹术第六诀	抄录碑铭
630	吕祖百字碑	抄录
631	龙车残骸	
632	秀坊图	查看
633	大水缸	
634	双凤佩	拾取
635	萝卜	拾取
637	未完工的红衣圣像	查看
638	鱼篓	
639	刘小兰遗体	查看
640	宝箱	打开
641	楠木箱	打开
642	碧霞草	采集
643	染缸	使用
644	红衣教工匠的遗体	
645	乐器	
646	七境茶叶	采集
647	紫莲花	采集
648	七秀泉水	收集
649	神策军箭	拾取
650	鸽子小三	
651	护身符	
654	香囊	
655	茶树	采集
656	莲花灯	
657	七秀路牌	
658	宫	敲打
659	鼓	敲打
660	箜篌	弹奏
661	古琴	弹奏
662	饲料	
663	新鲜茶叶堆	
664	纸船	拾取
665	奇怪的门	检查
666	蓝莲花	采摘
667	孔明灯	
668	花树	
669	莲舟	
670	散落的花瓣	拾取
671	龟壳	
672	布匹桌	
673	双凤碑	查看
674	灵芝地摊	
675	土特产地摊	
676	珠宝地摊	
677	地摊	摆摊
678	沙袋	
679	蒲团	
680	桃子	拾取
681	石头	
682	夏清羽	正在摘采
683	码头货物	
684	码头货物2	
685	蜂窝	取蜂蜜
686	海葵	
687	海藻	
688	止蜂草	采集
689	青笋	采集
690	紫藤花	采集
691	月琴	弹奏
692	笛子	吹奏
693	琵琶	弹奏
694	花鼓	敲打
695	凉水	拿取
696	手巾	拿取
697	浴袍桶	拿取
698	商	敲打
699	角	敲打
700	徵	敲打
701	羽	敲打
702	稻米袋	拾取
703	稻米袋	拾取
704	被掩埋的箱子	正在调查
705	关小三盒子	
706	装有雪莲的盒子	拾取
707	水龙机关	操作
708	尘封的宝藏	查看
711	水井	打水
712	火塔操纵机关	操纵
713	古董	拿取
715	篝火	
716	火	
717	海捕公文	
718	鼓	敲打
719	渔网	
720	牢笼	打开
722	檀木盒	打开
723	解毒药	拿取
724	七秀货物	打开
725	大药箱	打开
726	精致袋子	打开
727	东瀛货箱	打开
728	斩龙草	采集
729	惨死的少林弟子	搜查
730	公告牌	
731	石雕	搜索
732	凌雪牢笼	打开
733	绝心碑	查看
734	残缺的曲谱	
736	李云	
737	酸浆果	采集
738	泥娃娃	拾取
739	宝箱	打开
740	伏牛的尸首	查看
741	衣衫不整的遗体	打开
742	神策军粮草	烧毁
743	鼓	击鼓鸣冤
744	物什箱	
745	无锋短剑	正在拾取
746	摊位	摆设
747	宋南天假人	查看
748	大水缸	打水
749	夜行衣	打开
750	林白轩的画作	打开
752	新建1212	
753	禁地机括	打开
754	神策营大旗	
755	神策营战鼓	夺取
757	小钱袋	
758	天策副本陷阱	
759	七秀路标	查看
761	纯阳路标	查看
762	天策路标	
763	土堆	挖掘
764	布告·武及之案	张贴
765	火炬	
766	白菜	采摘
767	牢笼	打开
775	雪雾格桑	
777	装笔的盒子	
778	家训	
779	布鞋	
780	功德碑	摧毁
781	精美的盒子	正在调查
782	凌云天车	进入
783	兰莲花	采摘
784	醉生梦死草	采摘
785	纯阳弟子遗体	
786	虎遗体	
787	狼遗体	
788	马遗体	
789	熊遗体	
790	猿遗体	
791	天策弟子遗体	
792	猪遗体	
793	驿站牌	
794	遗体	查看
795	碑铭·江湖名门录之五	抄录碑铭
796	碑铭·神匠技艺之三	抄录碑铭
797	碑铭·武林杂记之六	抄录碑铭
799	碑铭·剑侠山河图鉴其八	抄录碑铭
800	遗体	查看
801	驿站牌	查看
802	驿站牌	
803	驿站牌	
804	驿站牌	
805	小鞋子	
806	丹炉	
807	码头货物3	
808	愈伤藤	采集
809	玉如意	拾取
810	剑盒	拾取
811	染血的石头	检查
812	大理石碑	拓印
813	火堆	烤肉
814	黄火令	打开盒子
815	玄黄枪	
816	裁天剑	
817	驭海	
818	副本入口	
819	奇异的草药	采药
820	罚恶剑用遗体	插剑
821	狼遗体	采摘
822	鹿子遗体	采摘
823	火堆	
824	痞子兵遗体	
825	火堆	
826	火堆	
827	火堆	
828	红色丝巾	
829	玉杯	
830	犀角杯	
831	夜光杯	
832	青铜酒爵	
833	古瓷杯	
834	琉璃杯	
835	板蓝根	采集
836	村民的财物	拾取
837	大侠墓	查看
838	恶人谷小型战船	射击
839	砂锅	
840	还能用的木材	拾取
841	帐篷	搭建
842	战鼓	擂鼓
843	河底的沙石	采集
844	黄牛草	采集
845	恶人谷的粮草	烧毁粮草
846	湿润的石头	
847	帐子	
848	老酒	
849	马料	收集
850	落水的宝箱	打捞
851	方舟	点火
852	杨十六的匕首	拾取
853	浩气盟小型战舰	射击
854	小树	采集
855	洛道	查看
856	山菊	采集
857	帐篷木桩	搭建帐篷
858	茯苓	
859	鱼腥草	采集
860	寄情花	摘取
861	止血草	采集
862	七里香	摘取
863	妙手草	采集
864	仙香草	采集
865	红衣教的药车	烧毁药车
866	华佗温骨草	采集
867	祭坛1	拾取
868	火把	拾取
869	祭坛2	拾取
870	祭坛3	拾取
871	祭坛4	拾取
872	王昌龄诗集	打开
873	丢失的包裹	
874	石头	翻找铁背鱼
875	七星草	打开
876	五色沙	拾取沙子
877	国界禁令	
878	圣火令之壹	拾取
879	天策士兵遗体	
880	残破的碑文·东	
881	水井	投毒
882	地图	
883	龙角牡丹	
884	秦池的遗体	
885	气场出现特效	
886	被丢弃的礼品	拾取
887	浮筒	打捞
888	寒光照铁刃	拾取
889	好汉牌	拾取
890	硕大的河蚌	
891	树桩	挖取
892	王遗风的包裹	拾取
893	和尚的遗体	
894	匪旗	毁灭
895	醉生梦死酒	打开
896	八角寨寨旗	
897	山门十诫碑	椎拓
898	兵器架	捣毁
899	酒坛	拾取
900	潇湘岛异花	采摘
901	东流岛异花	采摘
902	桃树枝	拾取
903	宝箱	
904	无名花	采摘
905	冒烟火把	调查
906	绿珠花	采摘
907	药缸残片	拾取
908	棺材	翻找
909	木桶	翻找
910	放药大锅	
911	决明子	采摘
912	大水缸	投药
913	精致玉佩	拾取
914	天一教教徒遗体	
915	遗体	销毁
916	杀手的宝箱	
917	止血草	采集
918	茱萸	采集
920	雪山草	采集
923	宝物	打开箱子
924	供奉的财宝	
926	木子花	采集
927	六色兰	采集
930	恶人谷的物资	点火
931	浩气盟的物资	
932	被抢的浩气盟军械	
933	浩气盟的军械	
934	恶人谷的鱼篓	
935	浩气盟的鱼篓	
936	浩气盟立威旗	
937	浩气盟军旗	拔旗
938	恶人谷烤肉架	烤肉
939	浩气盟的烤肉架	
940	雪莲	采集
943	恶人谷阵亡弟子	收尸
944	浩气盟阵亡弟子	收敛遗体
945	雪蒿	采集
946	恶人谷煮水锅	
947	浩气盟煮水锅	
948	千针草	采集
949	白龙参	采集
950	天石	采集
951	漓草	采集
952	千年冰魄	采集
953	大石头	放置
954	镇妖符	
955	箱子	打开箱子
956	草木灰	拾取
957	归安林	
958	归安居	
959	金水镇	
960	扬州	
961	贡橘林	
962	金水镇	
963	贡橘林	
964	浩气盟	
965	贡橘林	
966	金水镇	
967	连珠寨	
968	连珠寨	
969	浩气盟	
970	应天山	
971	洛阳	
972	竹青寺	
973	竹青寺	
974	码头	
975	茶铺	
976	天龙寨	
977	金水镇	
978	西阳林	
979	天龙寨	
980	茶铺	
981	西阳林	
982	西阳林	
983	归安林	
984	天龙寨	
985	曲亭山	
986	凤乡林	
987	古罗岛	
988	曲亭山	
989	浩气盟	
990	连珠寨	
991	齐华村北	
992	齐华村南	
993	少林寺	
994	飞瀑潭	
995	齐华村	
996	少林寺	
997	少林寺后山	
998	少林寺前山	
999	塔林	
1000	少林寺前院	
1001	甘草	
1002	大黄	
1003	芍药	
1004	兰草	
1005	相思子	
1006	车前草	
1007	天名精	
1008	防风	
1009	五味子	
1010	金银花	
1011	金创小草	
1012	枸杞	
1013	后山	
1014	菜园	
1015	千里香	
1016	田七	
1017	天麻	
1018	远志	
1019	仙茅	
1020	铜矿	
1021	锡矿	
1022	铅矿	
1023	锌矿	
1024	铁矿	
1025	银矿	
1026	习武场	
1027	银砂矿	
1028	磁铁矿	
1029	节源宴	
1030	结缘宴	
1031	清食小点	
1032	贵人早点	
1033	贵人晚膳	
1034	任侠小炒	
1035	兄弟宴	
1036	鸿门宴	
1037	百味宴	
1038	三头宴	
1039	蜀味“红”宴	
1040	洗尘宴	
1041	迎客宴	
1042	昆仑禁食	
1043	家乡小炒	
1044	贵妃宴	
1045	万寿宴	
1046	没有酒的任侠餐	
1047	不够兄弟的兄弟宴	
1048	真正的鸿门宴	
1049	杂味宴	
1050	不地道的三头宴	
1051	正宗蜀味“红”宴	
1052	寒水宴	
1053	接风宴	
1054	美味的昆仑禁食	
1055	地道的家乡小炒	
1056	御制贵妃小炒	
1057	延年宴	
1058	伙房	
1059	少林寺后山	
1060	达摩洞	
1061	少林寺	
1062	少林寺旧址	
1063	俞村	
1064	少林寺	
1065	少林寺旧址	
1066	俞林	
1067	藏经阁	
1068	藏经阁	
1069	少林寺	
1070	少林寺旧址	
1071	七秀坊	
1072	野猪林	
1073	绿杨湾	
1074	青萝山	
1075	青萝岛	
1076	桃花村	
1077	幽雨坪	
1078	七秀内坊	
1079	扬子营	
1080	碧霞岛	
1081	瘦西湖	
1082	灵龟坞	
1083	湖盐寨	
1084	灵龟山	
1085	慕雪寨	
1086	黑岩湾	
1087	灵龟岛	
1088	轩辕台	
1089	凌霄峡	
1090	神策军营地	
1091	藏经阁	
1092	俞林	
1093	少林寺	
1094	浩气盟	
1095	扬州	
1096	扬州	
1097	竹青寺	
1098	应天山	
1099	扬州	
1100	碧凌滩	
1101	垂香林	
1102	金水镇	
1103	归安林	
1104	大侠墓	
1105	稻山野林	
1106	镜湖亭	
1107	后山竹林	
1108	稻香村	
1109	香山野林	
1110	香山梯田	
1111	香山谷地	
1112	稻山梯田	
1113	山贼营地	
1114	长安城	拾取
1115	武德营	拾取
1116	龙门荒漠	拾取
1117	枫华谷	拾取
1118	烈焰庄	拾取
1119	激浪庄	拾取
1120	抚琴台	拾取
1121	红衣营地	拾取
1122	飘渺林	拾取
1123	豫山古道	拾取
1124	江津村	拾取
1125	羽村	拾取
1126	南屏山	拾取
1127	先锋营	拾取
1128	洛阳城	拾取
1129	逍遥林	
1130	枫华谷	拾取
1131	花海	
1132	生死树	
1133	山字营	拾取
1134	风雨镇	拾取
1135	武牢关	拾取
1136	龙飞大营	拾取
1137	金水	拾取
1138	揽星潭	
1139	洛道	拾取
1140	洛阳	拾取
1141	扬州	拾取
1142	金水	拾取
1143	洛道	拾取
1144	扬州城	拾取
1145	再来镇	拾取
1146	天工坊	
1147	寻仙径	
1148	清水岛	
1149	菊池岛	
1150	尾名滨	
1151	留萌滨	
1152	天都镇	拾取
1153	巴陵	拾取
1154	小分岛	
1155	紫薇岗	拾取
1156	星野山	
1157	南松岛	
1158	细樽湾	
1159	八代原	
1160	上居滨	
1161	直西岛	
1162	云景台	
1163	三星望月	
1164	枫华谷任务用火	
1165	三清殿	
1166	太极广场	
1167	纯阳宫	
1168	长安城	拾取
1169	龙门荒漠	拾取
1170	枫华谷	拾取
1171	天都镇	拾取
1172	武德营	拾取
1173	无极道场	
1174	天街	
1175	莲花峰	
1176	霜华林	
1177	思过崖	
1178	论剑峰	
1179	仰天池	
1180	云台仙境	
1181	倚云崖	
1182	论剑台	
1183	神土崖	
1184	火石洞	
1185	老君宫	
1186	悟道池	
1187	若兰废墟	
1188	灵犀谷道	
1189	朝阳峰南	
1190	朝阳峰巅	
1191	紫霄宫	
1192	落雁峰	
1193	龙骨崖	
1194	空雾峰	
1195	万象森罗	
1196	密林别院	
1197	观日峰	
1198	雪华林	
1199	坐忘峰	
1200	午阳岗	
1201	紫源山	
1202	紫源泽	
1203	沁枫谷	
1204	神策北营	
1205	枫林	
1206	神策南营	
1207	荻花宫	
1208	枫叶泽	
1209	乱葬岗	
1210	平顶村	
1211	红叶湖	
1212	天策府	
1213	天策大营	
1214	演武场	
1215	上陵苑	
1216	北原	
1217	东原	
1218	南原	
1219	西原	
1220	羽猎营	
1221	紫薇山	
1222	隐士居	
1223	八阵图	
1224	猴林	
1225	紫薇山南麓	
1226	紫薇山北麓	
1227	药师观	
1228	飞马营	
1229	青骓牧场	
1230	三才阵	
1231	饮马川	
1232	神策营	
1233	洛阳	
1234	长安	
1235	铁骨枝	拾取
1236	丹顶鹤之蛋	拾取
1237	碧笋	采摘
1238	阿牛的遗体	搜查
1239	沙拐枣	
1240	神策军旗	拔军旗
1241	狼牙账册上	
1242	狼牙账册中	
1243	狼牙账册下	
1244	古董	
1245	帐篷	
1246	猴儿酒	收集
1247	血染的情报	
1248	无辜的村民	查探
1249	小福的项链	拾取
1250	宝箱	打开
1251	人头	拾取
1252	迷香魔芋	采集
1253	石花甘露	采集
1255	浩气盟弟子遗体	搜查
1256	包清堂的长枪	拾取
1257	半月草	采集
1258	神秘的药车	取药
1259	散落的木材	收集
1260	帐子	搭建
1261	信使的尸首	放置
1262	蜂窝	摘取
1263	占坑2	
1264	断云天遗体	搜查
1265	帐篷架	搭建
1266	酒坛	以醋换酒
1267	油菜花	收集
1268	蜂蜜盒	拾取
1269	韩晋升起的火堆	
1289	阿里曼祭坛	
1290	僧人遗体	
1291	圣火令之贰	
1292	火堆	
1293	觅星殿	
1294	赏星居	
1295	摘星楼	
1296	沾满血的银锭	
1297	倒刺匕首	拾取
1298	沾满血的指头	
1299	沾满血的衣裳	
1300	沾满血的臭袜子	
1301	《飞云》秘籍	
1302	兽牙链子	
1303	兽腿骨	
1304	胫骨	
1305	玉石	
1306	丹盒	
