ID	Level	Name	IconID	Gener	Type	bRelateFeed	FeedTip	Tip	TuJianTip	bShow
15	8	泅渡·水性	6484	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="渡水时，速度额外提升9%。" font=36</text>	<text>text="渡水时，速度获得额外提升。" font=36</text>	1
15	9	泅渡·水性	6484	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="渡水时，速度额外提升10%。" font=36</text>	<text>text="渡水时，速度获得额外提升。" font=36</text>	1
16	0	骑乘·整装（无）	0		0	0				
17	0	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了5%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	1	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了5%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	2	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了6%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	3	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了7%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	4	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了8%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	5	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了9%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	6	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了10%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	7	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了12%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	8	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了14%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
17	9	同骑·匹马	6486	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="在非双人同骑的时候，速度额外提升了15%。" font=36</text>	<text>text="在非双人同骑的时候，速度额外提升。" font=36</text>	1
18	0	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了5%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	1	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了5%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	2	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了6%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	3	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了7%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	4	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了8%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	5	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了9%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	6	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了10%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	7	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了12%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	8	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了14%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
18	9	同骑·并驾	6487	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑的时候，速度额外提升了15%。" font=36</text>	<text>text="双人同骑的时候，速度额外提升。" font=36</text>	1
19	0	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加1点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	1	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加1点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	2	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加2点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	3	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加3点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	4	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加4点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	5	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加5点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	6	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加6点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	7	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加7点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	8	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加8点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
19	9	同骑·携游	6676	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的好友度每30秒增加9点。" font=36</text>	<text>text="双人同骑移动时，双方的好友度每30秒额外提升一次。" font=36</text>	1
20	0	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加1点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	1	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加1点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	2	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加2点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	3	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加3点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	4	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加4点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	5	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加5点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	6	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加6点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	7	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加7点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	8	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加8点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
20	9	同骑·携修	6686	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑移动时，双方的修为值每10秒增加9点。" font=36</text>	<text>text="双人同骑移动时，双方的修为值每10秒获得额外提升。" font=36</text>	1
21	0	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升1点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
21	1	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升1点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
21	2	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升2点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
21	3	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升3点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
21	4	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升4点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
21	5	同骑·双回	6685	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="双人同骑时，每秒气力值回复额外提升5点，并于同骑者共享效果。" font=36</text>	<text>text="双人同骑时，每秒气力值回复额外获得提升，并于同骑者共享效果。" font=36</text>	1
22	0	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度1点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
22	1	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度1点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
22	2	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度2点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
22	3	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度3点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
22	4	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度4点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
22	5	御空·风行	6490	0,0,3,5,7,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度5点。" font=36</text>	<text>text="降低可御空坐骑御空时的骑术气力值消耗速度。" font=36</text>	1
23	0	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑触发的抗摔伤系数增加800点的“抗摔·强健”效果，持续30秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	1	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑触发的抗摔伤系数增加800点的“抗摔·强健”效果，持续30秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	2	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑触发的抗摔伤系数增加800点的“抗摔·强健”效果，持续40秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	3	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过30秒，获得一个离开坐骑触发的抗摔伤系数增加1200点的“抗摔·强健”效果，持续40秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	4	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过25秒，获得一个离开坐骑触发的抗摔伤系数增加1200点的“抗摔·强健”效果，持续40秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	5	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过25秒，获得一个离开坐骑触发的抗摔伤系数增加1200点的“抗摔·强健”效果，持续50秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	6	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过25秒，获得一个离开坐骑触发的抗摔伤系数增加1600点的“抗摔·强健”效果，持续50秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	7	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过20秒，获得一个离开坐骑触发的抗摔伤系数增加1600点的“抗摔·强健”效果，持续50秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	8	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过15秒，获得一个离开坐骑触发的抗摔伤系数增加1600点的“抗摔·强健”效果，持续50秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
23	9	抗摔·强健	6497	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="乘骑超过15秒，获得一个离开坐骑触发的抗摔伤系数增加2000点的“抗摔·强健”效果，持续50秒。" font=36</text>	<text>text="乘骑一段时间后，获得一个离开坐骑触发的抗摔伤系数增加效果。该效果离开坐骑后可持续一定时间。" font=36</text>	1
24	0	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复10点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
24	1	精饲·二级	6503	0,0,3,5,7,99	1	0		<text>text="使用二级饲料饲喂时，饱食度额外回复10点。" font=36</text>	<text>text="使用二级饲料饲喂时，饱食度获得额外回复。" font=36</text>	1
