ID	SubID	Name	CostThew	ProfessionID	RequirePlayerLevel	RequireLevel	ProfessionIDExt	RequireLevelExt	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	EquipmentType	Exp	PrepareFrame	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	CreateItemType	CreateItemIndex	CreateItemStackNum	CoolDownID
9	1	剑部第一	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8028	1	
9	2	剑部第二	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
9	3	剑部第三	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
9	4	剑部第四	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
9	5	剑部第五	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1	
9	6	剑部第六	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
9	7	剑部第七	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
9	8	剑部第八	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	2872	1							5	8021	1	
10	1	关雎	9	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1	
10	2	卷耳	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
10	3	樛木	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1	
10	4	螽斯	11	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8021	1	
10	5	桃夭	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1	
10	6	兔罝	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1	
10	7	行露	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
11	1	归园田居	9	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	2872	1							5	8026	1	
11	2	归鸟	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
11	3	劝农	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1	
11	4	停云并序	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
11	5	荣木并序	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
11	6	命子上	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
11	7	命子下	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
12	1	般若波罗密多心经	9	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
12	2	大藏经	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
13	1	盂兰盆经第一章	9	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
13	2	盂兰盆经第二章	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
13	3	盂兰盆经第三章	9	8	10	20	9	12	0		0	0		25	80	5	3574	2	5	3842	1							5	7947	1	
13	4	盂兰盆经第四章	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
14	1	蜀鄙之僧	9	8	10	20	9	12	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1	
14	2	破戒	11	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1	
14	3	静坐	11	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1	
14	4	化缘	11	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7957	1	
14	5	毒药	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1	
15	1	贪引恶鬼品	9	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	2							5	7947	1	
15	2	力士鹦鹉品	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
15	3	乌枭报怨品	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
15	4	梵志献花品	9	8	10	20	9	12	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1	
15	5	盲人点灯品	9	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
15	6	回头是岸品	9	8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
15	7	佛珠生菇品	9	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
15	8	信徒遇溺品	11	8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1	
16	1	观音自拜品	9	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7947	1	
16	2	破杯悟禅品	9	8	15	25	9	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7947	1	
16	3	作龙虎画品	9	8	15	25	9	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7947	1	
16	4	老妇烧庵品	9	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7947	1	
16	5	童子辩禅品	11	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7957	1	
16	6	婆罗门妻品	11	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7957	1	
16	7	四马之喻品	11	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7948	1	
16	8	大萨他婆品	11	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7948	1	
17	1	道德经卷一其一	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
17	2	道德经卷一其二	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
17	3	道德经卷一其三	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
17	4	道德经卷一其四	9	8	10	20	10	12	0		0	0		34	80	5	3574	1	5	3842	1							5	7935	1	
17	5	道德经卷一其五	9	8	10	20	10	12	0		0	0		25	80	5	2200	1	5	2872	1							5	7935	1	
17	6	道德经卷一其六	9	8	10	20	10	12	0		0	0		25	80	5	2200	1	5	2872	1							5	7935	1	
17	7	道德经卷一其七	9	8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1	
17	8	道德经卷一其八	9	8	10	20	10	12	0		0	0		34	80	5	2200	2	5	2872	1							5	7935	1	
18	1	论语卷一其一	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1	
18	2	论语卷一其二	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1	
18	3	论语卷一其三	9	8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1	
18	4	论语卷一其四	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
18	5	论语卷一其五	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
18	6	论语卷一其六	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
18	7	论语卷一其七	9	8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
18	8	论语卷一其八	11	8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
19	1	轩辕黄帝传	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
19	2	太上老子传	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
19	3	文始先生传	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
19	4	南华真人传	9	8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1	
19	5	列子真人传	9	8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1	
19	6	天师道陵传	9	8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1	
19	7	云牙真人传	9	8	10	20	10	12	0		0	0		34	80	5	2200	2	5	2872	1							5	7935	1	
19	8	仙翁葛玄传	11	8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7936	1	
20	1	少年行	11	8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1	
20	2	渭城曲	9	8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1	
20	3	关山月	9	8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1	
20	4	荆州歌	9	8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1	
20	5	子夜吴歌之春歌	9	8	15	25	11	18	0		0	0		30	80	5	2200	1	5	2872	1							5	8026	1	
20	6	子夜吴歌之夏歌	9	8	15	25	11	18	0		0	0		41	80	5	2200	2	5	2872	1							5	8026	1	
20	7	子夜吴歌之秋歌	9	8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8026	1	
20	8	子夜吴歌之冬歌	11	8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8021	1	
21	1	枪部第一章	9	8	15	25	11	18	0		0	0		30	80	5	2200	1	5	3842	1							5	8026	1	
21	2	枪部第二章	9	8	15	25	11	18	0		0	0		30	80	5	2200	2	5	3842	1							5	8026	1	
21	3	枪部第三章	11	8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8021	1	
21	4	枪部第四章	11	8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1	
21	5	枪部第五章	11	8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1	
21	6	枪部第六章	9	8	15	25	11	18	0		0	0		30	80	5	2200	2	5	3842	1							5	8026	1	
21	7	枪部第七章	11	8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1	
21	8	枪部第八章	13	8	15	25	11	18	0		0	0		30	80	5	3574	1	5	2872	1	5	979	1				5	8022	1	
22	1	武林志卷一第一章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	2	武林志卷一第二章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	3	武林志卷一第三章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	4	武林志卷一第四章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	5	武林志卷一第五章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	6	武林志卷一第六章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	7	武林志卷一第七章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
22	8	武林志卷一第八章	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1	
23	1	十三棍僧救唐王上	9	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1	
23	2	十三棍僧救唐王下	9	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1	
24	1	见性偈	9	8	15	25	9	18	0		0	0		30	80	5	2200	1	5	2872	1							5	7947	1	
24	2	渔家傲上	9	8	15	25	9	18	0		0	0		30	80	5	2200	1	5	2872	1							5	7947	1	
24	3	渔家傲下	9	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7947	1	
24	4	神照本如开悟诗	9	8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7947	1	
24	5	洞山开悟诗	11	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7948	1	
24	6	龙门清远开悟诗	11	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7948	1	
24	7	何山守旬开悟诗	11	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7957	1	
25	1	皇帝嵩岳少林寺碑	11	8	15	20	9	12	0		0	0		30	80	5	3574	2	5	2872	2							5	7957	1	
26	1	佛说老女人经上部	11	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7957	1	
26	2	佛说老女人经下部	9	8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1	
27	1	释迦传略	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1	
27	2	第一章·梦象受孕	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1	
27	3	第二章·七步莲花	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1	
27	4	第三章·姨母抚育	10	8	20	30	9	23	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1	
27	5	第四章·出游感苦	14	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	979	1				5	7949	1	
27	6	第五章·夜别妻儿	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7951	1	
27	7	第六章·夜渡凡尘	14	8	20	30	9	23	0		0	0		25	80	5	3574	2	5	2872	1	5	980	1				5	7952	1	
27	8	第七章·削发更衣	14	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	980	1				5	7952	1	
28	1	鬼谷子本经阴符七术之一	12	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7945	1	
28	2	鬼谷子本经阴符七术之二	10	8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7935	1	
28	3	鬼谷子本经阴符七术之三	12	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	2							5	7936	1	
28	4	鬼谷子本经阴符七术之四	14	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	972	1				5	7937	1	
28	5	鬼谷子本经阴符七术之五	12	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7939	1	
28	6	鬼谷子本经阴符七术之六	14	8	20	30	10	23	0		0	0		25	80	5	3574	2	5	2872	1	5	980	1				5	7940	1	
28	7	鬼谷子本经阴符七术之七	14	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	2	5	980	1				5	7940	1	
29	1	黄帝阴符经	11	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1	5	3257	2				5	7945	1	
30	1	道德经卷二其一	11	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1	5	3263	2				5	7945	1	
30	2	道德经卷二其二	9	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1	
30	3	道德经卷二其三	9	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1	
30	4	道德经卷二其四	9	8	15	25	10	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7935	1	
30	5	道德经卷二其五	9	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1	
30	6	道德经卷二其六	9	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1	
30	7	道德经卷二其七	9	8	15	25	10	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7935	1	
31	1	纯阳立教论第一章	11	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7936	1	
31	2	纯阳立教论第二章	11	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7945	1	
31	3	纯阳立教论第三章	11	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7936	1	
31	4	纯阳立教论第四章	9	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1	
31	5	纯阳立教论第五章	9	8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1	
31	6	纯阳立教论第六章	9	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1	
31	7	纯阳立教论第七章	11	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7936	1	
32	1	药王百花谱之一	18	8	65	70	11	68	0		0	0		120	80	5	2870	1	5	3843	1	5	974	1				5	8029	1	
32	2	药王百花谱之二	18	8	65	70	11	68	0		0	0		120	80	5	2870	1	5	3843	1	5	973	1				5	8029	1	
32	3	药王百花谱之三	18	8	65	70	11	68	0		0	0		120	80	5	982	1	5	3843	1	5	2870	1				5	8029	1	
32	4	药王百花谱之四	18	8	65	70	11	68	0		0	0		120	80	5	982	1	5	3843	1	5	2870	1				5	8025	1	
32	5	药王百花谱之五	18	8	65	70	11	68	0		0	0		120	80	5	973	1	5	3843	1	5	2870	1				5	8025	1	
32	6	药王百花谱之六	18	8	65	70	11	68	0		0	0		120	80	5	974	1	5	3843	1	5	2870	1				5	8025	1	
32	7	药王百花谱之七	18	8	65	70	11	68	0		0	0		120	80	5	982	1	5	3843	1	5	2870	1				5	8025	1	
33	1	毒览第一章·断肠草	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	2	5	980	1				5	8026	1	
33	2	毒览第二章·鹤顶红	10	8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	2	5	981	1				5	8026	1	
33	3	毒览第三章·一钩吻	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	2	5	982	1				5	8026	1	
33	4	毒览第四章·鸩酒	14	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	972	1				5	8022	1	
33	5	毒览第五章·见血封喉	14	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	979	1				5	8022	1	
33	6	毒览第六章·乌头	10	8	20	30	11	23	0		0	0		25	80	5	3574	2	5	3842	1							5	8026	1	
33	7	毒览第七章·情花	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	1	5	982	1				5	8026	1	
34	1	三十六计第一章	16	8	45	55	11	48	0		0	0		50	80	5	1827	1	5	2871	1	5	973	1				5	8022	1	
34	2	三十六计第二章	14	8	45	55	11	48	0		0	0		50	80	5	1827	1	5	3841	1							5	8021	1	
34	3	三十六计第三章	12	8	45	55	11	48	0		0	0		68	80	5	1827	1	5	2871	1							5	8026	1	
34	4	三十六计第四章	14	8	45	55	11	48	0		0	0		50	80	5	3278	2	5	2202	1	5	2870	1				5	8021	1	
34	5	三十六计第五章	14	8	45	55	11	48	0		0	0		50	80	5	2201	1	5	2871	1	5	972	1				5	8028	1	
34	6	三十六计第六章	14	8	45	55	11	48	0		0	0		50	80	5	2201	1	5	2871	1							5	8028	1	
35	1	白象狮子品	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1	
35	2	五百商客品	12	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1	5	3257	2				5	7957	1	
35	3	一村菊香品	10	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
35	4	雁王说法品	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
35	5	富人四妻品	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1	
35	6	愚友似敌品	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1	5	3257	2				5	7948	1	
35	7	生忧死忧品	10	8	20	30	9	23	0		0	0		25	80	5	2200	1	5	3842	1							5	7947	1	
36	1	金刚经卷一第一章	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1	
36	2	金刚经卷一第二章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2	5	977	1				5	7947	1	
36	3	金刚经卷一第三章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2	5	980	1				5	7947	1	
36	4	金刚经卷一第四章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1	
36	5	金刚经卷一第五章	12	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1	5	3259	2				5	7948	1	
36	6	金刚经卷一第六章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1	5	977	1				5	7947	1	
36	7	金刚经卷一第七章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1	5	980	1				5	7947	1	
36	8	金刚经卷一第八章	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1	
37	1	金刚经卷二第一章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7947	1	
37	2	金刚经卷二第二章	12	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1	5	3257	2				5	7948	1	
37	3	金刚经卷二第三章	10	8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1	
37	4	金刚经卷二第四章	10	8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1	
38	1	论语卷二其一	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8028	1	
38	2	论语卷二其二	10	8	20	30	11	23	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1	
38	3	论语卷二其三	10	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1	
38	4	论语卷二其四	10	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1	
38	5	论语卷二其五	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
38	6	论语卷二其六	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
38	7	论语卷二其七	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1	
38	8	论语卷二其八	12	8	20	30	11	23	0		0	0		25	80	5	2872	1	5	3574	1							5	8021	1	
39	1	吕祖百字碑文	11	8	20	20	10	12	0		0	0		25	80	5	3574	1	5	2872	1							5	7945	1	
39	2	吕祖百字碑疏义其一	10	8	20	30	10	23	0		0	0		34	80	5	3574	1	5	2872	1							5	7935	1	
39	3	吕祖百字碑疏义其二	10	8	20	30	10	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1	
39	4	吕祖百字碑疏义其三	12	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7936	1	
39	5	吕祖百字碑疏义其四	10	8	20	30	10	23	0		0	0		25	80	5	3574	2	5	3842	1							5	7935	1	
39	6	吕祖百字碑疏义其五	14	8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	979	1				5	7937	1	
39	7	吕祖百字碑疏义其六	10	8	20	30	10	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1	
39	8	吕祖百字碑疏义其七	10	8	20	30	10	23	0		0	0		25	80	5	3574	2	5	3842	1							5	7935	1	
40	1	吕祖长生方	11	8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1	5	3259	2				5	7945	1	
41	1	鹊巢	10	8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	1							5	8026	1	
41	2	羔羊	10	8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	1							5	8026	1	
41	3	绿衣	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8028	1	
41	4	终风	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1	
41	5	击鼓	10	8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1	
41	6	凯风	12	8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8021	1	
41	7	式微	10	8	20	30	11	23	0		0	0		25	80	5	981	1	5	3842	1							5	8026	1	
