ID	7daysRewards	7days1	Permanent0	Permanent1	PermanentFree	Limittype	Limitprice0	Limitprice1	LimitpriceFree	StartTime	EndTime	Discount	DisStartTime	DisEndTime	DisRoleTypeMask	CanFreeTryOn	NeedVIPClass
156	14	-1	-1	2500	-1	-1	-1	-1	-1								
187	24	-1	-1	4000	-1	-1	-1	-1	-1								
188	4	-1	-1	500	-1	-1	-1	-1	-1								
189	4	-1	-1	500	-1	-1	-1	-1	-1								
190	4	-1	-1	500	-1	-1	-1	-1	-1								
191	14	-1	-1	2500	-1	-1	-1	-1	-1								
192	24	-1	-1	4000	-1	-1	-1	-1	-1								
193	4	-1	-1	500	-1	-1	-1	-1	-1								
194	4	-1	-1	500	-1	-1	-1	-1	-1								
195	4	-1	-1	500	-1	-1	-1	-1	-1								
196	14	-1	-1	2500	-1	-1	-1	-1	-1								
217	24	-1	-1	4000	-1	-1	-1	-1	-1								
218	4	-1	-1	500	-1	-1	-1	-1	-1								
219	4	-1	-1	500	-1	-1	-1	-1	-1								
220	4	-1	-1	500	-1	-1	-1	-1	-1								
221	14	-1	-1	2500	-1	-1	-1	-1	-1								
222	24	-1	-1	4000	-1	-1	-1	-1	-1								
223	4	-1	-1	500	-1	-1	-1	-1	-1								
224	4	-1	-1	500	-1	-1	-1	-1	-1								
225	4	-1	-1	500	-1	-1	-1	-1	-1								
226	14	-1	-1	2500	-1	-1	-1	-1	-1								
232	24	-1	-1	4000	-1	-1	-1	-1	-1								
233	4	-1	-1	500	-1	-1	-1	-1	-1								
234	4	-1	-1	500	-1	-1	-1	-1	-1								
235	4	-1	-1	500	-1	-1	-1	-1	-1								
236	14	-1	-1	2500	-1	-1	-1	-1	-1								
237	24	-1	-1	4000	-1	-1	-1	-1	-1								
238	4	-1	-1	500	-1	-1	-1	-1	-1								
239	4	-1	-1	500	-1	-1	-1	-1	-1								
240	4	-1	-1	500	-1	-1	-1	-1	-1								
241	14	-1	-1	2500	-1	-1	-1	-1	-1								
247	24	-1	-1	4000	-1	-1	-1	-1	-1								
248	4	-1	-1	500	-1	-1	-1	-1	-1								
249	4	-1	-1	500	-1	-1	-1	-1	-1								
250	4	-1	-1	500	-1	-1	-1	-1	-1								
251	14	-1	-1	2500	-1	-1	-1	-1	-1								
282	24	-1	-1	4000	-1	-1	-1	-1	-1								
283	4	-1	-1	500	-1	-1	-1	-1	-1								
284	4	-1	-1	500	-1	-1	-1	-1	-1								
285	4	-1	-1	500	-1	-1	-1	-1	-1								
286	14	-1	-1	2500	-1	-1	-1	-1	-1								
287	24	-1	-1	4000	-1	-1	-1	-1	-1								
288	4	-1	-1	500	-1	-1	-1	-1	-1								
289	4	-1	-1	500	-1	-1	-1	-1	-1								
290	4	-1	-1	500	-1	-1	-1	-1	-1								
291	14	-1	-1	2500	-1	-1	-1	-1	-1								
317	24	-1	-1	4000	-1	-1	-1	-1	-1								
318	4	-1	-1	500	-1	-1	-1	-1	-1								
319	4	-1	-1	500	-1	-1	-1	-1	-1								
320	4	-1	-1	500	-1	-1	-1	-1	-1								
321	14	-1	-1	2500	-1	-1	-1	-1	-1								
322	24	-1	-1	4000	-1	-1	-1	-1	-1								
323	4	-1	-1	500	-1	-1	-1	-1	-1								
324	4	-1	-1	500	-1	-1	-1	-1	-1								
325	4	-1	-1	500	-1	-1	-1	-1	-1								
326	14	-1	-1	2500	-1	-1	-1	-1	-1								
332	24	-1	-1	4000	-1	-1	-1	-1	-1								
333	4	-1	-1	500	-1	-1	-1	-1	-1								
334	4	-1	-1	500	-1	-1	-1	-1	-1								
335	4	-1	-1	500	-1	-1	-1	-1	-1								
336	14	-1	-1	2500	-1	-1	-1	-1	-1								
337	24	-1	-1	4000	-1	-1	-1	-1	-1								
338	4	-1	-1	500	-1	-1	-1	-1	-1								
339	4	-1	-1	500	-1	-1	-1	-1	-1								
340	4	-1	-1	500	-1	-1	-1	-1	-1								
341	14	-1	-1	2500	-1	-1	-1	-1	-1								
347	24	-1	-1	4000	-1	-1	-1	-1	-1								
348	4	-1	-1	500	-1	-1	-1	-1	-1								
349	4	-1	-1	500	-1	-1	-1	-1	-1								
350	4	-1	-1	500	-1	-1	-1	-1	-1								
351	14	-1	-1	2500	-1	-1	-1	-1	-1								
382	24	-1	-1	4000	-1	-1	-1	-1	-1								
383	4	-1	-1	500	-1	-1	-1	-1	-1								
384	4	-1	-1	500	-1	-1	-1	-1	-1								
385	4	-1	-1	500	-1	-1	-1	-1	-1								
386	14	-1	-1	2500	-1	-1	-1	-1	-1								
387	24	-1	-1	4000	-1	-1	-1	-1	-1								
388	4	-1	-1	500	-1	-1	-1	-1	-1								
389	4	-1	-1	500	-1	-1	-1	-1	-1								
390	4	-1	-1	500	-1	-1	-1	-1	-1								
391	14	-1	-1	2500	-1	-1	-1	-1	-1								
412	24	-1	-1	4000	-1	-1	-1	-1	-1								
413	4	-1	-1	500	-1	-1	-1	-1	-1								
414	4	-1	-1	500	-1	-1	-1	-1	-1								
415	4	-1	-1	500	-1	-1	-1	-1	-1								
416	14	-1	-1	2500	-1	-1	-1	-1	-1								
417	24	-1	-1	4000	-1	-1	-1	-1	-1								
418	4	-1	-1	500	-1	-1	-1	-1	-1								
419	4	-1	-1	500	-1	-1	-1	-1	-1								
420	4	-1	-1	500	-1	-1	-1	-1	-1								
421	14	-1	-1	2500	-1	-1	-1	-1	-1								
427	24	-1	-1	4000	-1	-1	-1	-1	-1								
428	4	-1	-1	500	-1	-1	-1	-1	-1								
429	4	-1	-1	500	-1	-1	-1	-1	-1								
430	4	-1	-1	500	-1	-1	-1	-1	-1								
431	14	-1	-1	2500	-1	-1	-1	-1	-1								
432	24	-1	-1	4000	-1	-1	-1	-1	-1								
433	4	-1	-1	500	-1	-1	-1	-1	-1								
434	4	-1	-1	500	-1	-1	-1	-1	-1								
435	4	-1	-1	500	-1	-1	-1	-1	-1								
436	14	-1	-1	2500	-1	-1	-1	-1	-1								
442	24	-1	-1	4000	-1	-1	-1	-1	-1								
443	4	-1	-1	500	-1	-1	-1	-1	-1								
444	4	-1	-1	500	-1	-1	-1	-1	-1								
445	4	-1	-1	500	-1	-1	-1	-1	-1								
446	14	-1	-1	2500	-1	-1	-1	-1	-1								
477	24	-1	-1	4000	-1	-1	-1	-1	-1								
478	4	-1	-1	500	-1	-1	-1	-1	-1								
479	4	-1	-1	500	-1	-1	-1	-1	-1								
480	4	-1	-1	500	-1	-1	-1	-1	-1								
481	14	-1	-1	2500	-1	-1	-1	-1	-1								
482	24	-1	-1	4000	-1	-1	-1	-1	-1								
483	4	-1	-1	500	-1	-1	-1	-1	-1								
484	4	-1	-1	500	-1	-1	-1	-1	-1								
485	4	-1	-1	500	-1	-1	-1	-1	-1								
486	14	-1	-1	2500	-1	-1	-1	-1	-1								
492	24	-1	-1	4000	-1	-1	-1	-1	-1								
493	4	-1	-1	500	-1	-1	-1	-1	-1								
494	4	-1	-1	500	-1	-1	-1	-1	-1								
495	4	-1	-1	500	-1	-1	-1	-1	-1								
496	14	-1	-1	2500	-1	-1	-1	-1	-1								
497	24	-1	-1	4000	-1	-1	-1	-1	-1								
498	4	-1	-1	500	-1	-1	-1	-1	-1								
499	4	-1	-1	500	-1	-1	-1	-1	-1								
500	4	-1	-1	500	-1	-1	-1	-1	-1								
501	14	-1	-1	2500	-1	-1	-1	-1	-1								
507	24	-1	-1	4000	-1	-1	-1	-1	-1								
508	4	-1	-1	500	-1	-1	-1	-1	-1								
509	4	-1	-1	500	-1	-1	-1	-1	-1								
510	4	-1	-1	500	-1	-1	-1	-1	-1								
511	14	-1	-1	2500	-1	-1	-1	-1	-1								
542	24	-1	-1	4000	-1	-1	-1	-1	-1								
543	4	-1	-1	500	-1	-1	-1	-1	-1								
544	4	-1	-1	500	-1	-1	-1	-1	-1								
545	4	-1	-1	500	-1	-1	-1	-1	-1								
546	14	-1	-1	2500	-1	-1	-1	-1	-1								
547	24	-1	-1	4000	-1	-1	-1	-1	-1								
548	4	-1	-1	500	-1	-1	-1	-1	-1								
549	4	-1	-1	500	-1	-1	-1	-1	-1								
550	4	-1	-1	500	-1	-1	-1	-1	-1								
551	14	-1	-1	2500	-1	-1	-1	-1	-1								
557	24	-1	-1	4000	-1	-1	-1	-1	-1								
558	4	-1	-1	500	-1	-1	-1	-1	-1								
559	4	-1	-1	500	-1	-1	-1	-1	-1								
560	4	-1	-1	500	-1	-1	-1	-1	-1								
561	14	-1	-1	2500	-1	-1	-1	-1	-1								
590	24	-1	-1	4000	-1	-1	-1	-1	-1								
591	4	-1	-1	500	-1	-1	-1	-1	-1								
592	4	-1	-1	500	-1	-1	-1	-1	-1								
593	4	-1	-1	500	-1	-1	-1	-1	-1								
594	24	-1	-1	4000	-1	-1	-1	-1	-1								
595	4	-1	-1	500	-1	-1	-1	-1	-1								
596	4	-1	-1	500	-1	-1	-1	-1	-1								
597	4	-1	-1	500	-1	-1	-1	-1	-1								
616	24	-1	-1	4000	-1	-1	-1	-1	-1								
617	4	-1	-1	500	-1	-1	-1	-1	-1								
618	4	-1	-1	500	-1	-1	-1	-1	-1								
619	4	-1	-1	500	-1	-1	-1	-1	-1								
620	24	-1	-1	4000	-1	-1	-1	-1	-1								
621	4	-1	-1	500	-1	-1	-1	-1	-1								
622	4	-1	-1	500	-1	-1	-1	-1	-1								
623	4	-1	-1	500	-1	-1	-1	-1	-1								
629	24	-1	-1	4000	-1	-1	-1	-1	-1								
630	4	-1	-1	500	-1	-1	-1	-1	-1								
631	4	-1	-1	500	-1	-1	-1	-1	-1								
632	4	-1	-1	500	-1	-1	-1	-1	-1								
633	24	-1	-1	4000	-1	-1	-1	-1	-1								
634	4	-1	-1	500	-1	-1	-1	-1	-1								
635	4	-1	-1	500	-1	-1	-1	-1	-1								
636	4	-1	-1	500	-1	-1	-1	-1	-1								
642	24	-1	-1	4000	-1	-1	-1	-1	-1								
643	4	-1	-1	500	-1	-1	-1	-1	-1								
644	4	-1	-1	500	-1	-1	-1	-1	-1								
645	4	-1	-1	500	-1	-1	-1	-1	-1								
646	14	-1	-1	2500	-1	-1	-1	-1	-1								
682	14	-1	-1	2000	-1	-1	-1	-1	-1								
683	4	-1	-1	500	-1	-1	-1	-1	-1								
684	4	-1	-1	500	-1	-1	-1	-1	-1								
685	4	-1	-1	500	-1	-1	-1	-1	-1								
686	10	-1	-1	1500	-1	-1	-1	-1	-1								
687	14	-1	-1	2000	-1	-1	-1	-1	-1								
688	4	-1	-1	500	-1	-1	-1	-1	-1								
689	4	-1	-1	500	-1	-1	-1	-1	-1								
690	4	-1	-1	500	-1	-1	-1	-1	-1								
691	14	-1	-1	2000	-1	-1	-1	-1	-1								
692	4	-1	-1	500	-1	-1	-1	-1	-1								
693	4	-1	-1	500	-1	-1	-1	-1	-1								
694	4	-1	-1	500	-1	-1	-1	-1	-1								
695	14	-1	-1	2000	-1	-1	-1	-1	-1								
696	4	-1	-1	500	-1	-1	-1	-1	-1								
697	4	-1	-1	500	-1	-1	-1	-1	-1								
698	4	-1	-1	500	-1	-1	-1	-1	-1								
699	14	-1	-1	2000	-1	-1	-1	-1	-1								
700	4	-1	-1	500	-1	-1	-1	-1	-1								
701	4	-1	-1	500	-1	-1	-1	-1	-1								
702	4	-1	-1	500	-1	-1	-1	-1	-1								
711	14	-1	-1	2000	-1	-1	-1	-1	-1								
712	4	-1	-1	500	-1	-1	-1	-1	-1								
713	4	-1	-1	500	-1	-1	-1	-1	-1								
714	4	-1	-1	500	-1	-1	-1	-1	-1								
715	14	-1	-1	2000	-1	-1	-1	-1	-1								
716	4	-1	-1	500	-1	-1	-1	-1	-1								
717	4	-1	-1	500	-1	-1	-1	-1	-1								
718	4	-1	-1	500	-1	-1	-1	-1	-1								
719	14	-1	-1	2000	-1	-1	-1	-1	-1								
720	4	-1	-1	500	-1	-1	-1	-1	-1								
721	4	-1	-1	500	-1	-1	-1	-1	-1								
722	4	-1	-1	500	-1	-1	-1	-1	-1								
723	14	-1	-1	2000	-1	-1	-1	-1	-1								
724	4	-1	-1	500	-1	-1	-1	-1	-1								
725	4	-1	-1	500	-1	-1	-1	-1	-1								
726	4	-1	-1	500	-1	-1	-1	-1	-1								
727	10	-1	-1	1500	-1	-1	-1	-1	-1								
728	14	-1	-1	2000	-1	-1	-1	-1	-1								
729	4	-1	-1	500	-1	-1	-1	-1	-1								
730	4	-1	-1	500	-1	-1	-1	-1	-1								
731	4	-1	-1	500	-1	-1	-1	-1	-1								
732	14	-1	-1	2000	-1	-1	-1	-1	-1								
733	4	-1	-1	500	-1	-1	-1	-1	-1								
734	4	-1	-1	500	-1	-1	-1	-1	-1								
735	4	-1	-1	500	-1	-1	-1	-1	-1								
736	14	-1	-1	2000	-1	-1	-1	-1	-1								
737	4	-1	-1	500	-1	-1	-1	-1	-1								
738	4	-1	-1	500	-1	-1	-1	-1	-1								
739	4	-1	-1	500	-1	-1	-1	-1	-1								
740	10	-1	-1	1500	-1	-1	-1	-1	-1								
741	14	-1	-1	2000	-1	-1	-1	-1	-1								
742	4	-1	-1	500	-1	-1	-1	-1	-1								
743	4	-1	-1	500	-1	-1	-1	-1	-1								
744	4	-1	-1	500	-1	-1	-1	-1	-1								
745	14	-1	-1	2000	-1	-1	-1	-1	-1								
746	4	-1	-1	500	-1	-1	-1	-1	-1								
747	4	-1	-1	500	-1	-1	-1	-1	-1								
748	4	-1	-1	500	-1	-1	-1	-1	-1								
749	14	-1	-1	2000	-1	-1	-1	-1	-1								
750	4	-1	-1	500	-1	-1	-1	-1	-1								
751	4	-1	-1	500	-1	-1	-1	-1	-1								
752	4	-1	-1	500	-1	-1	-1	-1	-1								
753	10	-1	-1	1500	-1	-1	-1	-1	-1								
754	14	-1	-1	2000	-1	-1	-1	-1	-1								
755	4	-1	-1	500	-1	-1	-1	-1	-1								
756	4	-1	-1	500	-1	-1	-1	-1	-1								
757	4	-1	-1	500	-1	-1	-1	-1	-1								
758	10	-1	-1	1500	-1	-1	-1	-1	-1								
759	14	-1	-1	2000	-1	-1	-1	-1	-1								
760	4	-1	-1	500	-1	-1	-1	-1	-1								
761	4	-1	-1	500	-1	-1	-1	-1	-1								
762	4	-1	-1	500	-1	-1	-1	-1	-1								
763	10	-1	-1	1500	-1	-1	-1	-1	-1								
764	14	-1	-1	2000	-1	-1	-1	-1	-1								
765	4	-1	-1	500	-1	-1	-1	-1	-1								
766	4	-1	-1	500	-1	-1	-1	-1	-1								
767	4	-1	-1	500	-1	-1	-1	-1	-1								
768	10	-1	-1	1500	-1	-1	-1	-1	-1								
769	14	-1	-1	2000	-1	-1	-1	-1	-1								
770	4	-1	-1	500	-1	-1	-1	-1	-1								
771	4	-1	-1	500	-1	-1	-1	-1	-1								
772	4	-1	-1	500	-1	-1	-1	-1	-1								
773	10	-1	-1	1500	-1	-1	-1	-1	-1								
774	14	-1	-1	2000	-1	-1	-1	-1	-1								
775	4	-1	-1	500	-1	-1	-1	-1	-1								
776	4	-1	-1	500	-1	-1	-1	-1	-1								
777	4	-1	-1	500	-1	-1	-1	-1	-1								
778	10	-1	-1	1500	-1	-1	-1	-1	-1								
904	14	-1	-1	2000	-1	-1	-1	-1	-1								
905	4	-1	-1	500	-1	-1	-1	-1	-1								
906	4	-1	-1	500	-1	-1	-1	-1	-1								
907	4	-1	-1	500	-1	-1	-1	-1	-1								
908	10	-1	-1	1500	-1	-1	-1	-1	-1								
909	14	-1	-1	2000	-1	-1	-1	-1	-1								
910	4	-1	-1	500	-1	-1	-1	-1	-1								
911	4	-1	-1	500	-1	-1	-1	-1	-1								
912	4	-1	-1	500	-1	-1	-1	-1	-1								
913	10	-1	-1	1500	-1	-1	-1	-1	-1								
914	14	-1	-1	2000	-1	-1	-1	-1	-1								
915	4	-1	-1	500	-1	-1	-1	-1	-1								
916	4	-1	-1	500	-1	-1	-1	-1	-1								
917	4	-1	-1	500	-1	-1	-1	-1	-1								
918	10	-1	-1	1500	-1	-1	-1	-1	-1								
1489	14	-1	-1	2000	-1	-1	-1	-1	-1								
1490	4	-1	-1	500	-1	-1	-1	-1	-1								
1491	4	-1	-1	500	-1	-1	-1	-1	-1								
1492	4	-1	-1	500	-1	-1	-1	-1	-1								
1668	40	-1	-1	6000	-1	-1	-1	-1	-1								
1669	40	-1	-1	6000	-1	-1	-1	-1	-1							1	
1679	14	-1	-1	2000	-1	-1	-1	-1	-1							1	
1683	4	-1	-1	500	-1	-1	-1	-1	-1							1	
1687	4	-1	-1	500	-1	-1	-1	-1	-1							1	
1691	10	-1	-1	1500	-1	-1	-1	-1	-1							1	
1695	4	-1	-1	500	-1	-1	-1	-1	-1							1	
1696	56	-1	-1	8000	-1	-1	-1	-1	-1								
1697	16	-1	-1	2000	-1	-1	-1	-1	-1								
1698	16	-1	-1	2000	-1	-1	-1	-1	-1								
1699	16	-1	-1	2000	-1	-1	-1	-1	-1								
1700	144	-1	-1	20000	-1	-1	-1	-1	-1								
1711	24	-1	-1	4000	-1	-1	-1	-1	-1								
1712	4	-1	-1	500	-1	-1	-1	-1	-1								
1713	4	-1	-1	500	-1	-1	-1	-1	-1								
1714	4	-1	-1	500	-1	-1	-1	-1	-1								
1715	14	-1	-1	2500	-1	-1	-1	-1	-1								
1716	24	-1	-1	4000	-1	-1	-1	-1	-1								
1717	4	-1	-1	500	-1	-1	-1	-1	-1								
1718	4	-1	-1	500	-1	-1	-1	-1	-1								
1719	4	-1	-1	500	-1	-1	-1	-1	-1								
1720	14	-1	-1	2500	-1	-1	-1	-1	-1								
1731	24	-1	-1	4000	-1	-1	-1	-1	-1								
1732	4	-1	-1	500	-1	-1	-1	-1	-1								
1733	4	-1	-1	500	-1	-1	-1	-1	-1								
1734	4	-1	-1	500	-1	-1	-1	-1	-1								
1735	14	-1	-1	2500	-1	-1	-1	-1	-1								
1756	24	-1	-1	4000	-1	-1	-1	-1	-1								
1757	4	-1	-1	500	-1	-1	-1	-1	-1								
1758	4	-1	-1	500	-1	-1	-1	-1	-1								
1759	4	-1	-1	500	-1	-1	-1	-1	-1								
1760	14	-1	-1	2500	-1	-1	-1	-1	-1								
1776	24	-1	-1	4000	-1	-1	-1	-1	-1								
1777	4	-1	-1	500	-1	-1	-1	-1	-1								
1778	4	-1	-1	500	-1	-1	-1	-1	-1								
1779	4	-1	-1	500	-1	-1	-1	-1	-1								
1780	14	-1	-1	2500	-1	-1	-1	-1	-1								
1796	24	-1	-1	4000	-1	-1	-1	-1	-1								
1797	4	-1	-1	500	-1	-1	-1	-1	-1								
1798	4	-1	-1	500	-1	-1	-1	-1	-1								
1799	4	-1	-1	500	-1	-1	-1	-1	-1								
1800	14	-1	-1	2500	-1	-1	-1	-1	-1								
1816	24	-1	-1	4000	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
1817	4	-1	-1	500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
1818	4	-1	-1	500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
1819	4	-1	-1	500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
1820	14	-1	-1	2500	-1	-1	-1	-1	-1	-1	-1	100	-1	-1		0	
1836	24	-1	-1	4000	-1	-1	-1	-1	-1								
1837	4	-1	-1	500	-1	-1	-1	-1	-1								
1838	4	-1	-1	500	-1	-1	-1	-1	-1								
1839	4	-1	-1	500	-1	-1	-1	-1	-1								
1840	14	-1	-1	2500	-1	-1	-1	-1	-1								
1856	24	-1	-1	4000	-1	-1	-1	-1	-1								
1857	4	-1	-1	500	-1	-1	-1	-1	-1								
1858	4	-1	-1	500	-1	-1	-1	-1	-1								
1859	4	-1	-1	500	-1	-1	-1	-1	-1								
1860	14	-1	-1	2500	-1	-1	-1	-1	-1								
1876	24	-1	-1	4000	-1	-1	-1	-1	-1								
1877	4	-1	-1	500	-1	-1	-1	-1	-1								
1878	4	-1	-1	500	-1	-1	-1	-1	-1								
1879	4	-1	-1	500	-1	-1	-1	-1	-1								
1880	14	-1	-1	2500	-1	-1	-1	-1	-1								
1896	24	-1	-1	4000	-1	-1	-1	-1	-1								
1897	4	-1	-1	500	-1	-1	-1	-1	-1								
1898	4	-1	-1	500	-1	-1	-1	-1	-1								
1899	4	-1	-1	500	-1	-1	-1	-1	-1								
1900	14	-1	-1	2500	-1	-1	-1	-1	-1								
1963	144	-1	-1	20000	-1	-1	-1	-1	-1							1	
1964	144	-1	-1	20000	-1	-1	-1	-1	-1								
1968	144	-1	-1	20000	-1	-1	-1	-1	-1								
1969	144	-1	-1	20000	-1	-1	-1	-1	-1								
1970	144	-1	-1	20000	-1	-1	-1	-1	-1								
1971	144	-1	-1	20000	-1	-1	-1	-1	-1								
2142	24	-1	-1	4000	-1	-1	-1	-1	-1								
2143	4	-1	-1	500	-1	-1	-1	-1	-1								
2144	4	-1	-1	500	-1	-1	-1	-1	-1								
2145	4	-1	-1	500	-1	-1	-1	-1	-1								
2146	14	-1	-1	2500	-1	-1	-1	-1	-1								
2307	144	-1	-1	20000	-1	-1	-1	-1	-1								
2308	144	-1	-1	20000	-1	-1	-1	-1	-1								
2309	144	-1	-1	20000	-1	-1	-1	-1	-1								
2460	144	-1	-1	20000	-1	-1	-1	-1	-1								
2461	144	-1	-1	20000	-1	-1	-1	-1	-1								
2462	144	-1	-1	20000	-1	-1	-1	-1	-1								
2463	144	-1	-1	20000	-1	-1	-1	-1	-1								
2469	70	-1	-1	10000	-1	-1	-1	-1	-1							1	
2471	20	-1	-1	2500	-1	-1	-1	-1	-1							1	
2472	20	-1	-1	2500	-1	-1	-1	-1	-1							1	
2473	70	-1	-1	10000	-1	-1	-1	-1	-1								
2475	20	-1	-1	2500	-1	-1	-1	-1	-1								
2476	20	-1	-1	2500	-1	-1	-1	-1	-1								
2477	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2478	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1					1	
2479	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2480	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2481	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2482	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2513	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2514	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2515	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2516	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
2517	32	-1	-1	4500	-1	-1	-1	-1	-1	-1	-1						
2598	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2599	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2600	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2601	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2602	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1						
2603	144	-1	-1	20000	-1	-1	-1	-1	-1	-1	-1					1	
2604	44	-1	-1	6000	-1	-1	-1	-1	-1	-1	-1						
2605	12	-1	-1	1500	-1	-1	-1	-1	-1	-1	-1						
