ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID
40	πÛ»ÀÕÌ…≈	37	4	10	30	1		183	0	0	0	0		41		60	0	5	3169	1	5	3184	1	5	2269	1	5	2205	4													5	2273	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
41	”Ò˜Îœ„—¸	25	4	10	30			183	0	0	0	0		29		10	0	5	3171	4	5	979	1	5	3165	2	5	3157	2	5	0	0										5	3460	1	1	891290	5	2298	1	1	157286																																scripts/Craft/Include/Event.lua	
42	≥µ«∞≤›—¸◊”Ã¿	25	4	10	30			183	0	0	0	0		29		10	0	5	3171	4	5	972	1	5	3165	2	5	0	0													5	3197	1	1	891290	5	3511	1	1	157286																																scripts/Craft/Include/Event.lua	
43	À⁄√◊∑€’Ù»‚	25	4	10	32			183	0	0	0	0		29		30	0	5	3170	1	5	3184	1	5	3173	1	5	3157	1	5	3163	1	5	3165	1							5	3198	1	1	943718	5	3231	1	1	104858																																scripts/Craft/Include/Event.lua	
44	»Œœ¿–°≥¥	37	4	10	32	1		183	0	0	0	0		41		60	0	5	2204	2	5	2206	2	5	2208	2	5	3171	8	5	0	0										5	2274	1	1	943718	5	2299	1	1	104858																																scripts/Craft/Include/Event.lua	
45	 ›»‚À⁄√◊∏˛	25	4	10	32			183	0	0	0	0		29		30	0	5	3176	1	5	3173	2	5	3171	4	5	3164	1													5	3200	1	1	891290	5	3233	1	1	157286																																scripts/Craft/Include/Event.lua	
46	¬‹≤∑ ›»‚Ã¿	13	4	10	34			183	0	0	0	0		17		30	0	5	3176	2	5	3174	1	5	3165	1																5	3201	1	1	891290	5	3513	1	1	157286																																scripts/Craft/Include/Event.lua	
47	À‚ƒ‡	13	4	10	36			183	0	0	0	0		17		50	0	5	3175	2	5	3163	1	5	979	1																5	3466	1	2	1048576					0																																scripts/Craft/Include/Event.lua	
48	∞—◊”»‚	25	4	10	38			183	0	0	0	0		29		10	0	5	3176	1	5	3184	1	5	3160	1	5	3157	1	5	3165	1	5	979	1							5	3463	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
49	À‚ƒ‡∞◊»‚	25	4	10	38			183	0	0	0	0		29		10	0	5	3466	1	5	3168	1	5	3170	1	5	3162	1	5	3165	1	5	972	1							5	3525	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
50	¬‹≤∑»‚±˝	25	4	10	38			183	0	0	0	0		29		30	0	5	3176	1	5	3184	1	5	3174	1	5	3157	1	5	3165	1	5	3162	1							5	3464	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
51	∫√…’	25	4	10	38			183	0	0	0	0		29		30	0	5	3184	2	5	3162	2	5	3170	1																5	3465	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
52	Ë€ËΩ ›»‚	29	4	10	40			183	0	0	0	0		33		10	0	5	3176	4	5	979	1	5	3159	1	5	3163	2	5	3157	2	5	0	0							5	3202	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
53	–÷µ‹—Á	43	4	10	42	1		183	0	0	0	0		47		60	0	5	2204	1	5	2206	1	5	2208	1	5	3168	1	5	3170	1	5	3176	2							5	2275	1	1	943718	5	2300	1	1	104858																																scripts/Craft/Include/Event.lua	
54	∞◊÷≠¬´ΩÓ	29	4	10	44			183	0	0	0	0		33		20	0	5	3177	1	5	3156	1	5	3166	1	5	3163	1	5	3165	1										5	3203	1	1	943718	5	3236	1	1	104858																																scripts/Craft/Include/Event.lua	
55	¥Û≥¶ΩÓ	15	4	10	46			183	0	0	0	0		19		20	0	5	3177	1	5	3169	1	5	3165	1																5	3204	1	1	943718	5	3237	1	1	104858																																scripts/Craft/Include/Event.lua	
56	Ω™Àø∞ÂΩÓ	29	4	10	46			183	0	0	0	0		33		20	0	5	3177	1	5	3157	2	5	3165	1																5	3205	1	1	943718	5	3238	1	1	104858																																scripts/Craft/Include/Event.lua	
57	∫Ï…’ŒÂª®»‚	29	4	10	46			183	0	0	0	0		33		20	0	5	3178	1	5	3157	1	5	3163	1	5	3165	1													5	3206	1	1	943718	5	3239	1	1	104858																																scripts/Craft/Include/Event.lua	
58	Àƒœ≤ø€»‚	29	4	10	46			183	0	0	0	0		33		20	0	5	3178	1	5	3163	1	5	3165	1	5	3158	1													5	3207	1	1	943718	5	3240	1	1	104858																																scripts/Craft/Include/Event.lua	
59	ª∆πœÎÏ◊”»‚	29	4	10	48			183	0	0	0	0		33		30	0	5	3170	1	5	3172	1	5	3167	1	5	3165	1													5	3195	1	1	943718	5	2301	1	1	104858																																scripts/Craft/Include/Event.lua	
60	∞◊»‚—™≥¶	37	4	10	50			183	0	0	0	0		41		10	0	5	3178	1	5	3169	4	5	3158	1	5	3466	1	5	3165	1	5	3157	2							5	3209	1	1	964690	5	2302	1	1	83886																																scripts/Craft/Include/Event.lua	
61	√´—™Õ˙	37	4	10	50			183	0	0	0	0		41		10	0	5	3179	2	5	3169	2	5	3158	2	5	3165	1	5	3167	2	5	974	2							5	3210	1	1	943718	5	3519	1	1	104858																																scripts/Craft/Include/Event.lua	
62	≤Ê…’∞¸	37	4	10	50			183	0	0	0	0		41		30	0	5	3178	1	5	3184	2	5	3162	2	5	3158	1	5	0	0										5	3467	1	1	964690	5	3518	1	1	83886																																scripts/Craft/Include/Event.lua	
63	◊œ∏«»‚	37	4	10	50			183	0	0	0	0		41		30	0	5	3178	1	5	3166	1	5	3163	1	5	3165	1	5	3179	1										5	3208	1	1	964690	5	3241	1	1	83886																																scripts/Craft/Include/Event.lua	
66	∫Ë√≈—Á	55	4	10	50	1		183	0	0	0	0		59		60	0	5	2204	1	5	3177	3	5	3178	1	5	2203	1	5	0	0	5	0	0							5	2276	1	1	964690	5	2303	1	1	83886																																scripts/Craft/Include/Event.lua	
67	∞ŸŒ∂—Á	55	4	10	50	1		183	0	0	0	0		59		60	0	5	2205	1	5	2206	1	5	3176	2	5	3170	1	5	3178	2	5	0	0							5	2277	1	1	964690	5	2304	1	1	83886																																scripts/Craft/Include/Event.lua	
68	»˝Õ∑—Á	55	4	10	50	1		183	0	0	0	0		59		60	0	5	2207	1	5	2208	1	5	3168	1	5	3177	1	5	3176	1	5	3178	1							5	2278	1	1	964690	5	2305	1	1	83886																																scripts/Craft/Include/Event.lua	
69	∫Ï—™≥¶	19	4	10	50			183	0	0	0	0		23		30	0	5	3179	2	5	3157	1	5	3165	1	5	0	0													5	3211	1	1	964690	5	3244	1	1	83886																																scripts/Craft/Include/Event.lua	
70	Ω¥±¨—¸ª®	19	4	10	52			183	0	0	0	0		23		30	0	5	3171	2	5	3158	1	5	3163	1	5	0	0													5	2279	1	1	964690	5	2306	1	1	83886																																scripts/Craft/Include/Event.lua	
72	 ÒŒ∂°∞∫Ï°±—Á	55	4	10	54	1		183	0	0	0	0		59		60	0	5	1829	1	5	3178	2	5	3179	8	5	1830	1	5	3171	4										5	2280	1	1	943718	5	2307	1	1	104858																																scripts/Craft/Include/Event.lua	
73	¥‡πœ¿ÔºπÀø	19	4	10	56			183	0	0	0	0		23		30	0	5	3180	2	5	3172	1	5	3165	1	5	0	0	5	0	0										5	3214	1	1	964690	5	3247	1	1	83886																																scripts/Craft/Include/Event.lua	
74	¡´≈∫≈≈π«Ã¿	37	4	10	58			183	0	0	0	0		41		30	0	5	3181	2	5	3159	1	5	3165	1																5	2281	1	1	943718	5	3249	1	1	104858																																scripts/Craft/Include/Event.lua	
75	æ∆◊Ì≈≈π«	21	4	10	60			183	0	0	0	0		25		30	0	5	3181	2	5	2209	1	5	3164	1	5	0	0	5	0	0										5	3217	1	1	943718	5	2308	1	1	104858																																scripts/Craft/Include/Event.lua	
76	ªÿπ¯»‚	41	4	10	62			183	0	0	0	0		45		20	0	5	3178	4	5	3175	1	5	3165	4	5	0	0													5	3473	1	1	943718	5	3523	1	1	104858																																scripts/Craft/Include/Event.lua	
77	’≈“¥¥Û≤À	41	4	10	62			183	0	0	0	0		45		20	0	5	3178	2	5	3179	1	5	5009	2	5	3175	1	5	3158	1										5	3474	1	1	943718	5	2309	1	1	104858																																scripts/Craft/Include/Event.lua	
78	∫Õ∫œ—¸◊”	41	4	10	64			183	0	0	0	0		45		10	0	5	3171	5	5	3156	4	5	3165	4	5	0	0													5	3196	1	1	964690	5	2310	1	1	83886																																scripts/Craft/Include/Event.lua	
79	—™ÕË◊”	41	4	10	64			183	0	0	0	0		45		10	0	5	3179	1	5	2269	2	5	3166	4	5	3165	4	5	0	0										5	3475	1	1	964690	5	2311	1	1	83886																																scripts/Craft/Include/Event.lua	
80	œ¥≥æ—Á	61	4	10	64	1		183	0	0	0	0		65		60	0	5	1832	2	5	3178	4	5	3181	6	5	0	0	5	0	0										5	2282	1	1	943718	5	2312	1	1	104858																																scripts/Craft/Include/Event.lua	
81	”≠øÕ—Á	61	4	10	64	1		183	0	0	0	0		65		60	0	5	1831	2	5	3178	8	5	3181	6	5	0	0	5	0	0										5	2283	1	1	943718	5	2313	1	1	104858																																scripts/Craft/Include/Event.lua	
82	¿•¬ÿΩ˚ ≥	61	4	10	64	1		183	0	0	0	0		65		60	0	5	1831	2	5	3178	8	5	3177	2	5	3181	2	5	3171	4										5	2284	1	1	943718	5	2314	1	1	104858																																scripts/Craft/Include/Event.lua	
83	º“œÁ–°≥¥	61	4	10	64	1		183	0	0	0	0		65		60	0	5	1832	2	5	3180	8	5	3181	6	5	3177	2	5	0	0										5	2285	1	1	943718	5	2315	1	1	104858																																scripts/Craft/Include/Event.lua	
84	¬È‘≤	41	4	10	66			183	0	0	0	0		45		30	0	5	3180	2	5	3184	2	5	3164	1	5	3162	1													5	3471	1	1	943718	5	3521	1	1	104858																																scripts/Craft/Include/Event.lua	
85	µ£µ£√Ê	41	4	10	68			183	0	0	0	0		45		20	0	5	3178	4	5	3153	5	5	3162	2	5	3165	1	5	3167	1										5	3470	1	1	996147	5	3520	1	1	52429																																scripts/Craft/Include/Event.lua	
86	¬È¿±—™≥¶	41	4	10	68			183	0	0	0	0		45		10	0	5	3179	4	5	3165	1	5	3167	2	5	974	1	5	3160	1										5	3472	1	1	943718	5	2316	1	1	104858																																scripts/Craft/Include/Event.lua	
87	∂¨πœ≈≈π«Ã¿	41	4	10	68			183	0	0	0	0		45		10	0	5	3181	4	5	3155	1	5	3157	1	5	3165	1	5	3029	1	5	973	2							5	3215	1	1	943718	5	3527	1	1	104858																																scripts/Craft/Include/Event.lua	
88	πÛÂ˙—Á	61	4	10	70	1		183	0	0	0	0		65		60	0	5	2204	1	5	3180	4	5	3181	8	5	1830	1	5	0	0	5	0	0							5	2286	1	1	943718	5	2317	1	1	104858																																scripts/Craft/Include/Event.lua	
89	ÕÚ Ÿ—Á	61	4	10	70	1		183	0	0	0	0		65		60	0	5	2206	1	5	3180	4	5	3181	8	5	1829	1	5	0	0	5	0	0							5	2287	1	1	943718	5	2318	1	1	104858																																scripts/Craft/Include/Event.lua	
91	ÃÏ≤πÕË	21	4	10	70			183	0	0	0	0		25		50	0	5	3466	1	5	3160	1	5	974	1	5	973	1	5	3157	5										5	2288	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
92	À‚œ„∞◊»‚	41	4	10	70			183	0	0	0	0		45		30	0	5	3178	2	5	3466	1	5	3163	1	5	3165	1													5	2289	1	1	943718	5	2319	1	1	104858																																scripts/Craft/Include/Event.lua	
93	¥◊¡Ô≈≈π«	41	4	10	70			183	0	0	0	0		45		30	0	5	3181	4	5	3165	1	5	3164	1																5	3482	1	1	943718	5	2320	1	1	104858																																scripts/Craft/Include/Event.lua	
94	À‚œ„’®π«≈≈	21	4	10	70			183	0	0	0	0		25		20	0	5	3180	2	5	3175	1	5	3165	1	5	0	0	5	0	0	5	0	0							5	2290	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
95	¿Ôºπ»‚æÌ±˝	41	4	10	70			183	0	0	0	0		45		20	0	5	3180	4	5	3166	2	5	3164	1	5	3165	1	5	3466	1										5	2291	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
96	ÀÈ»‚π«Õ∑Ã¿	41	4	10	70			183	0	0	0	0		45		30	0	5	3181	4	5	4954	4	5	5010	5	5	3165	1	5	0	0	5	0	0							5	3484	1	1	943718	5	3533	1	1	104858																																scripts/Craft/Include/Event.lua	
97	Ω¥	19	4	10	52			183	0	0	0	0		23		50	0	5	3165	2	5	3175	2	5	3158	2	5	3163	2	5	972	1	5	979	1							5	4954	1	2	1048576					0																																scripts/Craft/Include/Event.lua	
98	ø™ÀÆ÷Û∞◊≤À	41	4	10	62			183	0	0	0	0		45		20	0	5	5009	5	5	3180	1	5	0	0	5	0	0	5	0	0	5	0	0							5	4955	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
99	Ã«¥◊≈≈π«	21	4	10	64			183	0	0	0	0		25		30	0	5	3181	2	5	3164	1	5	3165	1	5	0	0													5	4956	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
100	À‚œ„’Ù≈≈π«	41	4	10	64			183	0	0	0	0		45		30	0	5	3181	2	5	3175	2	5	3165	1	5	3158	2													5	4957	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
101	”„œ„»‚Àø	41	4	10	66			183	0	0	0	0		45		30	0	5	3180	2	5	3165	1	5	3172	2	5	4954	1	5	0	0	5	0	0							5	4958	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
102	’®Ω¥√Ê	41	4	10	66			183	0	0	0	0		45		30	0	5	3180	2	5	3165	1	5	3162	1	5	4954	1	5	5009	1	5	0	0							5	4959	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
103	Ω¥∞◊≤À	21	4	10	68		0	183	0	0	0	0	-1	25	80	20	0	5	3178	2	5	5009	1	5	3163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4960	1	1	1048576	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
104	≈≈π«∞◊≤ÀÃ¿	41	4	10	68			183	0	0	0	0		45		20	0	5	3181	2	5	5009	2	5	3165	1	5	3157	2	5	3158	1	5	0	0							5	4961	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
105	œ„À÷≈≈π«	41	4	10	68			183	0	0	0	0		45		20	0	5	3181	2	5	3166	2	5	3165	2	5	3163	2	5	3158	2	5	0	0							5	4962	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
106	Ω¥…’≈≈π«	41	4	10	68			183	0	0	0	0		45		20	0	5	3181	2	5	4954	1	5	0	0	5	0	0	5	0	0	5	0	0							5	4963	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
107	∫Ï…’≈≈π«	41	4	10	68			183	0	0	0	0		45		20	0	5	3181	2	5	3165	1	5	3163	1	5	3174	1	5	0	0	5	0	0							5	4964	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
108	∫√ÂœÃ¿	41	4	10	70			183	0	0	0	0		45		10	0	5	2269	2	5	3158	2	5	3160	1	5	0	0	5	0	0	5	0	0							5	4965	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
109	“¯ÀøæÌ	41	4	10	70			183	0	0	0	0		45		10	0	5	3165	2	5	4954	1	5	3159	1	5	3178	2	5	0	0	5	0	0							5	4966	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
110	Ω¥÷Ì»‚	41	4	10	70			183	0	0	0	0		45		20	0	5	4954	1	5	3178	4	5	3158	4	5	0	0	5	0	0	5	0	0							5	4967	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
111	ºÂ∂π∏Ø	41	4	10	70			183	0	0	0	0		45		20	0	5	5010	5	5	2269	5	5	3165	4	5	974	1	5	0	0	5	0	0							5	4952	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
112	Ω∑—Œ≈≈π«	41	4	10	70			183	0	0	0	0		45		20	0	5	3181	5	5	3158	1	5	3157	1	5	3163	1	5	3165	1	5	0	0							5	4968	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
113	Ω¥¬‹≤∑’®∂˘	41	4	10	70			183	0	0	0	0		45		20	0	5	3180	4	5	4954	1	5	3174	5	5	3163	1	5	3166	5	5	0	0							5	4969	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
114	∏ ¬∂∏˛	41	4	10	70			183	0	0	0	0		45		20	0	5	3179	2	5	974	5	5	3177	4	5	973	5	5	0	0	5	0	0							5	4970	1	1	1048576					0																																scripts/Craft/Include/Event.lua	
