ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID
41	下品止血丸	15	7	10	44			344	0	0	0	0		18		10		5	3020	2	5	3005	1	5	0	0																5	3067	1	1	1048576																																					scripts/Craft/Include/Event.lua	
43	下品活络丸	15	7	10	46			344	0	0	0	0		18		10		5	3021	2	5	3005	1	5	0	0																5	3066	1	1	1048576																																					scripts/Craft/Include/Event.lua	
44	健胃散	43	7	10	48			344	0	0	0	0		53		40		5	3004	2	5	3017	2	5	3022	2	5	3006	1	5	0	0	5	0	0							5	3554	1	1	1048576																																					scripts/Craft/Include/Event.lua	
45	辟邪散	43	7	10	48			344	0	0	0	0		53		40		5	3022	2	5	3006	2	5	0	0																5	3072	1	1	1048576																																					scripts/Craft/Include/Event.lua	
46	中品逍遥散	55	7	10	50			344	0	0	0	0		68		40		5	3021	3	5	3022	2	5	3006	2	5	979	1													5	3555	1	1	1048576																																					scripts/Craft/Include/Event.lua	
47	上品金创散	55	7	10	50			344	0	0	0	0		68		30		5	3020	2	5	972	2	5	3006	1	0	0														5	3068	1	1	1048576																																					scripts/Craft/Include/Event.lua	
48	上品定痛散	55	7	10	50			344	0	0	0	0		68		30		5	3021	2	5	979	2	5	3006	1	5	0	0													5	3069	1	1	1048576																																					scripts/Craft/Include/Event.lua	
49	下品幽冥散	55	7	10	50			344	0	0	0	0		68		30		5	3006	2	5	3022	1	5	3016	1	5	972	1	5	0	0										5	3076	1	1	1048576																																					scripts/Craft/Include/Event.lua	
50	下品霹雳散	55	7	10	50			344	0	0	0	0		68		30		5	3006	2	5	3020	1	5	3017	1	5	972	1	5	0	0										5	3077	1	1	1048576																																					scripts/Craft/Include/Event.lua	
51	下品烈火散	55	7	10	50			344	0	0	0	0		68		30		5	3006	2	5	3021	1	5	3018	1	5	972	1	5	0	0										5	3078	1	1	1048576																																					scripts/Craft/Include/Event.lua	
52	中品止血丸	19	7	10	52			344	0	0	0	0		23		10		5	3025	2	5	3005	1	5	0	0																5	3080	1	1	1048576																																					scripts/Craft/Include/Event.lua	
53	中品活络丸	55	7	10	52			344	0	0	0	0		68		10		5	3021	2	5	3024	2	5	3005	1																5	3079	1	1	1048576																																					scripts/Craft/Include/Event.lua	
54	软筋针	55	7	10	52		0	344	0	0	0	0		68		40		5	3009	4	5	3022	4	5	0	0																5	2764	1	1	1048576																																					scripts/Craft/Include/Event.lua	
55	避水金针	55	7	10	52		0	344	0	0	0	0		68		40		5	974	1	5	3025	4	5	3008	2																5	3081	1	1	1048576																																					scripts/Craft/Include/Event.lua	
56	上品万灵散	55	7	10	54			344	0	0	0	0		68		10		5	3024	3	5	3025	3	5	3010	2	5	3006	1													5	3082	1	1	1048576																																					scripts/Craft/Include/Event.lua	
57	上品护心散	55	7	10	54			344	0	0	0	0		68		20		5	973	1	5	3025	4	5	3006	2																5	3083	1	1	1048576																																					scripts/Craft/Include/Event.lua	
58	上品聚魂散	19	7	10	56			344	0	0	0	0		23		20		5	3024	2	5	3006	1	5	0	0																5	3085	1	1	1048576																																					scripts/Craft/Include/Event.lua	
59	中品亢龙散	55	7	10	56		0	344	0	0	0	0		68		30		5	973	1	5	3026	4	5	3022	4	5	3006	2	5	0	0										5	3093	1	1	1048576																																					scripts/Craft/Include/Event.lua	
60	下品金创丸	55	7	10	56		0	344	0	0	0	0		68		30		5	974	1	5	3027	4	5	3022	4	5	3006	2	5	0	0										5	3086	1	1	1048576																																					scripts/Craft/Include/Event.lua	
61	上品强身散	19	7	10	58			344	0	0	0	0		23		20		5	3027	2	5	3006	1	5	0	0																5	3084	1	1	1048576																																					scripts/Craft/Include/Event.lua	
62	摧心针	55	7	10	58		0	344	0	0	0	0		68		40		5	974	1	5	3024	4	5	3009	2	5	0	0													5	2765	1	1	1048576																																					scripts/Craft/Include/Event.lua	
63	中品金元散	55	7	10	58		0	344	0	0	0	0		68		30		5	973	1	5	3027	4	5	3006	2	5	0	0													5	3090	1	1	1048576																																					scripts/Craft/Include/Event.lua	
64	五毒针	55	7	10	58		0	344	0	0	0	0		68		30		5	3009	2	5	3025	4	5	3027	4	5	0	0													5	2766	1	1	1048576																																					scripts/Craft/Include/Event.lua	
65	下品定痛丸	55	7	10	58		0	344	0	0	0	0		68		30		5	3006	2	5	3026	4	5	3027	4	5	0	0	5	0	0										5	3087	1	1	1048576																																					scripts/Craft/Include/Event.lua	
66	中品化功散	61	7	10	60			344	0	0	0	0		75		40		5	3007	2	5	3024	5	5	973	1	5	3010	1	5	0	0										5	2767	1	1	1048576																																					scripts/Craft/Include/Event.lua	
68	下品长生丸	61	7	10	60			344	0	0	0	0		75		30		5	3030	2	5	3028	2	5	3010	1	5	3006	1													5	2721	1	1	1048576																																					scripts/Craft/Include/Event.lua	
69	下品凝神丸	61	7	10	60			344	0	0	0	0		75		30		5	3030	2	5	3029	2	5	3010	1	5	3006	1													5	2722	1	1	1048576																																					scripts/Craft/Include/Event.lua	
70	下品展凤散	61	7	10	60		0	344	0	0	0	0		75		30		5	3006	2	5	3024	4	5	3026	2	5	0	0													5	3560	1	1	1048576																																					scripts/Craft/Include/Event.lua	
71	正骨膏	61	7	10	60		0	344	0	0	0	0		75		40		5	3028	10	5	3030	5	5	3010	2	5	3007	2	5	0	0										5	3089	1	1	1048576																																					scripts/Craft/Include/Event.lua	
72	上品补筋散	61	7	10	60			344	0	0	0	0		75		20		5	3006	2	5	3029	4	5	0	0																5	3095	1	1	1048576																																					scripts/Craft/Include/Event.lua	
73	上品健骨散	61	7	10	60			344	0	0	0	0		75		20		5	3006	2	5	3028	4	5	0	0																5	3096	1	1	1048576																																					scripts/Craft/Include/Event.lua	
74	涣精针	61	7	10	60			344	0	0	0	0		75		40		5	3009	2	5	3032	4	5	0	0																5	2768	1	1	1048576																																					scripts/Craft/Include/Event.lua	
75	钻心针	61	7	10	60			344	0	0	0	0		75		40		5	3009	2	5	3031	5	5	0	0	5	0	0													5	2769	1	1	1048576																																					scripts/Craft/Include/Event.lua	
76	上品止血丸	21	7	10	62			344	0	0	0	0		26		10		5	3028	2	5	3006	1	5	0	0																5	3098	1	1	1048576																																					scripts/Craft/Include/Event.lua	
77	上品活络丸	61	7	10	62			344	0	0	0	0		75		10		5	3029	3	5	3024	3	5	3006	1																5	3097	1	1	1048576																																					scripts/Craft/Include/Event.lua	
78	中品金创丸	61	7	10	64		0	344	0	0	0	0		75		30		5	974	2	5	3028	5	5	3030	5	5	3007	5	5	0	0										5	3102	1	1	1048576																																					scripts/Craft/Include/Event.lua	
79	上品亢龙散	61	7	10	64		0	344	0	0	0	0		75		30		5	973	2	5	3030	3	5	3032	5	5	3007	5	5	0	0										5	3563	1	1	1048576																																					scripts/Craft/Include/Event.lua	
80	中品闭气散	61	7	10	64			344	0	0	0	0		75		40		5	3028	5	5	3030	5	5	3007	5	5	0	0	5	0	0										5	3101	1	1	1048576																																					scripts/Craft/Include/Event.lua	
81	下品吸星散	61	7	10	64			344	0	0	0	0		75		40		5	3028	5	5	3010	1	5	3007	5	5	0	0													5	3108	1	1	1048576																																					scripts/Craft/Include/Event.lua	
82	上品逍遥散	61	7	10	66			344	0	0	0	0		75		40		5	3030	5	5	3010	1	5	3007	5	5	0	0													5	3099	1	1	1048576																																					scripts/Craft/Include/Event.lua	
83	空山新雨	61	7	10	66			344	0	0	0	0		75		40		5	3028	4	5	3029	4	5	3007	5	5	0	0													5	3116	1	1	1048576																																					scripts/Craft/Include/Event.lua	
84	下品强身丸	21	7	10	66			344	0	0	0	0		26		20		5	3031	2	5	3006	1	5	0	0	5	0	0													5	3125	1	1	1048576																																					scripts/Craft/Include/Event.lua	
85	下品健骨丸	61	7	10	66			344	0	0	0	0		75		20		5	3010	1	5	3032	4	5	3006	2	5	0	0													5	3126	1	1	1048576																																					scripts/Craft/Include/Event.lua	
86	下品聚魂丸	61	7	10	66			344	0	0	0	0		75		20		5	3010	1	5	3029	4	5	3006	2	5	0	0													5	3127	1	1	1048576																																					scripts/Craft/Include/Event.lua	
87	下品调和散	61	7	10	68		0	344	0	0	0	0		75		30		5	3010	1	5	3029	4	5	3032	4	5	3006	2	5	0	0										5	3103	1	1	1048576																																					scripts/Craft/Include/Event.lua	
88	下品护心丸	61	7	10	68		0	344	0	0	0	0		75		20		5	3010	2	5	3030	4	5	3007	5	5	0	0													5	3123	1	1	1048576																																					scripts/Craft/Include/Event.lua	
89	下品补筋丸	61	7	10	68		0	344	0	0	0	0		75		20		5	3010	2	5	3032	4	5	3007	5	5	0	0													5	3124	1	1	1048576																																					scripts/Craft/Include/Event.lua	
90	中品幽冥散	61	7	10	68		0	344	0	0	0	0		75		30		5	6646	1	5	3029	2	5	3032	2	5	979	1	5	0	0										5	3104	1	1	1048576																																					scripts/Craft/Include/Event.lua	
91	中品霹雳散	61	7	10	68		0	344	0	0	0	0		75		30		5	6646	1	5	3029	2	5	3031	2	5	979	1	5	0	0										5	3105	1	1	1048576																																					scripts/Craft/Include/Event.lua	
92	中品烈火散	61	7	10	68		0	344	0	0	0	0		75		30		5	6646	1	5	3029	2	5	3028	2	5	979	1	5	0	0										5	3106	1	1	1048576																																					scripts/Craft/Include/Event.lua	
93	下品止血膏	21	7	10	70			344	0	0	0	0		26		10		5	3028	2	5	3006	1	5	0	0	5	0	0													5	3113	1	1	1048576																																					scripts/Craft/Include/Event.lua	
94	下品活络膏	61	7	10	70			344	0	0	0	0		75		10		5	3029	3	5	3024	3	5	979	1	5	3006	1													5	3109	1	1	1048576																																					scripts/Craft/Include/Event.lua	
95	下品万灵丸	61	7	10	70			344	0	0	0	0		75		10		5	5000	1	5	4999	1	5	6646	1	5	0	0	5	0	0										5	3111	1	1	1048576																																					scripts/Craft/Include/Event.lua	
96	沐火丹	61	7	10	70			344	0	0	0	0		75		40		5	3007	2	5	3030	3	5	3029	5	5	3010	2	5	0	0										5	3107	1	1	1048576																																					scripts/Craft/Include/Event.lua	
97	破冰丸	61	7	10	70		0	344	0	0	0	0		75		40		5	3007	2	5	3030	3	5	3032	5	5	3010	2	5	0	0										5	3117	1	1	1048576																																					scripts/Craft/Include/Event.lua	
98	混元丹	61	7	10	70		0	344	0	0	0	0		75		40		5	3031	5	5	3030	5	5	3010	2	5	3007	2	5	0	0										5	3118	1	1	1048576																																					scripts/Craft/Include/Event.lua	
100	金针·烟	61	7	10	70			344	0	0	0	0		75		40		5	3028	5	5	973	1	5	3008	1	5	0	0	5	0	0										5	2771	1	1	1048576																																					scripts/Craft/Include/Event.lua	
101	金针·影	61	7	10	70			344	0	0	0	0		75		40		5	3008	1	5	974	1	5	3029	5	5	0	0	5	0	0										5	2772	1	1	1048576																																					scripts/Craft/Include/Event.lua	
104	万花丹	61	7	10	70		0	344	0	0	0	0		75		30		5	3031	5	5	974	1	5	3010	2	5	3007	5	5	0	0										5	2775	1	1	1048576																																					scripts/Craft/Include/Event.lua	
105	中品玉露散	61	7	10	70		0	344	0	0	0	0		75		30		5	3032	5	5	973	1	5	3010	2	5	3007	5	5	0	0										5	2776	1	1	1048576																																					scripts/Craft/Include/Event.lua	
107	中品展凤散	61	7	10	70		0	344	0	0	0	0		75		30		5	3029	5	5	3032	3	5	974	1	5	3006	1													5	3570	1	1	1048576																																					scripts/Craft/Include/Event.lua	
108	下品亢龙丸	61	7	10	70		0	344	0	0	0	0		75		30		5	3028	5	5	3031	3	5	973	1	5	3006	1													5	2744	1	1	1048576																																					scripts/Craft/Include/Event.lua	
110	中品吸星散	61	7	10	70			344	0	0	0	0		75		40		5	3028	5	5	3010	2	5	3030	5	5	3007	2	5	0	0										5	3119	1	1	1048576																																					scripts/Craft/Include/Event.lua	
111	中品止血膏	61	7	10	70			344	0	0	0	0		75		10		5	5000	1	5	3007	1	5	0	0																5	3130	1	1	1048576																																					scripts/Craft/Include/Event.lua	
113	中品活络膏	61	7	10	70			344	0	0	0	0		75		10		5	4999	1	5	3007	1	5	0	0																5	3129	1	1	1048576																																					scripts/Craft/Include/Event.lua	
118	下品逍遥丸	61	7	10	70		0	344	0	0	0	0		75		40		5	5000	1	5	6648	2	5	0	0	5	0	0	5	0	0										5	3132	1	1	1048576																																					scripts/Craft/Include/Event.lua	
131	魄元散	15	7	10	44		0	344	0	0	0	0	-1	18	80	50	0	5	3032	5	5	3021	5	5	3016	5	5	3024	5	5	974	1	0	0	0	0	0	0	0	0	0	5	4999	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
132	金刚散	15	7	10	44		0	344	0	0	0	0	-1	18	80	50	0	5	3028	5	5	3020	5	5	3018	5	5	3025	5	5	6648	1	0	0	0	0	0	0	0	0	0	5	5000	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
133	下品玄阴散	61	7	10	68		0	344	0	0	0	0	-1	75	80	30	0	5	974	1	5	3031	4	5	3032	4	5	3006	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4996	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
134	下品罡阳散	61	7	10	68		0	344	0	0	0	0	-1	75	80	30	0	5	973	1	5	3028	4	5	3032	4	5	3007	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4997	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
137	下品静心散	61	7	10	70		0	344	0	0	0	0		75		40		5	3032	3	5	6646	1	5	973	1	5	974	1	5	3024	3										5	6869	1	1	1048576																																					scripts/Craft/Include/Event.lua	
139	截元丹	61	7	10	70		0	344	0	0	0	0		75		40		5	3030	3	5	6646	1	5	973	1	5	974	1	5	3026	3										5	6870	1	1	1048576																																					scripts/Craft/Include/Event.lua	
140	下品益气散	21	7	10	70		0	344	0	0	0	0		26		30		5	3028	3	5	6646	1	5	973	1	5	974	1	5	3031	3										5	6871	1	1	1048576																																					scripts/Craft/Include/Event.lua	
141	纳元丹	61	7	10	70		0	344	0	0	0	0	-1	75	80	40	0	5	3029	2	5	6646	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7053	8	12	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
142	下品护心丹	61	7	10	72			344	0	0	0	0		75		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9689	1	1	1048576																																					scripts/Craft/Include/Event.lua	
143	下品展凤丹	61	7	10	72			344	0	0	0	0		75		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9690	1	1	1048576																																					scripts/Craft/Include/Event.lua	
144	下品长生丹	61	7	10	72			344	0	0	0	0		75		30		5	9692	4	5	9693	2	5	3007	1																5	9691	1	1	1048576																																					scripts/Craft/Include/Event.lua	
145	下品凝神丹	61	7	10	72			344	0	0	0	0		75		30		5	9692	4	5	3030	4	5	6646	1																5	9694	1	1	1048576																																					scripts/Craft/Include/Event.lua	
146	下品健骨丹	61	7	10	74			344	0	0	0	0		75		20		5	3032	4	5	3031	4	5	3007	2	5	974	2													5	9695	1	1	1048576																																					scripts/Craft/Include/Event.lua	
147	下品亢龙丹	61	7	10	74			344	0	0	0	0		75		30		5	3030	4	5	3028	4	5	3007	2	5	973	2													5	9696	1	1	1048576																																					scripts/Craft/Include/Event.lua	
148	下品万通丹	61	7	10	74			344	0	0	0	0		75		40		5	9692	2	5	9693	2	5	3007	1																5	9697	1	1	1048576																																					scripts/Craft/Include/Event.lua	
149	蜀元露	21	7	10	74			344	0	0	0	0		26		50		5	9692	4	5	9693	4	5	9699	4	5	3010	4													5	9698	1	1	1048576																																					scripts/Craft/Include/Event.lua	
150	下品聚魂丹	61	7	10	76			344	0	0	0	0		75		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9700	1	1	1048576																																					scripts/Craft/Include/Event.lua	
151	下品益气丸	61	7	10	76			344	0	0	0	0		75		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9701	1	1	1048576																																					scripts/Craft/Include/Event.lua	
152	下品止血丹	61	7	10	76			344	0	0	0	0		75		10		5	9693	4	5	3028	4	5	6646	1																5	9702	1	1	1048576																																					scripts/Craft/Include/Event.lua	
153	下品活络丹	61	7	10	76			344	0	0	0	0		75		10		5	9692	4	5	3029	4	5	6646	1																5	9703	1	1	1048576																																					scripts/Craft/Include/Event.lua	
154	下品补筋丹	61	7	10	78			344	0	0	0	0		75		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9704	1	1	1048576																																					scripts/Craft/Include/Event.lua	
155	下品破秽丹	61	7	10	78			344	0	0	0	0		75		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9705	1	1	1048576																																					scripts/Craft/Include/Event.lua	
156	下品强身丹	61	7	10	80			344	0	0	0	0		75		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9706	1	1	1048576																																					scripts/Craft/Include/Event.lua	
157	下品金创丹	61	7	10	80			344	0	0	0	0		75		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9707	1	1	1048576																																					scripts/Craft/Include/Event.lua	
158	下品万灵丹	61	7	10	80			344	0	0	0	0		75		10		5	9699	4	5	3032	4	5	6646	1																5	9708	1	1	1048576																																					scripts/Craft/Include/Event.lua	
159	素针·封	81	7	10	80	1		344	0	0	0	0		100		40		5	9692	4	5	3028	4	5	3010	1	5	3008	5													5	9710	1	1	1048576																																					scripts/Craft/Include/Event.lua	
160	素针·锢	81	7	10	80	1		344	0	0	0	0		100		40		5	9693	4	5	3031	4	5	3010	1	5	3008	5													5	9712	1	1	1048576																																					scripts/Craft/Include/Event.lua	
164	上品定痛丸	81	7	10	80	1		344	0	0	0	0		100		30		5	9692	4	5	3028	4	5	3010	1	5	9571	2													5	9720	1	1	1048576																																					scripts/Craft/Include/Event.lua	
