CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
6	356	6	74				125260
6	357	6	76				137580
6	358	6	78				149960
6	359	6	80				163440
6	360	6	75				131770
6	361	6	75				131770
6	362	6	75				131770
6	363	6	75				131770
6	364	6	75				131770
6	365	6	75				131770
6	366	6	75				131770
6	367	6	75				131770
6	368	6	75				131770
6	369	6	75				131770
6	370	6	75				131770
6	371	6	75				131770
6	372	6	75				131770
6	373	6	75				131770
6	375	6	80				163440
6	378	6	80				163440
6	381	6	80				163440
6	384	6	80				163440
6	387	6	80				163440
6	389	6	80				163440
6	391	6	80				163440
6	394	6	80				163440
6	397	6	80				163440
6	400	6	80				163440
6	403	6	80				163440
6	405	6	74				125260
6	406	6	74				125260
6	407	6	70				77200
6	408	6	72				114870
6	409	6	75				131770
6	410	6	76				137580
6	411	6	78				149960
6	412	6	77				143640
6	413	6	72				77200
6	414	6	72				114870
6	415	6	74				125260
6	416	6	74				125260
6	417	6	78				149960
6	418	6	78				149960
6	419	6	75				131770
6	420	6	77				149960
6	437	6	80				163440
6	438	6	80				163440
6	439	6	80				163440
6	440	6	80				163440
6	457	6	76	0	0	0	125260
6	458	6	72	0	0	0	125260
6	459	6	75	0	0	0	131770
6	460	6	75	0	0	0	131770
6	462	6	80	0	0	0	163440
6	465	6	80	0	0	0	163440
6	469	6	80	0	0	0	163440
6	470	6	80	0	0	0	163440
6	473	6	30	0	0	0	8900
6	474	6	30	0	0	0	8900
6	475	6	30	0	0	0	8900
6	476	6	30	0	0	0	8900
6	477	6	30	0	0	0	8900
6	478	6	30	0	0	0	8900
6	479	6	50	0	0	0	26930
6	480	6	50	0	0	0	26930
6	481	6	50	0	0	0	26930
6	482	6	50	0	0	0	26930
6	483	6	50	0	0	0	26930
6	484	6	50	0	0	0	26930
6	485	6	40	0	0	0	16140
6	486	6	40	0	0	0	16140
6	487	6	60	0	0	0	49290
6	488	6	60	0	0	0	49290
6	489	6	70	0	0	0	193010
6	490	6	73	0	0	0	299900
6	491	6	75	0	0	0	329430
6	492	6	78	0	0	0	374900
6	493	6	14	0	0	0	2920
6	494	6	66	0	0	0	166770
6	495	6	80	0	0	0	490330
6	496	6	80	0	0	0	490330
6	497	6	80	0	0	0	490330
6	498	6	80	0	0	0	408610
6	499	6	80	0	0	0	490330
6	500	6	80	0	0	0	490330
6	501	6	80	0	0	0	490330
6	502	6	80	0	0	0	490330
6	507	6	75				131770
6	508	6	75				131770
6	510	6	80				163440
6	511	6	80				163440
6	513	6	80				163440
6	514	6	80				163440
6	516	6	80				163440
6	519	6	80				163440
6	521	6	30				8900
6	522	6	30				8900
6	523	6	30				8900
6	524	6	30				8900
6	525	6	30				8900
6	526	6	30				8900
6	527	6	50				26930
6	528	6	50				26930
6	529	6	50				26930
6	530	6	50				26930
6	531	6	50				26930
6	532	6	50				26930
6	533	6	40				16140
6	534	6	40				16140
6	535	6	60				49290
6	536	6	60				49290
6	539	6	80	0	0	0	572050
6	542	6	80	0	0	0	572050
6	543	6	80	0	0	0	572050
6	545	6	80				572050
6	549	6	80				572050
6	550	6	80				572050
6	555	6	80				572050
6	556	6	80				572050
6	561	6	80				572050
6	562	6	80				572050
6	567	6	80				572050
6	568	6	80				572050
6	571	6	80				408610
6	572	6	83				450050
6	573	6	86				494760
6	574	6	89				539480
6	575	6	90				665260
6	576	6	90				665260
6	585	6	90				665260
6	586	6	90				665260
6	603	6	90				665260
6	604	6	90				665260
6	605	6	90				665260
6	606	6	90				665260
6	615	6	90				776140
6	616	6	90				776140
6	617	6	90				776140
6	626	6	90				776140
6	627	6	90				776140
6	644	6	90				776140
6	645	6	90				776140
6	646	6	90				776140
6	647	6	90				776140
6	648	6	90				776140
6	649	6	90				776140
6	662	6	90				776140
6	663	6	90				776140
6	664	6	90				776140
6	665	6	90				776140
6	666	6	90				776140
6	667	6	90				776140
6	680	6	90				776140
6	683	6	90				776140
6	688	6	90				776140
6	689	6	90				776140
6	690	6	90				776140
6	691	6	90				776140
6	692	6	90				776140
6	693	6	90				776140
6	706	6	90				572050
6	707	6	90				776140
6	708	6	90				776140
6	709	6	90				776140
6	710	6	90				776140
6	711	6	90				776140
6	712	6	90				776140
6	713	6	90				776140
6	725	6	90				572050
6	726	6	90				776140
6	727	6	90				776140
6	728	6	90				776140
6	729	6	90				776140
6	730	6	90				776140
6	731	6	90				776140
6	744	6	90				776140
6	755	6	90				776140
6	756	6	90				776140
6	757	6	90				776140
6	758	6	90				776140
6	759	6	90				776140
6	760	6	90				776140
6	761	6	90				776140
6	762	6	90				776140
6	763	6	90				776140
6	764	6	90				776140
6	765	6	90				776140
6	766	6	90				776140
6	767	6	90				776140
6	768	6	90				776140
6	769	6	90				776140
6	770	6	90				776140
6	771	6	90				776140
6	772	6	90				776140
6	773	6	90				776140
6	774	6	90				776140
6	775	6	90				776140
6	788	6	90				776140
6	789	6	91				776140
6	790	6	91				776140
6	791	6	92				776140
6	797	6	92				776140
6	798	6	93				776140
6	799	6	93				776140
6	808	6	94				776140
6	812	6	94				776140
6	813	6	95				776140
6	814	6	95				776140
6	815	6	95				776140
6	821	6	95				776140
6	822	6	95				776140
6	823	6	95				776140
6	832	6	95				776140
6	836	6	95				776140
6	840	6	95				776140
6	841	6	95				776140
6	842	6	95				776140
6	843	6	95				776140
6	844	6	95				776140
6	845	6	95				776140
6	846	6	95				776140
6	877	6	95				776140
6	878	6	95				776140
6	913	6	95				776140
6	914	6	95				776140
6	915	6	95				776140
6	916	6	95				776140
6	917	6	95				776140
6	918	6	95				776140
6	919	6	95				776140

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
