RoleType	Type	ID	Price	Coin	StartTime	EndTime	Discount	DisStartTime	DisEndTime	CanFreeTryOn	CustomType
1	1	146	0	1500							
1	1	147	0	1500							
1	1	148	0	1500							
1	1	149	0	1500							
1	1	150	0	1500							
1	1	151	0	1500							
1	1	152	0	1500							
1	1	153	0	1500							
1	1	154	0	1500							
1	1	155	0	1500							
1	1	156	0	1500							
1	1	157	0	1500							
1	1	158	0	1500							
1	1	159	0	1500							
1	1	160	0	1500							
1	1	161	0	1500							
1	1	162	0	1500							
1	1	163	0	1500							
1	1	164	0	1500							
1	1	165	0	1500							
1	1	166	0	1500							
1	1	167	0	1500							
1	1	168	0	1500							
1	1	169	0	1500							
1	1	170	0	1500							
1	1	171	0	1500							
1	1	172	0	1500							
1	1	173	0	1500							
1	1	174	0	1500							
1	1	175	0	1500							
1	1	176	0	1500							
1	1	177	0	1500							
1	1	178	0	1500							
1	1	179	0	1500							
1	1	180	0	1500							
1	1	181	0	1500							
1	1	182	0	1500							
1	1	183	0	1500							
1	1	184	0	1500							
1	1	185	0	1500							
1	1	186	0	1500							
1	1	187	0	1500							
1	1	188	0	1500							
1	1	189	0	1500							
1	1	190	0	1500							
1	1	191	0	1500							
1	1	192	0	1500							
1	1	193	0	1500							
1	1	194	0	1500							
1	1	195	0	1500							
1	1	196	0	1500							
1	1	197	0	1500							
1	1	198	0	1500							
1	1	199	0	1500							
1	1	200	0	1500							
1	1	201	0	1500							
1	1	202	0	1500							
1	1	203	0	1500							
1	1	204	0	1500							
1	1	205	0	1500							
1	1	206	0	20000							
1	1	207	0	1500							
1	1	208	0	6000							
1	1	209	0	1500							
1	1	210	0	20000							
1	1	211	0	1500							
1	1	212	0	1500							
1	1	213	0	1500							
1	1	214	0	6000							
1	1	215	0	20000							
1	1	217	0	6000							
1	1	218	0	20000							
1	1	219	0	6000							
1	1	220	0	10000							
1	1	221	0	10000							
1	1	222	0	10000							
1	1	223	0	10000							
1	1	224	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	225	0	12000							
1	1	226	0	12000							
1	1	227	0	12000							
1	1	228	0	12000							
1	1	229	0	12000							
1	1	230	0	12000							
1	1	231	0	10000							
1	1	232	0	10000							
1	1	233	0	10000							
1	1	234	0	10000							
1	1	235	0	10000							
1	1	236	0	10000							
1	1	237	0	20000							
1	1	238	0	10000							
1	1	239	0	10000							
1	1	240	0	10000							
1	1	241	0	10000							
1	1	242	0	10000							
1	1	243	0	10000							
1	1	244	0	10000							
1	1	245	0	12000							
1	1	246	0	12000							
1	1	247	0	12000							
1	1	248	0	12000							
1	1	249	0	12000							
1	1	250	0	12000							
1	1	251	0	10000							
1	1	252	0	10000							
1	1	253	0	10000							
1	1	254	0	10000							
1	1	255	0	10000							
1	1	256	0	10000							
1	1	257	0	10000							
1	1	258	0	10000							
1	1	259	0	10000							
1	1	260	0	10000							
1	1	261	0	10000							
1	1	262	0	10000							
1	1	263	0	12000							
1	1	264	0	12000							
1	1	265	0	12000							
1	1	266	0	12000							
1	1	267	0	12000							
1	1	268	0	12000							
1	1	269	0	20000							
1	1	270	0	10000							
1	1	271	0	10000							
1	1	272	0	10000							
1	1	273	0	10000							
1	1	274	0	10000							
1	1	275	0	10000							
1	1	276	0	10000							
1	1	277	0	10000							
1	1	278	0	10000							
1	1	279	0	10000							
1	1	280	0	10000							
1	1	281	0	10000							
1	1	282	0	20000							
1	1	283	0	10000							
1	1	284	0	10000							
1	1	285	0	10000							
1	1	286	0	10000							
1	1	287	0	10000							
1	1	288	0	10000							
1	1	289	0	20000							
1	1	290	0	10000							
1	1	291	0	10000							
1	1	292	0	10000							
1	1	293	0	10000							
1	1	294	0	10000							
1	1	295	0	10000							
1	1	296	0	20000							
1	1	297	0	10000							
1	1	298	0	10000							
1	1	299	0	10000							
1	1	300	0	10000							
1	1	301	0	10000							
1	1	302	0	10000							
1	1	303	0	20000							
1	1	304	0	10000							
1	1	305	0	10000							
1	1	306	0	10000							
1	1	307	0	10000							
1	1	308	0	10000							
1	1	309	0	10000							
1	1	310	0	10000							
1	1	311	0	10000							
1	1	312	0	10000							
1	1	313	0	10000							
1	1	314	0	10000							
1	1	315	0	10000							
1	1	316	0	10000							
1	1	317	0	20000							
1	1	318	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	319	0	10000							
1	1	320	0	10000							
1	1	321	0	10000							
1	1	322	0	10000							
1	1	323	0	10000							
1	1	324	0	10000							
1	1	325	0	20000							
1	1	326	0	10000							
1	1	327	0	10000							
1	1	328	0	10000							
1	1	329	0	10000							
1	1	330	0	10000							
1	1	331	0	10000							
1	1	332	0	20000							
1	1	333	0	10000							
1	1	334	0	10000							
1	1	335	0	10000							
1	1	336	0	10000							
1	1	337	0	10000							
1	1	338	0	10000							
1	1	339	0	20000							
1	1	340	0	10000							
1	1	341	0	10000							
1	1	342	0	10000							
1	1	343	0	10000							
1	1	344	0	10000							
1	1	345	0	10000							
1	1	346	0	20000							
1	1	347	0	10000							
1	1	348	0	10000							
1	1	349	0	10000							
1	1	350	0	10000							
1	1	351	0	10000							
1	1	352	0	10000							
1	1	353	0	20000							
1	1	354	0	10000							
1	1	355	0	10000							
1	1	356	0	10000							
1	1	357	0	10000							
1	1	358	0	10000							
1	1	359	0	10000							
1	1	360	0	20000							
1	1	361	0	10000							
1	1	362	0	10000							
1	1	363	0	10000							
1	1	364	0	10000							
1	1	365	0	10000							
1	1	366	0	10000							
1	1	367	0	20000							
1	1	368	0	10000							
1	1	369	0	10000							
1	1	370	0	10000							
1	1	371	0	10000							
1	1	372	0	10000							
1	1	373	0	10000							
1	1	374	0	20000							
1	1	375	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	376	0	10000							
1	1	377	0	10000							
1	1	378	0	10000							
1	1	379	0	10000							
1	1	380	0	10000							
1	1	381	0	10000							
1	1	382	0	20000							
1	1	383	0	10000							
1	1	384	0	10000							
1	1	385	0	10000							
1	1	386	0	10000							
1	1	387	0	10000							
1	1	388	0	10000							
1	1	389	0	20000							
1	1	390	0	10000							
1	1	391	0	10000							
1	1	392	0	10000							
1	1	393	0	10000							
1	1	394	0	10000							
1	1	395	0	10000							
1	1	396	0	20000							
1	1	397	0	12000							
1	1	398	0	12000							
1	1	399	0	12000							
1	1	400	0	12000							
1	1	401	0	12000							
1	1	402	0	12000							
1	1	403	0	20000							
1	1	404	0	10000							
1	1	405	0	10000							
1	1	406	0	10000							
1	1	407	0	10000							
1	1	408	0	10000							
1	1	409	0	10000							
1	1	410	0	20000							
1	1	411	0	10000							
1	1	412	0	10000							
1	1	413	0	10000							
1	1	414	0	10000							
1	1	415	0	10000							
1	1	416	0	10000							
1	1	417	0	20000							
1	1	418	0	10000							
1	1	419	0	10000							
1	1	420	0	10000							
1	1	421	0	10000							
1	1	422	0	10000							
1	1	423	0	10000							
1	1	424	0	20000							
1	1	425	0	10000							
1	1	426	0	10000							
1	1	427	0	10000							
1	1	428	0	10000							
1	1	429	0	10000							
1	1	430	0	10000							
1	1	431	0	20000							
1	1	432	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	433	0	10000							
1	1	434	0	10000							
1	1	435	0	10000							
1	1	436	0	10000							
1	1	437	0	10000							
1	1	438	0	10000							
1	1	439	0	20000							
1	1	440	0	10000							
1	1	441	0	28000							
1	1	442	0	10000							
1	1	443	0	10000							
1	1	444	0	10000							
1	1	445	0	10000							
1	1	446	0	10000							
1	1	447	0	10000							
1	1	448	0	20000							
1	1	449	0	10000							
1	1	450	0	10000							
1	1	451	0	10000							
1	1	452	0	10000							
1	1	453	0	10000							
1	1	454	0	10000							
1	1	455	0	20000							
1	1	456	0	10000							
1	1	457	0	10000							
1	1	458	0	10000							
1	1	459	0	10000							
1	1	460	0	10000							
1	1	461	0	10000							
1	1	462	0	20000							
1	1	463	0	10000							
1	1	464	0	10000							
1	1	465	0	10000							
1	1	466	0	10000							
1	1	467	0	10000							
1	1	468	0	10000							
1	1	469	0	20000							
1	1	470	0	10000							
1	1	471	0	10000							
1	1	472	0	10000							
1	1	473	0	10000							
1	1	474	0	10000							
1	1	475	0	10000							
1	1	476	0	20000							
1	1	477	0	10000							
1	1	478	0	10000							
1	1	479	0	10000							
1	1	480	0	10000							
1	1	481	0	10000							
1	1	482	0	10000							
1	1	483	0	20000							
1	1	484	0	10000							
1	1	485	0	10000							
1	1	486	0	10000							
1	1	487	0	10000							
1	1	488	0	10000							
1	1	489	0	10000							
1	1	490	0	20000							
1	1	491	0	10000							
1	1	492	0	10000							
1	1	493	0	10000							
1	1	494	0	10000							
1	1	495	0	10000							
1	1	496	0	10000							
1	1	497	0	20000							
1	1	498	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	499	0	10000							
1	1	500	0	10000							
1	1	501	0	10000							
1	1	502	0	10000							
1	1	503	0	10000							
1	1	504	0	10000							
1	1	505	0	20000							
1	1	506	0	10000							
1	1	507	0	10000							
1	1	508	0	10000							
1	1	509	0	10000							
1	1	510	0	10000							
1	1	511	0	10000							
1	1	512	0	20000							
1	1	513	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	514	0	10000							
1	1	515	0	10000							
1	1	516	0	10000							
1	1	517	0	10000							
1	1	518	0	10000							
1	1	519	0	10000							
1	1	520	0	20000							
1	1	521	0	10000							
1	1	522	0	10000							
1	1	523	0	10000							
1	1	524	0	10000							
1	1	525	0	10000							
1	1	526	0	10000							
1	1	527	0	20000							
1	1	528	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	529	0	10000							
1	1	530	0	10000							
1	1	531	0	10000							
1	1	532	0	10000							
1	1	533	0	10000							
1	1	534	0	10000							
1	1	535	0	20000							
1	1	536	0	10000							
1	1	537	0	10000							
1	1	538	0	10000							
1	1	539	0	10000							
1	1	540	0	10000							
1	1	541	0	10000							
1	1	542	0	20000							
1	1	543	0	10000							
1	1	544	0	10000							
1	1	545	0	10000							
1	1	546	0	10000							
1	1	547	0	10000							
1	1	548	0	10000							
1	1	549	0	20000							
1	1	550	0	10000							
1	1	551	0	10000							
1	1	552	0	10000							
1	1	553	0	10000							
1	1	554	0	10000							
1	1	555	0	10000							
1	1	556	0	20000							
1	1	557	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	558	0	10000							
1	1	559	0	10000							
1	1	560	0	10000							
1	1	561	0	10000							
1	1	562	0	10000							
1	1	563	0	10000							
1	1	564	0	20000							
1	1	565	0	10000							
1	1	566	0	10000							
1	1	567	0	10000							
1	1	568	0	10000							
1	1	569	0	10000							
1	1	570	0	10000							
1	1	571	0	20000							
1	1	572	0	10000							
1	1	573	0	10000							
1	1	574	0	10000							
1	1	575	0	10000							
1	1	576	0	10000							
1	1	577	0	10000							
1	1	578	0	20000							
1	1	579	0	10000							
1	1	580	0	10000							
1	1	581	0	10000							
1	1	582	0	10000							
1	1	583	0	10000							
1	1	584	0	10000							
1	1	585	0	20000							
1	1	586	0	20000	1377673200	1381388400	100	1377673200	1381388400		
1	1	587	0	12000							
1	1	588	0	12000							
1	1	589	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	590	0	10000							
1	1	591	0	10000							
1	1	592	0	10000							
1	1	593	0	10000							
1	1	594	0	10000							
1	1	595	0	10000							
1	1	596	0	20000							
1	1	597	0	10000							
1	1	598	0	10000							
1	1	599	0	10000							
1	1	600	0	10000							
1	1	601	0	10000							
1	1	602	0	10000							
1	1	603	0	20000							
1	1	604	0	20000	1377673200	1381388400	100	1377673200	1381388400		
1	1	605	0	20000	1377673200	1381388400	100	1377673200	1381388400		
1	1	606	0	12000							
1	1	607	0	12000							
1	1	608	0	12000							
1	1	609	0	12000							
1	1	610	0	12000							
1	1	611	0	12000							
1	1	612	0	20000							
1	1	613	0	10000							
1	1	614	0	10000							
1	1	615	0	10000							
1	1	616	0	10000							
1	1	617	0	10000							
1	1	618	0	10000							
1	1	619	0	20000							
1	1	620	0	10000							
1	1	621	0	10000							
1	1	622	0	10000							
1	1	623	0	10000							
1	1	624	0	10000							
1	1	625	0	10000							
1	1	626	0	20000							
1	1	627	0	10000							
1	1	628	0	10000							
1	1	629	0	10000							
1	1	630	0	10000							
1	1	631	0	10000							
1	1	632	0	10000							
1	1	633	0	20000							
1	1	634	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	635	0	10000							
1	1	636	0	10000							
1	1	637	0	10000							
1	1	638	0	10000							
1	1	639	0	10000							
1	1	640	0	10000							
1	1	641	0	20000							
1	1	642	0	10000							
1	1	643	0	10000							
1	1	644	0	10000							
1	1	645	0	10000							
1	1	646	0	10000							
1	1	647	0	10000							
1	1	648	0	20000							
1	1	649	0	10000							
1	1	650	0	10000							
1	1	651	0	10000							
1	1	652	0	10000							
1	1	653	0	10000							
1	1	654	0	10000							
1	1	655	0	20000							
1	1	656	0	10000							
1	1	657	0	10000							
1	1	658	0	10000							
1	1	659	0	10000							
1	1	660	0	10000							
1	1	661	0	10000							
1	1	662	0	20000							
1	1	663	0	38000	1377673200	1381388400	100	1377673200	1381388400		
1	1	664	0	10000	1377673200	1381388400	100	1377673200	1381388400		
1	1	665	0	10000							
1	1	666	0	10000							
1	1	667	0	10000							
1	1	668	0	10000							
1	1	669	0	10000							
1	1	670	0	10000							
1	1	671	0	20000							
1	1	672	0	10000							
1	1	673	0	10000							
1	1	674	0	10000							
1	1	675	0	10000							
1	1	676	0	10000							
1	1	677	0	10000							
1	1	678	0	20000							
1	1	679	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	680	0	10000							
1	1	681	0	10000							
1	1	682	0	10000							
1	1	683	0	10000							
1	1	684	0	10000							
1	1	685	0	10000							
1	1	686	0	20000							
1	1	687	0	10000							
1	1	688	0	10000							
1	1	689	0	10000							
1	1	690	0	10000							
1	1	691	0	10000							
1	1	692	0	10000							
1	1	693	0	20000							
1	1	694	0	10000							
1	1	695	0	10000							
1	1	696	0	10000							
1	1	697	0	10000							
1	1	698	0	10000							
1	1	699	0	10000							
1	1	700	0	20000							
1	1	701	0	10000							
1	1	702	0	10000							
1	1	703	0	10000							
1	1	704	0	10000							
1	1	705	0	10000							
1	1	706	0	10000							
1	1	707	0	20000							
1	1	708	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	709	0	28000	1377673200	1381388400	100	1377673200	1381388400		
1	1	710	0	12000							
1	1	711	0	12000							
1	1	712	0	12000							
1	1	713	0	12000							
1	1	714	0	12000							
1	1	715	0	12000							
1	1	716	0	20000							
1	1	717	0	10000							
1	1	718	0	10000							
1	1	719	0	10000							
1	1	720	0	10000							
1	1	721	0	10000							
1	1	722	0	10000							
1	1	723	0	20000							
1	1	724	0	28000	1377673200	1381388400	100	1377673200	1381388400		
2	0	1	0	4500							
2	0	2	0	4500							
2	0	3	0	4500							
2	0	4	0	4500							
2	0	5	0	4500							
2	0	6	0	4500							
2	0	7	0	4500							
2	0	8	0	4500							
2	0	9	0	4500							
2	0	10	0	4500							
2	0	11	0	4500							
2	0	12	0	4500							
2	0	13	0	4500							
2	0	14	0	4500							
2	0	15	0	4500							
2	0	16	0	4500							
2	0	17	0	4500							
2	0	18	0	4500							
2	0	19	0	4500							
2	0	20	0	4500							
2	0	21	0	4500							
2	0	22	0	6000							
2	0	23	0	4500							
2	0	24	0	4500							
2	1	1	0	1500							
2	1	2	0	1500							
2	1	3	0	1500							
2	1	4	0	1500							
2	1	5	0	1500							
2	1	6	0	1500							
2	1	7	0	1500							
2	1	8	0	1500							
2	1	9	0	1500							
2	1	10	0	1500							
2	1	11	0	1500							
2	1	12	0	1500							
2	1	13	0	1500							
2	1	14	0	1500							
2	1	15	0	1500							
2	1	16	0	1500							
2	1	17	0	1500							
2	1	18	0	1500							
2	1	19	0	1500							
2	1	20	0	1500							
2	1	21	0	1500							
2	1	22	0	1500							
2	1	23	0	1500							
2	1	24	0	1500							
2	1	25	0	1500							
2	1	26	0	1500							
2	1	27	0	1500							
2	1	28	0	1500							
2	1	29	0	1500							
2	1	30	0	1500							
2	1	31	0	1500							
2	1	32	0	1500							
2	1	33	0	1500							
2	1	34	0	1500							
2	1	35	0	1500							
2	1	36	0	1500							
2	1	37	0	1500							
2	1	38	0	1500							
2	1	39	0	1500							
2	1	40	0	1500							
2	1	41	0	1500							
2	1	42	0	1500							
2	1	43	0	1500							
2	1	44	0	1500							
2	1	45	0	1500							
2	1	46	0	1500							
2	1	47	0	1500							
2	1	48	0	1500							
2	1	49	0	1500							
2	1	50	0	1500							
2	1	51	0	1500							
2	1	52	0	1500							
2	1	53	0	1500							
2	1	54	0	1500							
2	1	55	0	1500							
2	1	56	0	1500							
2	1	57	0	1500							
2	1	58	0	1500							
2	1	59	0	1500							
2	1	60	0	1500							
2	1	61	0	1500							
2	1	62	0	1500							
2	1	63	0	8000							
2	1	64	0	1500							
2	1	65	0	1500							
2	1	66	0	1500							
2	1	67	0	1500							
2	1	68	0	1500							
2	1	69	0	1500							
2	1	70	0	1500							
2	1	71	0	1500							
2	1	72	0	1500							
2	1	73	0	1500							
2	1	74	0	1500							
2	1	75	0	1500							
2	1	76	0	1500							
2	1	77	0	1500							
2	1	78	0	1500							
2	1	79	0	1500							
2	1	80	0	1500							
2	1	81	0	1500							
2	1	82	0	1500							
2	1	83	0	1500							
2	1	84	0	1500							
2	1	85	0	1500							
2	1	86	0	1500							
2	1	87	0	1500							
2	1	88	0	1500							
2	1	89	0	1500							
2	1	90	0	1500							
2	1	91	0	1500							
2	1	92	0	1500							
2	1	93	0	1500							
2	1	94	0	1500							
2	1	95	0	1500							
2	1	96	0	1500							
2	1	97	0	1500							
2	1	98	0	1500							
2	1	99	0	1500							
2	1	100	0	1500							
2	1	101	0	1500							
2	1	102	0	1500							
2	1	103	0	1500							
2	1	104	0	1500							
2	1	105	0	1500							
2	1	106	0	1500							
2	1	107	0	1500							
2	1	108	0	1500							
2	1	109	0	1500							
2	1	110	0	1500							
2	1	111	0	1500							
2	1	112	0	1500							
2	1	113	0	1500							
2	1	114	0	1500							
2	1	115	0	1500							
2	1	116	0	1500							
2	1	117	0	1500							
2	1	118	0	1500							
2	1	119	0	1500							
2	1	120	0	1500							
2	1	121	0	1500							
2	1	122	0	1500							
2	1	123	0	1500							
2	1	124	0	1500							
2	1	125	0	1500							
2	1	126	0	1500							
2	1	127	0	1500							
2	1	128	0	1500							
2	1	129	0	1500							
2	1	130	0	1500							
2	1	131	0	1500							
2	1	132	0	1500							
2	1	133	0	1500							
2	1	134	0	1500							
2	1	135	0	1500							
2	1	136	0	1500							
2	1	137	0	1500							
2	1	138	0	1500							
2	1	139	0	1500							
2	1	140	0	1500							
2	1	141	0	1500							
2	1	142	0	1500							
2	1	143	0	1500							
2	1	144	0	1500							
2	1	145	0	1500							
2	1	146	0	1500							
2	1	147	0	1500							
2	1	148	0	1500							
2	1	149	0	1500							
2	1	150	0	1500							
2	1	151	0	1500							
2	1	152	0	1500							
2	1	153	0	1500							
2	1	154	0	1500							
2	1	155	0	1500							
2	1	156	0	1500							
2	1	157	0	1500							
2	1	158	0	1500							
2	1	159	0	1500							
2	1	160	0	1500							
2	1	161	0	1500							
2	1	162	0	1500							
2	1	163	0	1500							
2	1	164	0	1500							
2	1	165	0	1500							
2	1	166	0	1500							
2	1	167	0	1500							
2	1	168	0	1500							
2	1	169	0	1500							
2	1	170	0	1500							
2	1	171	0	1500							
2	1	172	0	1500							
2	1	173	0	1500							
2	1	174	0	1500							
2	1	175	0	1500							
2	1	176	0	1500							
2	1	177	0	1500							
2	1	178	0	1500							
2	1	179	0	1500							
2	1	180	0	1500							
2	1	181	0	1500							
2	1	182	0	1500							
2	1	183	0	1500							
2	1	184	0	1500							
2	1	185	0	1500							
2	1	186	0	1500							
2	1	187	0	1500							
2	1	188	0	1500							
2	1	189	0	1500							
2	1	190	0	1500							
2	1	191	0	1500							
2	1	206	0	20000							
2	1	207	0	1500							
2	1	208	0	6000							
2	1	209	0	1500							
2	1	210	0	20000							
2	1	211	0	1500							
2	1	212	0	1500							
2	1	213	0	1500							
2	1	214	0	6000							
2	1	215	0	20000							
2	1	217	0	6000							
2	1	218	0	20000							
2	1	220	0	10000							
2	1	221	0	10000							
2	1	222	0	10000							
2	1	223	0	10000							
2	1	224	0	38000	1377673200	1381388400	100	1377673200	1381388400		
2	1	225	0	12000							
2	1	226	0	12000							
2	1	227	0	12000							
2	1	228	0	12000							
2	1	229	0	12000							
2	1	230	0	12000							
2	1	231	0	10000							
2	1	232	0	10000							
2	1	233	0	10000							
2	1	234	0	10000							
2	1	235	0	10000							
2	1	236	0	10000							
2	1	237	0	20000							
2	1	238	0	10000							
2	1	239	0	10000							
2	1	240	0	10000							
2	1	241	0	10000							
2	1	242	0	10000							
2	1	243	0	10000							
2	1	244	0	10000							
2	1	245	0	12000							
2	1	246	0	12000							
2	1	247	0	12000							
2	1	248	0	12000							
2	1	249	0	12000							
2	1	250	0	12000							
2	1	251	0	10000							
2	1	252	0	10000							
2	1	253	0	10000							
2	1	254	0	10000							
2	1	255	0	10000							
2	1	256	0	10000							
2	1	257	0	10000							
2	1	258	0	10000							
2	1	259	0	10000							
2	1	260	0	10000							
2	1	261	0	10000							
2	1	262	0	10000							
2	1	263	0	12000							
2	1	264	0	12000							
2	1	265	0	12000							
2	1	266	0	12000							
2	1	267	0	12000							
2	1	268	0	12000							
2	1	269	0	20000							
2	1	270	0	10000							
2	1	271	0	10000							
2	1	272	0	10000							
2	1	273	0	10000							
2	1	274	0	10000							
2	1	275	0	10000							
2	1	276	0	10000							
2	1	277	0	10000							
2	1	278	0	10000							
2	1	279	0	10000							
2	1	280	0	10000							
2	1	281	0	10000							
2	1	282	0	20000							
2	1	283	0	10000							
2	1	284	0	10000							
2	1	285	0	10000							
2	1	286	0	10000							
2	1	287	0	10000							
2	1	288	0	10000							
2	1	289	0	20000							
2	1	290	0	10000							
2	1	291	0	10000							
2	1	292	0	10000							
2	1	293	0	10000							
2	1	294	0	10000							
2	1	295	0	10000							
2	1	296	0	20000							
2	1	297	0	10000							
2	1	298	0	10000							
2	1	299	0	10000							
2	1	300	0	10000							
2	1	301	0	10000							
2	1	302	0	10000							
2	1	303	0	20000							
2	1	304	0	10000							
2	1	305	0	10000							
2	1	306	0	10000							
2	1	307	0	10000							
2	1	308	0	10000							
2	1	309	0	10000							
2	1	310	0	10000							
2	1	311	0	10000							
2	1	312	0	10000							
2	1	313	0	10000							
2	1	314	0	10000							
2	1	315	0	10000							
2	1	316	0	10000							
2	1	317	0	20000							
2	1	318	0	38000	1377673200	1381388400	100	1377673200	1381388400		
2	1	319	0	10000							
2	1	320	0	10000							
2	1	321	0	10000							
2	1	322	0	10000							
2	1	323	0	10000							
2	1	324	0	10000							
2	1	325	0	20000							
2	1	326	0	10000							
2	1	327	0	10000							
2	1	328	0	10000							
2	1	329	0	10000							
2	1	330	0	10000							
2	1	331	0	10000							
2	1	332	0	20000							
2	1	333	0	10000							
2	1	334	0	10000							
2	1	335	0	10000							
2	1	336	0	10000							
2	1	337	0	10000							
2	1	338	0	10000							
2	1	339	0	20000							
2	1	340	0	10000							
2	1	341	0	10000							
2	1	342	0	10000							
2	1	343	0	10000							
2	1	344	0	10000							
2	1	345	0	10000							
2	1	346	0	20000							
2	1	347	0	10000							
2	1	348	0	10000							
2	1	349	0	10000							
2	1	350	0	10000							
2	1	351	0	10000							
2	1	352	0	10000							
2	1	353	0	20000							
2	1	354	0	10000							
2	1	355	0	10000							
2	1	356	0	10000							
2	1	357	0	10000							
2	1	358	0	10000							
2	1	359	0	10000							
