HeadID	HeadformID	BangID	PlaitID
347	311	0	0
348	312	0	0
349	313	0	0
350	314	0	0
351	315	0	0
352	316	0	0
353	317	0	0
354	318	0	0
355	319	0	0
356	320	0	0
357	321	0	0
358	322	0	0
359	323	0	0
360	324	0	0
361	325	0	0
362	326	0	0
363	327	0	0
364	328	0	0
365	329	0	0
366	330	0	0
367	331	0	0
368	332	0	0
369	333	0	0
370	334	0	0
371	335	0	0
372	336	0	0
373	337	0	0
374	338	0	0
375	339	0	0
376	340	0	0
377	341	0	0
378	342	0	0
379	343	0	0
380	344	0	0
381	345	0	0
382	346	0	0
383	347	0	0
384	348	0	0
385	349	0	0
386	350	0	0
387	351	0	0
388	352	0	0
389	353	0	0
390	354	0	0
391	355	0	0
392	356	0	0
393	357	0	0
394	358	0	0
395	359	0	0
396	360	0	0
397	361	0	0
398	362	0	0
399	363	0	0
400	364	0	0
401	365	0	0
402	366	0	0
403	367	0	0
404	368	0	0
405	369	0	0
406	370	0	0
407	371	0	0
408	372	0	0
409	373	0	0
410	374	0	0
411	375	0	0
412	376	0	0
413	377	0	0
414	378	0	0
415	379	0	0
416	380	0	0
417	381	0	0
418	382	0	0
419	383	0	0
420	384	0	0
421	385	0	0
422	386	0	0
423	387	0	0
424	388	0	0
425	389	0	0
426	390	0	0
427	391	0	0
428	392	0	0
429	393	0	0
430	394	0	0
431	395	0	0
432	396	0	0
433	397	0	0
434	398	0	0
435	399	0	0
436	400	0	0
437	401	0	0
438	402	0	0
439	403	0	0
440	404	0	0
441	405	0	0
442	406	0	0
443	407	0	0
444	408	0	0
445	409	0	0
446	410	0	0
447	411	0	0
448	412	0	0
449	413	0	0
450	414	0	0
451	415	0	0
452	416	0	0
453	417	0	0
454	418	0	0
455	419	0	0
456	420	0	0
457	421	0	0
458	422	0	0
459	423	0	0
460	424	0	0
461	425	0	0
462	426	0	0
463	427	0	0
464	428	0	0
465	429	0	0
466	430	0	0
467	431	0	0
468	432	0	0
469	433	0	0
470	434	0	0
471	435	0	0
472	436	0	0
473	437	0	0
474	438	0	0
475	439	0	0
476	440	0	0
477	441	0	0
478	442	0	0
479	443	0	0
480	444	0	0
481	445	0	0
482	446	0	0
483	447	0	0
484	448	0	0
485	449	0	0
486	450	0	0
487	451	0	0
488	452	0	0
489	453	0	0
490	454	0	0
491	455	0	0
492	456	0	0
493	457	0	0
494	458	0	0
495	459	0	0
496	460	0	0
497	461	0	0
498	462	0	0
499	463	0	0
500	464	0	0
501	465	0	0
502	466	0	0
503	467	0	0
504	468	0	0
505	469	0	0
506	470	0	0
507	471	0	0
508	472	0	0
509	473	0	0
510	474	0	0
511	475	0	0
512	476	0	0
513	477	0	0
514	478	0	0
515	479	0	0
516	480	0	0
517	481	0	0
518	482	0	0
519	483	0	0
520	484	0	0
521	485	0	0
522	486	0	0
523	487	0	0
524	488	0	0
525	489	0	0
526	490	0	0
527	491	0	0
528	492	0	0
529	493	0	0
530	494	0	0
531	495	0	0
532	496	0	0
533	497	0	0
534	498	0	0
535	499	0	0
536	500	0	0
537	501	0	0
538	502	0	0
539	503	0	0
540	504	0	0
541	505	0	0
542	506	0	0
543	507	0	0
544	508	0	0
545	509	0	0
546	510	0	0
547	511	0	0
548	512	0	0
549	513	0	0
550	514	0	0
551	515	0	0
552	516	0	0
553	517	0	0
554	518	0	0
555	519	0	0
556	520	0	0
557	521	0	0
558	522	0	0
559	523	0	0
560	524	0	0
561	525	0	0
562	526	0	0
563	527	0	0
564	528	0	0
565	529	0	0
566	530	0	0
567	531	0	0
568	532	0	0
569	533	0	0
570	534	0	0
571	535	0	0
572	536	0	0
573	537	0	0
574	538	0	0
575	539	0	0
576	540	0	0
577	541	0	0
578	542	0	0
579	543	0	0
580	544	0	0
581	545	0	0
582	546	0	0
583	547	0	0
584	548	0	0
585	549	0	0
586	550	0	0
587	551	0	0
588	552	0	0
589	553	0	0
590	554	0	0
591	555	0	0
592	556	0	0
593	557	0	0
594	558	0	0
595	559	0	0
596	560	0	0
597	561	0	0
598	562	0	0
599	563	0	0
600	564	0	0
601	565	0	0
602	566	0	0
603	567	0	0
604	568	0	0
605	569	0	0
606	570	0	0
607	571	0	0
608	572	0	0
609	573	0	0
610	574	0	0
611	575	0	0
612	576	0	0
613	577	0	0
614	578	0	0
615	579	0	0
616	580	0	0
617	581	0	0
618	582	0	0
619	583	0	0
620	584	0	0
621	585	0	0
622	586	0	0
623	587	0	0
624	588	0	0
625	589	0	0
626	590	0	0
627	591	0	0
628	592	0	0
629	593	0	0
630	594	0	0
631	595	0	0
632	596	0	0
633	597	0	0
634	598	0	0
635	599	0	0
636	600	0	0
637	601	0	0
638	602	0	0
639	603	0	0
640	604	0	0
641	605	0	0
642	606	0	0
643	607	0	0
644	608	0	0
645	609	0	0
646	610	0	0
647	611	0	0
648	612	0	0
649	613	0	0
650	614	0	0
651	615	0	0
652	616	0	0
653	617	0	0
654	618	0	0
655	619	0	0
656	620	0	0
657	621	0	0
658	622	0	0
659	623	0	0
660	624	0	0
661	625	0	0
662	626	0	0
663	627	0	0
664	628	0	0
665	629	0	0
666	630	0	0
667	631	0	0
668	632	0	0
669	633	0	0
670	634	0	0
671	635	0	0
672	636	0	0
673	637	0	0
674	638	0	0
675	639	0	0
676	640	0	0
677	641	0	0
678	642	0	0
679	643	0	0
680	644	0	0
681	645	0	0
682	646	0	0
683	647	0	0
684	648	0	0
685	649	0	0
686	650	0	0
687	651	0	0
688	652	0	0
689	653	0	0
690	654	0	0
691	655	0	0
692	656	0	0
693	657	0	0
694	658	0	0
695	659	0	0
696	660	0	0
697	661	0	0
698	662	0	0
699	663	0	0
700	664	0	0
701	665	0	0
702	666	0	0
703	667	0	0
704	668	0	0
705	669	0	0
706	670	0	0
707	671	0	0
708	672	0	0
709	673	0	0
710	674	0	0
711	675	0	0
712	676	0	0
713	677	0	0
714	678	0	0
715	679	0	0
716	680	0	0
717	681	0	0
718	682	0	0
719	683	0	0
720	684	0	0
721	685	0	0
722	686	0	0
723	687	0	0
724	688	0	0

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
