GradeID	VersionDate	RegressionDaily	FreeLimit	KungFu	ItemType1	ItemIndex1	ItemStackNum1	ItemType2	ItemIndex2	ItemStackNum2	ItemType3	ItemIndex3	ItemStackNum3	ItemType4	ItemIndex4	ItemStackNum4	ItemType5	ItemIndex5	ItemStackNum5	ItemType6	ItemIndex6	ItemStackNum6	ItemType7	ItemIndex7	ItemStackNum7	ItemType8	ItemIndex8	ItemStackNum8
0	0	3	0	0	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10002	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10003	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10021	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10028	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10026	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10062	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10014	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10015	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10080	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10081	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10175	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10176	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10224	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10225	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10144	5	6714	5	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10145	5	6714	5	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10242	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10243	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	3	0	10268	5	6714	3	7	12821	1	7	12822	1	7	12823	1												
0	0	4	1	0	5	6714	5	5	5256	20	5	16954	1	8	4024	1												
0	0	4	1	10002	5	6714	5	5	5256	20	8	5446	1	8	4024	1												
0	0	4	1	10003	5	6714	5	5	5256	20	8	5447	1	8	4024	1												
0	0	4	1	10021	5	6714	5	5	5256	20	8	5443	1	8	4024	1												
0	0	4	1	10028	5	6714	5	5	5256	20	8	5442	1	8	4024	1												
0	0	4	1	10026	5	6714	5	5	5256	20	8	5441	1	8	4024	1												
0	0	4	1	10062	5	6714	5	5	5256	20	8	5440	1	8	4024	1												
0	0	4	1	10014	5	6714	5	5	5256	20	8	5448	1	8	4024	1												
0	0	4	1	10015	5	6714	5	5	5256	20	8	5449	1	8	4024	1												
0	0	4	1	10080	5	6714	5	5	5256	20	8	5444	1	8	4024	1												
0	0	4	1	10081	5	6714	5	5	5256	20	8	5445	1	8	4024	1												
0	0	4	1	10175	5	6714	5	5	5256	20	8	5451	1	8	4024	1												
0	0	4	1	10176	5	6714	5	5	5256	20	8	5452	1	8	4024	1												
0	0	4	1	10224	5	6714	5	5	5256	20	8	5454	1	8	4024	1												
0	0	4	1	10225	5	6714	5	5	5256	20	8	5453	1	8	4024	1												
0	0	4	1	10144	5	6714	5	5	5256	20	8	5450	1	8	4024	1												
0	0	4	1	10145	5	6714	5	5	5256	20	8	5450	1	8	4024	1												
0	0	4	1	10242	5	6714	5	5	5256	20	8	6260	1	8	4024	1												
0	0	4	1	10243	5	6714	5	5	5256	20	8	6261	1	8	4024	1												
0	0	4	1	10268	5	6714	5	5	5256	20	8	8244	1	8	4024	1												
0	0	5	1	0	5	6714	10	5	5256	30	5	16955	1	5	10389	5												
0	0	5	1	10002	5	6714	10	5	5256	30	8	5461	1	5	10389	5												
0	0	5	1	10003	5	6714	10	5	5256	30	8	5462	1	5	10389	5												
0	0	5	1	10021	5	6714	10	5	5256	30	8	5458	1	5	10389	5												
0	0	5	1	10028	5	6714	10	5	5256	30	8	5457	1	5	10389	5												
0	0	5	1	10026	5	6714	10	5	5256	30	8	5456	1	5	10389	5												
0	0	5	1	10062	5	6714	10	5	5256	30	8	5455	1	5	10389	5												
0	0	5	1	10014	5	6714	10	5	5256	30	8	5463	1	5	10389	5												
0	0	5	1	10015	5	6714	10	5	5256	30	8	5464	1	5	10389	5												
0	0	5	1	10080	5	6714	10	5	5256	30	8	5459	1	5	10389	5												
0	0	5	1	10081	5	6714	10	5	5256	30	8	5460	1	5	10389	5												
0	0	5	1	10175	5	6714	10	5	5256	30	8	5466	1	5	10389	5												
0	0	5	1	10176	5	6714	10	5	5256	30	8	5467	1	5	10389	5												
0	0	5	1	10224	5	6714	10	5	5256	30	8	5469	1	5	10389	5												
0	0	5	1	10225	5	6714	10	5	5256	30	8	5468	1	5	10389	5												
0	0	5	1	10144	5	6714	10	5	5256	30	8	5465	1	5	10389	5												
0	0	5	1	10145	5	6714	10	5	5256	30	8	5465	1	5	10389	5												
0	0	5	1	10242	5	6714	10	5	5256	30	8	6262	1	5	10389	5												
0	0	5	1	10243	5	6714	10	5	5256	30	8	6263	1	5	10389	5												
0	0	5	1	10268	5	6714	10	5	5256	30	8	8245	1	5	10389	5												
0	0	6	1	0	5	6258	100	5	16956	1	5	7694	5	8	74	1												
0	0	6	1	10002	5	6258	100	8	5476	1	5	7694	5	8	74	1												
0	0	6	1	10003	5	6258	100	8	5477	1	5	7694	5	8	74	1												
0	0	6	1	10021	5	6258	100	8	5473	1	5	7694	5	8	74	1												
0	0	6	1	10028	5	6258	100	8	5472	1	5	7694	5	8	74	1												
0	0	6	1	10026	5	6258	100	8	5471	1	5	7694	5	8	74	1												
0	0	6	1	10062	5	6258	100	8	5470	1	5	7694	5	8	74	1												
0	0	6	1	10014	5	6258	100	8	5478	1	5	7694	5	8	74	1												
0	0	6	1	10015	5	6258	100	8	5479	1	5	7694	5	8	74	1												
0	0	6	1	10080	5	6258	100	8	5474	1	5	7694	5	8	74	1												
0	0	6	1	10081	5	6258	100	8	5475	1	5	7694	5	8	74	1												
0	0	6	1	10175	5	6258	100	8	5481	1	5	7694	5	8	74	1												
0	0	6	1	10176	5	6258	100	8	5482	1	5	7694	5	8	74	1												
0	0	6	1	10224	5	6258	100	8	5484	1	5	7694	5	8	74	1												
0	0	6	1	10225	5	6258	100	8	5483	1	5	7694	5	8	74	1												
0	0	6	1	10144	5	6258	100	8	5480	1	5	7694	5	8	74	1												
0	0	6	1	10145	5	6258	100	8	5480	1	5	7694	5	8	74	1												
0	0	6	1	10242	5	6258	100	8	6264	1	5	7694	5	8	74	1												
0	0	6	1	10243	5	6258	100	8	6265	1	5	7694	5	8	74	1												
0	0	6	1	10268	5	6258	100	8	8246	1	5	7694	5	8	74	1												
1	1445814000	1	1	0	5	27902	1																					
1	1445814000	1	1	10002	5	27902	1																					
1	1445814000	1	1	10003	5	27902	1																					
1	1445814000	1	1	10021	5	27902	1																					
1	1445814000	1	1	10028	5	27902	1																					
1	1445814000	1	1	10026	5	27902	1																					
1	1445814000	1	1	10062	5	27902	1																					
1	1445814000	1	1	10014	5	27902	1																					
1	1445814000	1	1	10015	5	27902	1																					
1	1445814000	1	1	10080	5	27902	1																					
1	1445814000	1	1	10081	5	27902	1																					
1	1445814000	1	1	10175	5	27902	1																					
1	1445814000	1	1	10176	5	27902	1																					
1	1445814000	1	1	10224	5	27902	1																					
1	1445814000	1	1	10225	5	27902	1																					
1	1445814000	1	1	10144	5	27902	1																					
1	1445814000	1	1	10145	5	27902	1																					
1	1445814000	1	1	10242	5	27902	1																					
1	1445814000	1	1	10243	5	27902	1																					
1	1445814000	1	1	10268	5	27902	1																					
1	1445814000	1	1	10389	5	27902	1																					
1	1445814000	1	1	10390	5	27902	1																					
1	1445814000	1	1	10447	5	27902	1																					
1	1445814000	1	1	10448	5	27902	1																					
1	1445814000	1	1	10464	5	27902	1																					
1	1445814000	2	1	0	5	27903	1																					
1	1445814000	2	1	10002	5	27903	1																					
1	1445814000	2	1	10003	5	27903	1																					
1	1445814000	2	1	10021	5	27903	1																					
1	1445814000	2	1	10028	5	27903	1																					
1	1445814000	2	1	10026	5	27903	1																					
1	1445814000	2	1	10062	5	27903	1																					
1	1445814000	2	1	10014	5	27903	1																					
1	1445814000	2	1	10015	5	27903	1																					
1	1445814000	2	1	10080	5	27903	1																					
1	1445814000	2	1	10081	5	27903	1																					
1	1445814000	2	1	10175	5	27903	1																					
1	1445814000	2	1	10176	5	27903	1																					
1	1445814000	2	1	10224	5	27903	1																					
1	1445814000	2	1	10225	5	27903	1																					
1	1445814000	2	1	10144	5	27903	1																					
1	1445814000	2	1	10145	5	27903	1																					
1	1445814000	2	1	10242	5	27903	1																					
1	1445814000	2	1	10243	5	27903	1																					
1	1445814000	2	1	10268	5	27903	1																					
1	1445814000	2	1	10389	5	27903	1																					
1	1445814000	2	1	10390	5	27903	1																					
1	1445814000	2	1	10447	5	27903	1																					
1	1445814000	2	1	10448	5	27903	1																					
1	1445814000	2	1	10464	5	27903	1																					
1	1445814000	3	1	0	5	27904	1																					
1	1445814000	3	1	10002	5	27904	1																					
1	1445814000	3	1	10003	5	27904	1																					
1	1445814000	3	1	10021	5	27904	1																					
1	1445814000	3	1	10028	5	27904	1																					
1	1445814000	3	1	10026	5	27904	1																					
1	1445814000	3	1	10062	5	27904	1																					
1	1445814000	3	1	10014	5	27904	1																					
1	1445814000	3	1	10015	5	27904	1																					
1	1445814000	3	1	10080	5	27904	1																					
1	1445814000	3	1	10081	5	27904	1																					
1	1445814000	3	1	10175	5	27904	1																					
1	1445814000	3	1	10176	5	27904	1																					
1	1445814000	3	1	10224	5	27904	1																					
1	1445814000	3	1	10225	5	27904	1																					
1	1445814000	3	1	10144	5	27904	1																					
1	1445814000	3	1	10145	5	27904	1																					
1	1445814000	3	1	10242	5	27904	1																					
1	1445814000	3	1	10243	5	27904	1																					
1	1445814000	3	1	10268	5	27904	1																					
1	1445814000	3	1	10389	5	27904	1																					
1	1445814000	3	1	10390	5	27904	1																					
1	1445814000	3	1	10447	5	27904	1																					
1	1445814000	3	1	10448	5	27904	1																					
1	1445814000	3	1	10464	5	27904	1																					
1	1445814000	4	1	0	5	27905	1																					
1	1445814000	4	1	10002	5	27905	1																					
1	1445814000	4	1	10003	5	27905	1																					
1	1445814000	4	1	10021	5	27905	1																					
1	1445814000	4	1	10028	5	27905	1																					
1	1445814000	4	1	10026	5	27905	1																					
1	1445814000	4	1	10062	5	27905	1																					
1	1445814000	4	1	10014	5	27905	1																					
1	1445814000	4	1	10015	5	27905	1																					
1	1445814000	4	1	10080	5	27905	1																					
1	1445814000	4	1	10081	5	27905	1																					
1	1445814000	4	1	10175	5	27905	1																					
1	1445814000	4	1	10176	5	27905	1																					
1	1445814000	4	1	10224	5	27905	1																					
1	1445814000	4	1	10225	5	27905	1																					
1	1445814000	4	1	10144	5	27905	1																					
1	1445814000	4	1	10145	5	27905	1																					
1	1445814000	4	1	10242	5	27905	1																					
1	1445814000	4	1	10243	5	27905	1																					
1	1445814000	4	1	10268	5	27905	1																					
1	1445814000	4	1	10389	5	27905	1																					
1	1445814000	4	1	10390	5	27905	1																					
1	1445814000	4	1	10447	5	27905	1																					
1	1445814000	4	1	10448	5	27905	1																					
1	1445814000	4	1	10464	5	27905	1																					
1	1445814000	5	1	0	5	27906	1																					
1	1445814000	5	1	10002	5	27906	1																					
1	1445814000	5	1	10003	5	27906	1																					
1	1445814000	5	1	10021	5	27906	1																					
1	1445814000	5	1	10028	5	27906	1																					
1	1445814000	5	1	10026	5	27906	1																					
1	1445814000	5	1	10062	5	27906	1																					
1	1445814000	5	1	10014	5	27906	1																					
1	1445814000	5	1	10015	5	27906	1																					
1	1445814000	5	1	10080	5	27906	1																					
1	1445814000	5	1	10081	5	27906	1																					
1	1445814000	5	1	10175	5	27906	1																					
1	1445814000	5	1	10176	5	27906	1																					
1	1445814000	5	1	10224	5	27906	1																					
1	1445814000	5	1	10225	5	27906	1																					
1	1445814000	5	1	10144	5	27906	1																					
1	1445814000	5	1	10145	5	27906	1																					
1	1445814000	5	1	10242	5	27906	1																					
1	1445814000	5	1	10243	5	27906	1																					
1	1445814000	5	1	10268	5	27906	1																					
1	1445814000	5	1	10389	5	27906	1																					
1	1445814000	5	1	10390	5	27906	1																					
1	1445814000	5	1	10447	5	27906	1																					
1	1445814000	5	1	10448	5	27906	1																					
1	1445814000	5	1	10464	5	27906	1																					
1	1445814000	6	1	0	5	27907	1																					
1	1445814000	6	1	10002	5	27907	1																					
1	1445814000	6	1	10003	5	27907	1																					
1	1445814000	6	1	10021	5	27907	1																					
1	1445814000	6	1	10028	5	27907	1																					
1	1445814000	6	1	10026	5	27907	1																					
1	1445814000	6	1	10062	5	27907	1																					
1	1445814000	6	1	10014	5	27907	1																					
1	1445814000	6	1	10015	5	27907	1																					
1	1445814000	6	1	10080	5	27907	1																					
1	1445814000	6	1	10081	5	27907	1																					
1	1445814000	6	1	10175	5	27907	1																					
1	1445814000	6	1	10176	5	27907	1																					
1	1445814000	6	1	10224	5	27907	1																					
1	1445814000	6	1	10225	5	27907	1																					
1	1445814000	6	1	10144	5	27907	1																					
1	1445814000	6	1	10145	5	27907	1																					
1	1445814000	6	1	10242	5	27907	1																					
1	1445814000	6	1	10243	5	27907	1																					
1	1445814000	6	1	10268	5	27907	1																					
1	1445814000	6	1	10389	5	27907	1																					
1	1445814000	6	1	10390	5	27907	1																					
1	1445814000	6	1	10447	5	27907	1																					
1	1445814000	6	1	10448	5	27907	1																					
1	1445814000	6	1	10464	5	27907	1																					
1	1445814000	7	1	0	5	27908	1																					
1	1445814000	7	1	10002	5	27908	1																					
1	1445814000	7	1	10003	5	27908	1																					
1	1445814000	7	1	10021	5	27908	1																					
1	1445814000	7	1	10028	5	27908	1																					
1	1445814000	7	1	10026	5	27908	1																					
1	1445814000	7	1	10062	5	27908	1																					
1	1445814000	7	1	10014	5	27908	1																					
1	1445814000	7	1	10015	5	27908	1																					
1	1445814000	7	1	10080	5	27908	1																					
1	1445814000	7	1	10081	5	27908	1																					
1	1445814000	7	1	10175	5	27908	1																					
1	1445814000	7	1	10176	5	27908	1																					
1	1445814000	7	1	10224	5	27908	1																					
1	1445814000	7	1	10225	5	27908	1																					
1	1445814000	7	1	10144	5	27908	1																					
1	1445814000	7	1	10145	5	27908	1																					
1	1445814000	7	1	10242	5	27908	1																					
1	1445814000	7	1	10243	5	27908	1																					
1	1445814000	7	1	10268	5	27908	1																					
1	1445814000	7	1	10389	5	27908	1																					
1	1445814000	7	1	10390	5	27908	1																					
1	1445814000	7	1	10447	5	27908	1																					
1	1445814000	7	1	10448	5	27908	1																					
1	1445814000	7	1	10464	5	27908	1																					
2	2145888000	1	1	0	5	27902	1																					
2	2145888000	1	1	10002	5	27902	1																					
2	2145888000	1	1	10003	5	27902	1																					
2	2145888000	1	1	10021	5	27902	1																					
2	2145888000	1	1	10028	5	27902	1																					
2	2145888000	1	1	10026	5	27902	1																					
2	2145888000	1	1	10062	5	27902	1																					
2	2145888000	1	1	10014	5	27902	1																					
2	2145888000	1	1	10015	5	27902	1																					
2	2145888000	1	1	10080	5	27902	1																					
2	2145888000	1	1	10081	5	27902	1																					
2	2145888000	1	1	10175	5	27902	1																					
2	2145888000	1	1	10176	5	27902	1																					
2	2145888000	1	1	10224	5	27902	1																					
2	2145888000	1	1	10225	5	27902	1																					
2	2145888000	1	1	10144	5	27902	1																					
2	2145888000	1	1	10145	5	27902	1																					
2	2145888000	1	1	10242	5	27902	1																					
2	2145888000	1	1	10243	5	27902	1																					
2	2145888000	1	1	10268	5	27902	1																					
2	2145888000	1	1	10389	5	27902	1																					
2	2145888000	1	1	10390	5	27902	1																					
2	2145888000	1	1	10447	5	27902	1																					
2	2145888000	1	1	10448	5	27902	1																					
2	2145888000	1	1	10464	5	27902	1																					
2	2145888000	2	1	0	5	27903	1																					
2	2145888000	2	1	10002	5	27903	1																					
2	2145888000	2	1	10003	5	27903	1																					
2	2145888000	2	1	10021	5	27903	1																					
2	2145888000	2	1	10028	5	27903	1																					
2	2145888000	2	1	10026	5	27903	1																					
2	2145888000	2	1	10062	5	27903	1																					
2	2145888000	2	1	10014	5	27903	1																					
2	2145888000	2	1	10015	5	27903	1																					
2	2145888000	2	1	10080	5	27903	1																					
2	2145888000	2	1	10081	5	27903	1																					
2	2145888000	2	1	10175	5	27903	1																					
2	2145888000	2	1	10176	5	27903	1																					
2	2145888000	2	1	10224	5	27903	1																					
2	2145888000	2	1	10225	5	27903	1																					
2	2145888000	2	1	10144	5	27903	1																					
2	2145888000	2	1	10145	5	27903	1																					
2	2145888000	2	1	10242	5	27903	1																					
2	2145888000	2	1	10243	5	27903	1																					
2	2145888000	2	1	10268	5	27903	1																					
2	2145888000	2	1	10389	5	27903	1																					
2	2145888000	2	1	10390	5	27903	1																					
2	2145888000	2	1	10447	5	27903	1																					
2	2145888000	2	1	10448	5	27903	1																					
2	2145888000	2	1	10464	5	27903	1																					
2	2145888000	3	1	0	5	27904	1																					
2	2145888000	3	1	10002	5	27904	1																					
2	2145888000	3	1	10003	5	27904	1																					
2	2145888000	3	1	10021	5	27904	1																					
2	2145888000	3	1	10028	5	27904	1																					
2	2145888000	3	1	10026	5	27904	1																					
2	2145888000	3	1	10062	5	27904	1																					
2	2145888000	3	1	10014	5	27904	1																					
2	2145888000	3	1	10015	5	27904	1																					
2	2145888000	3	1	10080	5	27904	1																					
2	2145888000	3	1	10081	5	27904	1																					
2	2145888000	3	1	10175	5	27904	1																					
2	2145888000	3	1	10176	5	27904	1																					
2	2145888000	3	1	10224	5	27904	1																					
2	2145888000	3	1	10225	5	27904	1																					
2	2145888000	3	1	10144	5	27904	1																					
2	2145888000	3	1	10145	5	27904	1																					
2	2145888000	3	1	10242	5	27904	1																					
2	2145888000	3	1	10243	5	27904	1																					
2	2145888000	3	1	10268	5	27904	1																					
2	2145888000	3	1	10389	5	27904	1																					
2	2145888000	3	1	10390	5	27904	1																					
2	2145888000	3	1	10447	5	27904	1																					
2	2145888000	3	1	10448	5	27904	1																					
2	2145888000	3	1	10464	5	27904	1																					
2	2145888000	4	1	0	5	27905	1																					
2	2145888000	4	1	10002	5	27905	1																					
2	2145888000	4	1	10003	5	27905	1																					
2	2145888000	4	1	10021	5	27905	1																					
2	2145888000	4	1	10028	5	27905	1																					
2	2145888000	4	1	10026	5	27905	1																					
2	2145888000	4	1	10062	5	27905	1																					
2	2145888000	4	1	10014	5	27905	1																					
2	2145888000	4	1	10015	5	27905	1																					
2	2145888000	4	1	10080	5	27905	1																					
2	2145888000	4	1	10081	5	27905	1																					
2	2145888000	4	1	10175	5	27905	1																					
2	2145888000	4	1	10176	5	27905	1																					
2	2145888000	4	1	10224	5	27905	1																					
2	2145888000	4	1	10225	5	27905	1																					
2	2145888000	4	1	10144	5	27905	1																					
2	2145888000	4	1	10145	5	27905	1																					
2	2145888000	4	1	10242	5	27905	1																					
2	2145888000	4	1	10243	5	27905	1																					
2	2145888000	4	1	10268	5	27905	1																					
2	2145888000	4	1	10389	5	27905	1																					
2	2145888000	4	1	10390	5	27905	1																					
2	2145888000	4	1	10447	5	27905	1																					
2	2145888000	4	1	10448	5	27905	1																					
2	2145888000	4	1	10464	5	27905	1																					
2	2145888000	5	1	0	5	27906	1																					
2	2145888000	5	1	10002	5	27906	1																					
2	2145888000	5	1	10003	5	27906	1																					
2	2145888000	5	1	10021	5	27906	1																					
2	2145888000	5	1	10028	5	27906	1																					
2	2145888000	5	1	10026	5	27906	1																					
2	2145888000	5	1	10062	5	27906	1																					
2	2145888000	5	1	10014	5	27906	1																					
2	2145888000	5	1	10015	5	27906	1																					
2	2145888000	5	1	10080	5	27906	1																					
2	2145888000	5	1	10081	5	27906	1																					
2	2145888000	5	1	10175	5	27906	1																					
2	2145888000	5	1	10176	5	27906	1																					
2	2145888000	5	1	10224	5	27906	1																					
2	2145888000	5	1	10225	5	27906	1																					
2	2145888000	5	1	10144	5	27906	1																					
2	2145888000	5	1	10145	5	27906	1																					
2	2145888000	5	1	10242	5	27906	1																					
2	2145888000	5	1	10243	5	27906	1																					
2	2145888000	5	1	10268	5	27906	1																					
2	2145888000	5	1	10389	5	27906	1																					
2	2145888000	5	1	10390	5	27906	1																					
2	2145888000	5	1	10447	5	27906	1																					
2	2145888000	5	1	10448	5	27906	1																					
2	2145888000	5	1	10464	5	27906	1																					
2	2145888000	6	1	0	5	27907	1																					
2	2145888000	6	1	10002	5	27907	1																					
2	2145888000	6	1	10003	5	27907	1																					
2	2145888000	6	1	10021	5	27907	1																					
2	2145888000	6	1	10028	5	27907	1																					
2	2145888000	6	1	10026	5	27907	1																					
2	2145888000	6	1	10062	5	27907	1																					
2	2145888000	6	1	10014	5	27907	1																					
2	2145888000	6	1	10015	5	27907	1																					
2	2145888000	6	1	10080	5	27907	1																					
2	2145888000	6	1	10081	5	27907	1																					
2	2145888000	6	1	10175	5	27907	1																					
2	2145888000	6	1	10176	5	27907	1																					
2	2145888000	6	1	10224	5	27907	1																					
2	2145888000	6	1	10225	5	27907	1																					
2	2145888000	6	1	10144	5	27907	1																					
2	2145888000	6	1	10145	5	27907	1																					
2	2145888000	6	1	10242	5	27907	1																					
2	2145888000	6	1	10243	5	27907	1																					
2	2145888000	6	1	10268	5	27907	1																					
2	2145888000	6	1	10389	5	27907	1																					
2	2145888000	6	1	10390	5	27907	1																					
2	2145888000	6	1	10447	5	27907	1																					
2	2145888000	6	1	10448	5	27907	1																					
2	2145888000	6	1	10464	5	27907	1																					
2	2145888000	7	1	0	5	27908	1																					
2	2145888000	7	1	10002	5	27908	1																					
2	2145888000	7	1	10003	5	27908	1																					
2	2145888000	7	1	10021	5	27908	1																					
2	2145888000	7	1	10028	5	27908	1																					
2	2145888000	7	1	10026	5	27908	1																					
2	2145888000	7	1	10062	5	27908	1																					
2	2145888000	7	1	10014	5	27908	1																					
2	2145888000	7	1	10015	5	27908	1																					
2	2145888000	7	1	10080	5	27908	1																					
2	2145888000	7	1	10081	5	27908	1																					
2	2145888000	7	1	10175	5	27908	1																					
2	2145888000	7	1	10176	5	27908	1																					
2	2145888000	7	1	10224	5	27908	1																					
2	2145888000	7	1	10225	5	27908	1																					
2	2145888000	7	1	10144	5	27908	1																					
2	2145888000	7	1	10145	5	27908	1																					
2	2145888000	7	1	10242	5	27908	1																					
2	2145888000	7	1	10243	5	27908	1																					
2	2145888000	7	1	10268	5	27908	1																					
2	2145888000	7	1	10389	5	27908	1																					
2	2145888000	7	1	10390	5	27908	1																					
2	2145888000	7	1	10447	5	27908	1																					
2	2145888000	7	1	10448	5	27908	1																					
2	2145888000	7	1	10464	5	27908	1																					

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
