GroupID	NpcTemplateID	MaxCount	PlayerDiff	RandomDiff	Daily	ScriptName	Quest1	Quest2	Quest3	Quest4	Quest5	Quest6	Quest7	Quest8	Quest9	Quest10	Quest11	Quest12	Quest13	Quest14	Quest15	Quest16	Quest17	Quest18	Quest19	Quest20	Quest21	Quest22	Quest23	Quest24	Quest25	Quest26	Quest27	Quest28	Quest29	Quest30	Quest31	Quest32	PrepGroupID	PrepGroupCount
104	6271	1	0	0	0		0																																	
105	6271	1	0	0	0		0																																	
106	6271	1	0	0	0		0																																	
107	6271	1	0	0	0		0																																	
108	6271	1	0	0	0		0																																	
109	6514	1	0	0	1		4766																																	
110	6557	1	0	0	0		4767																																	
111	6557	1	0	0	0		7966																																	
112	6561	1	0	0	0		4762																																	
113	6561	1	0	0	0		0																																	
114	6561	1	0	0	0		4764																																	
115	6561	1	0	0	0		4765																																	
116	6561	1	0	0	0		0																																	
117	6561	1	0	0	0		0																																	
118	6561	1	0	0	0		0																																	
119	6561	1	0	0	0		0																																	
120	6561	1	0	0	0		0																																	
121	6561	1	0	0	0		0																																	
122	6561	1	0	0	0		0																																	
123	6804	1	0	0	0		8035																																	
124	7280	1	0	0	1		5328																																	
125	7280	1	0	0	1		5576																																	
126	7280	1	0	0	1		5577																																	
127	7392	1	0	0	0		7317																																	
128	7604	1	0	0	0		5552																																	
129	7605	1	0	0	0		5553																																	
130	7606	1	0	0	0		5549																																	
131	7607	1	0	0	0		5550																																	
132	7706	1	0	0	1		5589																																	
133	7707	1	0	0	1		5594																																	
134	7709	1	0	0	1		5584																																	
135	7710	1	0	0	1		5592																																	
136	7712	1	0	0	1		5591																																	
137	7722	1	0	0	1		6481																																	
138	7789	1	0	0	1		5640																																	
139	7968	1	0	0	1		6755																																	
140	7968	1	0	0	1		7281																																	
141	7968	1	0	0	1		7282																																	
142	7968	1	0	0	1		7283																																	
143	7968	1	0	0	1		7284																																	
144	7968	1	0	0	1		7418																																	
145	9443	1	0	0	1		7307																																	
146	9473	1	0	0	1		7288																																	
147	9473	1	0	0	1		7290																																	
148	9473	1	0	0	1		7291																																	
149	9727	1	0	0	1		6463																																	
150	10393	1	0	0	0		6648																																	
151	10393	1	0	0	1		6649																																	
152	10502	1	0	0	1		6655																																	
153	10502	1	0	0	1		6657																																	
154	10502	1	0	0	1		6660																																	
156	11718	1	0	0	0		6911																																	
157	11718	1	0	0	0		6914																																	
158	11718	1	0	0	0		6915																																	
159	11718	1	0	0	0		6937																																	
162	14211	1	0	0	0		6010																																	
167	14211	1	0	0	0		7982																																	
168	14443	1	0	0	1		7351																																	
169	14452	1	0	0	1		7037																																	
170	15223	1	0	0	1		7938																																	
171	15530	1	0	0	0		0																																	
172	15531	1	0	0	0		0																																	
173	15532	1	0	0	0		0																																	
174	15533	1	0	0	0		0																																	
175	15534	1	0	0	0		0																																	
176	15535	1	0	0	0		0																																	
177	15536	1	0	0	0		0																																	
178	15537	1	0	0	1		7449																																	
179	7606	1	0	0	0		7500																																	
180	7606	1	0	0	0		7533																																	
181	7606	1	0	0	0		7534																																	
182	7606	1	0	0	0		7535																																	
183	7606	1	0	0	0		7536																																	
184	7604	1	0	0	0		7504																																	
185	7604	1	0	0	0		7538																																	
186	7604	1	0	0	0		7539																																	
187	7604	1	0	0	0		7540																																	
188	7604	1	0	0	0		7541																																	
189	7607	1	0	0	0		4230																																	
190	7607	1	0	0	0		4231																																	
191	7607	1	0	0	0		4232																																	
192	7607	1	0	0	0		4233																																	
193	7607	1	0	0	0		7503																																	
194	7605	1	0	0	0		4197																																	
195	7605	1	0	0	0		4208																																	
196	7605	1	0	0	0		4210																																	
197	7605	1	0	0	0		4211																																	
198	7605	1	0	0	0		7502																																	
199	15926	1	0	0	0		7768																																	
200	15927	1	0	0	0		7770																																	
201	16349	1	0	0	0		7896																																	
202	16491	1	0	0	0		7990																																	
203	16491	1	0	0	0		7993																																	
204	16491	1	0	0	0		7994																																	
205	16491	1	0	0	0		7995																																	
206	16492	1	0	0	0		7997																																	
207	16492	1	0	0	0		7998																																	
208	16492	1	0	0	0		7999																																	
209	16492	1	0	0	0		8001																																	
212	16701	1	0	0	0		8090																																	
213	16747	1	0	0	1	scripts/RandomQuest/美人图限制场景.lua	7669																																	
214	16747	1	0	0	0		0																																	
215	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8206																																	
216	16747	1	0	0	1	scripts/RandomQuest/瞿塘飞影限制场景.lua	8332																																	
217	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8347																																	
218	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8348																																	
219	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8349																																	
220	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8350																																	
221	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8351																																	
222	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8352																																	
223	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8353																																	
225	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8398																																	
226	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8399																																	
227	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8400																																	
228	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8401																																	
229	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8402																																	
230	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8403																																	
231	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	8404																																	
232	16134	10	1	1	0		7821	7822	7827	7828	7829	7830	7831	7832	7833	7834	7835	7836	7837	7838	7840	7842	7843	7844	7845	7846	7847	9963												
233	15675	5	0	0	0	scripts/RandomQuest/美人图限制场景.lua	8440																																	
234	7708	3	1	1	0		8197	8199	8200	8204	8252	8244	8273																											
235	7707	3	1	1	0		8220	8221	8222	8223	8224	8225	8226																											
236	7706	3	1	1	0		8245	8246	8247	8248	8249	8250	8251																											
237	7712	3	1	1	0		8237	8238	8239	8240	8241	8242	8243																											
238	7709	3	1	1	0		8229	8230	8231	8232	8233	8234	8235																											
239	7710	3	1	1	0		8256	8257	8258	8259	8260	8261	8262																											
240	9443	3	1	1	0		8274	8306	8330	8331	8334	8338	8433	8339																										
241	15223	3	1	1	0		8208	8209	8212	8213	8435	8436	8437																											
242	16103	1	0	0	1		7716																																	
243	16110	1	0	0	1		7717																																	
244	16110	1	0	0	1		7940																																	
245	16105	1	0	0	1		7718																																	
246	16105	1	0	0	1		7719																																	
247	16584	1	0	0	1		7721																																	
248	16105	1	0	0	1		7927																																	
249	16206	1	0	0	1		7731																																	
250	16207	1	0	0	1		7747																																	
251	16213	1	0	0	1		7749																																	
252	15451	1	0	0	1		7756																																	
253	17086	1	0	0	1		7758																																	
254	15451	1	0	0	1		7760																																	
255	16220	1	0	0	1		7761																																	
256	16206	1	0	0	1		8024																																	
257	16405	1	0	0	1		7724																																	
258	17612	1	0	0	0	scripts/RandomQuest/试炼之地限制场景.lua	8613																																	
259	16134	1	0	0	1		8656																																	
260	16509	1	0	0	0		8630																																	
261	15546	5	1	1	0		7465	7466	7467	7468	7469																													
262	19426	1	0	0	0		9271																																	
263	19402	1	0	0	0		9237																																	
264	19402	1	0	0	0		9238																																	
265	19402	1	0	0	0		9239																																	
266	19402	1	0	0	0		9240																																	
267	19402	1	0	0	0		9241																																	
268	19499	1	0	0	1		9437																																	
269	19544	1	0	0	1		9481																																	
270	20072	1	0	0	1	scripts/RandomQuest/七秀-白依依.lua	9744																																	
271	20072	1	0	0	1		9745																																	
272	20072	1	0	0	1		9746																																	
273	20072	1	0	0	1		9747																																	
274	20070	1	0	0	1		9743																																	
275	20662	5	1	1	0	scripts/RandomQuest/五毒-艾黎.lua	9785	9786	9787	9788	9789																													
276	19238	3	1	1	0		9791	9792	9793	9794	9795	9799	9800																											
277	16747	1	0	0	1		9797																																	
278	16747	1	0	0	1		9796																																	
279	19747	1	0	0	1		11264																																	
280	20072	1	0	0	1		9809																																	
281	20072	1	0	0	1		9810																																	
282	20072	1	0	0	1		9811																																	
283	20072	1	0	0	1		9812																																	
284	20072	1	0	0	1		9813																																	
285	20072	1	0	0	1		9814																																	
286	20072	1	0	0	1		9815																																	
287	20072	1	0	0	1		9816																																	
288	20768	1	0	0	0		9837																																	
289	20662	5	1	1	0		9839	9840	9841	9842	9843																													
290	20662	5	1	1	0		9844	9845	9846	9847	9848																													
291	19187	1	0	0	0		9736																																	
292	20768	1	0	0	0		9836																																	
293	20768	1	0	0	0		9855																																	
294	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9856																																	
295	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9857																																	
296	20768	1	0	0	0		9858																																	
297	20768	1	0	0	0		9838																																	
298	20768	1	0	0	0		9853																																	
299	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9859																																	
300	16540	1	0	0	1		8028																																	
301	16539	1	0	0	1		8027																																	
302	16539	1	0	0	0		8029																																	
303	14453	1	0	0	0		8032																																	
304	21623	1	0	0	1		10224																																	
305	21623	1	0	0	1		10225																																	
306	17010	1	0	0	1		10271																																	
307	17082	1	0	0	1		10274																																	
308	17011	1	0	0	1		10275																																	
309	21878	1	0	0	1		10270																																	
310	21879	1	0	0	1		10272																																	
311	21926	4	0	0	0		10348																																	
312	21927	4	0	0	0		10356																																	
316	22958	1	0	0	0		10581																																	
317	20949	1	0	0	0		10627																																	
318	23669	10	1	1	0		10778	10854	10885	10779	10811	10815	10887	10808	10849	10888	10813	10850	10884	10853	10890	10851																		
321	23523	1	1	1	0		11022	11023	11024	11026																														
322	24087	1	0	0	1		11032																																	
323	23669	1	0	0	1		11115																																	
325	24530	1	0	0	0		11131																																	
326	24528	1	0	0	0		11132																																	
327	24550	1	0	0	0		11133																																	
328	24531	1	0	0	0		11136																																	
329	24796	4	1	1	0	scripts/RandomQuest/乱世天策-朱剑秋.lua	11195	11196	11197	11198																														
331	24444	3	1	1	0		11169	11173	11174	11175	11176	11193																												
332	25513	3	1	1	0		11247	11248	11249	11250	11251	11252	11253																											
333	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	11254																																	
334	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	11255																																	
335	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	11245																																	
336	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	11246																																	
337	23878	1	0	0	1		11167																																	
338	20882	1	0	0	1		9604	0																																
339	20882	1	0	0	1		9600																																	
340	20882	1	0	0	1		9638																																	
341	25406	1	0	0	0		11229																																	
342	24579	1	0	0	1		11177	0	0	0																														
343	25517	1	0	0	0		11261																																	
344	24796	2	1	1	0		11270	11271	11272	11273																														
345	25559	1	0	0	1		11230																																	
346	25559	1	0	0	1		11319																																	
347	25530	1	0	0	0		11334																																	
348	24579	1	0	0	1		11178																																	
349	24579	1	0	0	1		11179																																	
350	24579	1	0	0	1		11180																																	
351	23878	1	0	0	1		11168																																	
352	23878	1	0	0	1		11170																																	
353	22677	1	0	0	0		11288																																	
354	24966	1	0	0	0		11298																																	
355	25559	1	0	0	1		11425	0	0																															
356	25559	1	0	0	1		11426																																	
357	25559	1	0	0	1		11428																																	
358	24579	1	0	0	1		11480																																	
359	16101	50	0	0	0		7864																																199	1
360	16102	50	0	0	0		7865																																200	1
361	16350	50	0	0	0		7897																																201	1
362	25809	1	1	1	1		11660	11672	11673	11674	0	0																												
363	25681	1	1	1	1		11514	11515	11516	11517	11676																													
366	25942	1	1	1	1		11679	11687	11688	11690																														
367	25690	1	0	0	0		11662																																	
368	25934	1	0	0	0		11656																																	
370	25942	1	1	1	1		11670	11677																																
371	25942	1	1	1	1		11655	11671																																
372	25942	1	1	1	1		11680	11681																																
373	25809	1	0	0	1		11675																																	
374	25809	1	1	1	1		11691	0																																
375	26215	1	1	1	1		11684	11686	0																															
376	26591	50	0	0	0		11706																																	
377	26591	50	0	0	0		11707																																	
378	25722	1	1	1	1		11535																																	
379	26591	50	0	0	0		11715																																	
380	14211	1	0	0	0		11718																																	
381	25722	1	1	1	1		11536																																	
382	25722	1	1	1	1		11537																																	
383	25722	1	1	1	1		11538																																	
385	27012	1	0	0	0		11747																																	
386	27082	1	0	0	0		11787																																	
387	25942	1	0	0	1		11802																																	
389	25809	1	0	0	1		11804																																	
390	25809	1	0	0	1		11805																																	
391	25722	1	1	1	1		11798																																	
392	25722	1	1	1	1		11799																																	
393	25722	1	1	1	1		11800																																	
394	25722	1	1	1	1		11801																																	
395	27543	1	0	0	0		11826																																	
396	27547	1	0	0	0		11827																																	
397	6803	1	1	1	0		11841																																	
398	36388	1	0	0	0	scripts/RandomQuest/个人贸易时间控制.lua	11864																																	
399	30412	1	0	0	0		11879																																	
400	30482	1	0	0	0		11878																																	
401	30420	1	0	0	0		11913																																	
402	30420	1	0	0	0		11914																																	
403	25635	1	0	0	0		11916																																	
412	36387	1	0	0	0	scripts/RandomQuest/个人贸易时间控制.lua	11991																																	
415	36495	1	0	0	0		12010																																	
416	36498	1	0	0	0		12013																																	
417	36504	1	0	0	0		12011																																	
419	36503	1	0	0	0		12012																																	
421	7707	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9817																																	
422	7708	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9824																																	
423	7709	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9825																																	
424	7706	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9826																																	
425	7710	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9827																																	
426	15223	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9828																																	
427	9443	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9829																																	
428	7712	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9830																																	
429	19238	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9831																																	
430	25513	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	11184																																	
431	24444	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	11185																																	
432	36801	1	0	0	0		12094																																	
433	36818	1	0	0	0		12114																																	
434	37148	1	0	0	0		12261																																	
435	37149	1	0	0	0		12263																																	
436	37149	1	0	0	0		12276																																	
437	37597	1	0	0	0		12501																																	
438	37699	1	0	0	0		12626																																	
439	40853	1	0	0	1		12739																																	
440	40853	1	0	0	1		12742																																	
441	40853	1	0	0	1		12743																																	
442	40853	2	0	0	0		12745																																	
443	40853	4	0	0	0		12746																																	
444	40853	2	0	0	0		12747																																	
445	40853	4	0	0	0		12748																																	
446	40853	4	0	0	0		12749																																	
447	40853	2	0	0	0		12750																																	
448	39421	2	0	0	0		12752																																	
449	39421	4	0	0	0		12755																																	
450	39421	2	0	0	0		12756																																	
451	39421	4	0	0	0		12757																																	
452	39421	4	0	0	0		12758																																	
453	39421	2	0	0	0		12759																																	
454	40850	1	0	0	1		12760																																	
455	40850	1	0	0	1		12761																																	
456	40850	1	0	0	1		12763																																	
457	40850	2	0	0	0		12764																																	
458	40850	4	0	0	0		12765																																	
459	40850	2	0	0	0		12766																																	
460	40850	4	0	0	0		12767																																	
461	40850	4	0	0	0		12768																																	
462	40850	2	0	0	0		12769																																	
463	40849	1	1	0	1		12770	13182																																
464	40849	1	1	0	1		12771	13183																																
465	40849	1	1	0	1		12772	13184																																
466	40849	2	0	0	0		12773																																	
467	40849	4	0	0	0		12774																																	
468	40849	2	0	0	0		12775																																	
469	40849	4	0	0	0		12776																																	
470	40849	4	0	0	0		12777																																	
471	40849	2	0	0	0		12778																																	
472	40848	1	0	0	1		12779																																	
473	40848	1	0	0	1		12780																																	
474	40848	1	0	0	1		12781																																	
475	40848	2	0	0	0		12782																																	
476	40848	4	0	0	0		12786																																	
477	40848	2	0	0	0		12787																																	
478	40848	4	0	0	0		12788																																	
479	40848	4	0	0	0		12789																																	
480	40848	2	0	0	0		12790																																	
481	40854	1	0	0	1		12791																																	
482	40854	1	0	0	1		12792																																	
483	40854	1	0	0	1		12795																																	
484	40854	2	0	0	0		12796																																	
485	40854	4	0	0	0		12798																																	
486	40854	2	0	0	0		12799																																	
487	40854	4	0	0	0		12800																																	
488	40854	4	0	0	0		12802																																	
489	40854	2	0	0	0		12803																																	
490	40884	3	1	1	0		12703	12704	12706	12707	12708	12710	12711																											
491	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	12701																																	
492	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	12702																																	
493	41126	1	0	0	0		12889																																	
494	41130	1	0	0	0		12907																																	
495	41049	1	0	0	0		12725																																	
496	41049	1	0	0	0		12797																																	
497	37803	1	0	0	0		12724																																	
498	37803	10	0	0	0		12845																																	
499	40884	1	0	1	0	scripts/RandomQuest/门派事件接任务限制.lua	12965																																	
500	41752	1	0	0	1		13224																																	
501	40853	1	0	0	0		13227																																	
502	39421	1	0	0	0		13228																																	
503	40850	1	0	0	0		13229																																	
504	40849	1	0	0	0		13230																																	
505	40848	1	0	0	0		13226																																	
506	40854	1	0	0	0		13231																																	
507	16701	1	0	0	0		13439																																	
508	40849	1	1	0	1		13543	13557																																
509	40849	4	0	0	0		13547																																	
510	40849	4	0	0	0		13548																																	
511	40849	2	0	0	0		13549																																	
512	40848	1	0	0	1		13551																																	
513	40848	4	0	0	0		13558																																	
514	40848	4	0	0	0		13550																																	
515	40848	2	0	0	0		13552																																	
516	40854	1	0	0	1		13553																																	
517	40854	4	0	0	0		13554																																	
518	40854	4	0	0	0		13555																																	
519	40854	2	0	0	0		13556																																	
520	25947	1	0	0	0		13566																																	
521	42871	1	0	0	0		13582																																	
522	43074	1	0	0	0		13608																																	
523	7392	1	0	0	0		13895																																	
524	16747	1	0	0	1	scripts/RandomQuest/寻龙勘脉窥天机.lua	13600																																	
526	45660	2	0	0	0		14603																																	
527	45660	2	0	0	0		14604																																	
528	45660	2	0	0	0		14605																																	
529	45660	2	0	0	0		14606																																	
530	45660	2	0	0	0		14607																																	
531	50431	4	0	0	0		14608																																	
532	45661	2	0	0	0		14609																																	
533	45661	2	0	0	0		14610																																	
534	45661	2	0	0	0		14611																																	
535	45661	2	0	0	0		14612																																	
536	45661	2	0	0	0		14613																																	
537	50358	4	0	0	0		14614																																	
539	46161	1	1	0	0		14649	14646	14647	14648																														
540	46161	1	0	0	0		14645																																	
541	46161	1	0	0	0		14654																																	
542	45015	10	1	1	0		14258	14259	14658	14261	14263	14661	14260	14657	14659	14660																								
543	45014	1	1	1	0		14274	14275	14272	14787	14788																													
544	45015	10	1	1	0		14270	14251	14667	14253	14669	14249	14786	14256	14265	14262	14668	14250	14264	14254	14671	14257	14670	14252	14268															
545	45009	1	0	0	1		14246																																	
546	46968	1	0	0	1		14727																																	
547	46969	1	0	0	1		14728																																	
548	46968	1	0	0	1		14729																																	
549	46969	1	0	0	1		14730																																	
550	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	14731																																	
551	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	14732																																	
552	47069	3	1	1	0		14733	14734	14735	14736	14737																													
553	869	1	0	0	1		14765	14766	14767	14768	14769																													
554	46330	50	0	0	0		14785																																	
555	46331	50	0	0	0		14782																																	
556	46332	50	0	0	0		14783																																	
557	47857	50	0	0	0		14784																																	
558	869	1	0	0	1		14831																																	
559	47947	1	0	0	0		14801																																	
560	51132	1	0	0	0		15223																																	
561	51233	1	0	0	0		15256																																	
562	6691	1	0	0	0		15273																																	
563	2783	1	0	0	0		15286																																	
564	51233	1	0	0	0		15270																																	
565	51226	1	0	0	0		15237																																	
566	6691	1	0	0	0		15302																																	
567	9344	1	0	0	0		15336																																	
568	51268	1	0	0	0		15289																																	
569	753	1	0	0	0		15257																																	
570	753	1	0	0	0		15271																																	
571	51272	1	0	0	0		15310																																	
572	51272	1	0	0	0		15316																																	
573	36946	1	0	0	0		15322																																	
574	7393	1	0	0	0		15453																																	
575	51733	1	0	0	0		15511																																	
576	52417	1	0	0	0		15594																																	
577	51737	1	0	0	0		15597																																	
578	52008	1	0	0	0		15604																																	
579	52021	1	0	0	0		15609																																	
580	52530	1	0	0	0		15786																																	
581	51339	50	0	0	0		15905																																	
583	53753	1	0	0	0		16051																																	
584	53379	1	1	1	1		16104	16107	16108	16109																														
585	53237	1	0	0	0		16123																																	
586	53379	1	0	0	0		16251																																	
587	53528	3	1	1	0		16207	16208	16209	16210	16211	16212																												
588	52537	1	0	0	0		16192																																	
589	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	16205																																	
590	16747	1	0	0	1	scripts/RandomQuest/门派任务限制场景.lua	16206																																	
591	52538	1	0	0	0		16241																																	
592	53593	2	0	0	0		16134																																	
593	25952	3	1	1	0		16355	16356	16357																															
594	55775	1	0	0	0		16476																																	
595	56027	1	0	0	0		16661																																	
596	56027	1	0	0	0		16662																																	
597	56027	1	0	0	0		16648																																	
598	56212	1	0	0	0		16812																																	
599	57094	1	0	0	0		17183																																	

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
