ID	ItemTabType	ItemTabIndex	RewardsPrice	CoinPrice	StartTime	EndTime	Discount	DisStartTime	DisEndTime	CanBuyMultiple	CanFreeTryOn	CanPreview	GlobalCounterID	CoolDownID	ForbidPeerPay	ForbidDisCoupon	GameWorldStartDuration	CustomType	IsReal	SecondDiscount	SecondDisStartTime	SecondDisEndTime	SecondDisFatherID	PreOrderID
129	8	8386	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
130	8	10937	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
131	8	10949	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
132	8	10960	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
133	8	11621	1500	28000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
134	8	2844	200	3000	-1	-1	100	-1	-1	0	0	0	0				0	-1	0	100	-1	-1	0	
136	5	21420	100	1800	-1	-1	100	-1	-1	0	0	0	0				0	-1	0	100	-1	-1	0	
137	8	11648	1500	28000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
138	8	17685	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
139	8	17686	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
140	8	17687	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
141	8	17688	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
142	8	17675	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
143	8	17674	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
144	8	17673	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
145	8	17678	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
148	8	17677	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
149	8	17676	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
150	8	17681	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
153	8	17680	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
154	8	17679	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
155	8	17684	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
156	8	17683	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
157	8	17682	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
158	8	17698	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
159	8	17699	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
160	8	17700	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
161	8	17689	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
162	8	17694	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
163	8	17697	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
164	8	17691	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
165	8	17690	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
166	8	17693	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
167	8	17692	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
168	8	17696	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
169	8	17695	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
170	8	11661	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
171	8	11662	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
172	8	11663	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
173	8	11664	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
174	8	11665	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
175	8	11666	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
176	8	17701	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
177	8	17702	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
178	8	17703	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
179	8	17704	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
180	8	17705	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
181	8	17706	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
182	8	17707	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
183	8	17708	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
184	8	17709	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
185	8	17710	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
186	8	17711	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
187	8	17712	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
188	8	11782	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
189	8	11783	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
190	8	11784	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
191	8	11010	1800	36000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
192	8	11011	500	9000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
193	8	10970	1800	36000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
194	5	21898	300	4200	-1	-1	100	-1	-1	0	0	0	0				0	-1	0	100	-1	-1	0	
197	8	17716	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
198	8	17717	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
199	8	17718	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
200	8	17719	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
201	8	17720	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
202	8	17721	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
203	8	17722	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
204	8	17723	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
205	8	17724	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
206	8	17725	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
207	8	17726	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
208	8	17727	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
209	8	3890	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
210	8	3891	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
211	8	3892	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
212	8	3893	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
213	8	3894	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
214	8	3895	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
215	8	3896	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
216	8	3897	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
217	8	3898	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
218	8	3899	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
219	5	22097	300	3900	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
220	5	22098	-1	38000	1409209200	1420070400	100	-1	-1	0	0		3	762			0	-1	0	100	-1	-1	0	
221	5	22099	-1	20000	1409209200	1420070400	100	-1	-1	0	0		4	763			0	-1	0	100	-1	-1	0	
222	5	22100	-1	20000	1409209200	1420070400	100	-1	-1	0	0		5	764			0	-1	0	100	-1	-1	0	
223	5	22101	-1	20000	1409209200	1420070400	100	-1	-1	0	0		6	765			0	-1	0	100	-1	-1	0	
224	5	22102	-1	20000	1409209200	1420070400	100	-1	-1	0	0		7	766			0	-1	0	100	-1	-1	0	
225	5	22103	-1	20000	1409209200	1420070400	100	-1	-1	0	0		8	767			0	-1	0	100	-1	-1	0	
226	5	22104	-1	20000	1409209200	1420070400	100	-1	-1	0	0		9	768			0	-1	0	100	-1	-1	0	
227	5	22105	-1	20000	1409209200	1420070400	100	-1	-1	0	0		10	769			0	-1	0	100	-1	-1	0	
228	5	22107	-1	20000	1409209200	1420070400	100	-1	-1	0	0		12	770			0	-1	0	100	-1	-1	0	
229	5	22108	-1	20000	1409209200	1420070400	100	-1	-1	0	0		13	771			0	-1	0	100	-1	-1	0	
230	5	22109	-1	20000	1409209200	1420070400	100	-1	-1	0	0		14	772			0	-1	0	100	-1	-1	0	
231	5	22110	-1	20000	1409209200	1420070400	100	-1	-1	0	0		15	773			0	-1	0	100	-1	-1	0	
232	5	22111	-1	20000	1409209200	1420070400	100	-1	-1	0	0		16	774			0	-1	0	100	-1	-1	0	
233	5	22112	-1	20000	1409209200	1420070400	100	-1	-1	0	0		17	775			0	-1	0	100	-1	-1	0	
234	5	22113	-1	20000	1409209200	1420070400	100	-1	-1	0	0		18	776			0	-1	0	100	-1	-1	0	
235	5	22114	-1	20000	1409209200	1420070400	100	-1	-1	0	0		19	777			0	-1	0	100	-1	-1	0	
236	5	22115	-1	20000	1409209200	1420070400	100	-1	-1	0	0		20	778			0	-1	0	100	-1	-1	0	
237	5	22116	-1	20000	1409209200	1420070400	100	-1	-1	0	0		21	779			0	-1	0	100	-1	-1	0	
238	5	22117	-1	20000	1409209200	1420070400	100	-1	-1	0	0		22	780			0	-1	0	100	-1	-1	0	
239	5	22118	-1	20000	1409209200	1420070400	100	-1	-1	0	0		23	781			0	-1	0	100	-1	-1	0	
240	5	22119	-1	20000	1409209200	1420070400	100	-1	-1	0	0		24	782			0	-1	0	100	-1	-1	0	
241	5	22120	-1	20000	1409209200	1420070400	100	-1	-1	0	0		25	783			0	-1	0	100	-1	-1	0	
242	5	22121	-1	20000	1409209200	1420070400	100	-1	-1	0	0		26	784			0	-1	0	100	-1	-1	0	
243	5	22122	-1	20000	1409209200	1420070400	100	-1	-1	0	0		27	785			0	-1	0	100	-1	-1	0	
244	5	22123	-1	20000	1409209200	1420070400	100	-1	-1	0	0		28	786			0	-1	0	100	-1	-1	0	
245	5	22124	-1	20000	1409209200	1420070400	100	-1	-1	0	0		29	787			0	-1	0	100	-1	-1	0	
246	5	22125	-1	20000	1409209200	1420070400	100	-1	-1	0	0		30	788			0	-1	0	100	-1	-1	0	
247	5	22126	-1	20000	1409209200	1420070400	100	-1	-1	0	0		31	789			0	-1	0	100	-1	-1	0	
248	5	22127	-1	20000	1409209200	1420070400	100	-1	-1	0	0		32	790			0	-1	0	100	-1	-1	0	
249	5	22128	-1	20000	1409209200	1420070400	100	-1	-1	0	0		33	791			0	-1	0	100	-1	-1	0	
250	5	22129	-1	20000	1409209200	1420070400	100	-1	-1	0	0		34	792			0	-1	0	100	-1	-1	0	
251	5	22130	-1	20000	1409209200	1420070400	100	-1	-1	0	0		35	793			0	-1	0	100	-1	-1	0	
252	5	22106	-1	20000	1409209200	1420070400	100	-1	-1	0	0		11	794			0	-1	0	100	-1	-1	0	
253	8	11808	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
254	8	11809	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
255	8	11810	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
262	5	22143	-1	68800	1409252400	-1	100	-1	-1	0	0		36	761			0	-1	0	100	-1	-1	0	
263	8	13061	800	15000	1415664000	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
266	8	13121	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
267	8	13130	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
268	8	13131	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
269	8	13132	800	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
270	8	3900	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
271	8	3901	1000	15000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
272	8	17728	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
273	8	17729	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
274	8	17730	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
275	8	17731	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
276	8	17732	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
277	8	17733	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
278	8	17734	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
279	8	17735	300	6000	-1	-1	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0	
