CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
5	354	5	64	0			60560
5	358	5	64	0			60560
5	359	5	64	0			60560
5	442	5	30				8900
5	443	5	30				8900
5	444	5	30				8900
5	445	5	30				8900
5	446	5	50				26930
5	447	5	50				26930
5	448	5	50				26930
5	470	5	70				77200
5	471	5	70				77200
5	472	5	70				77200
5	473	5	70				77200
5	474	5	70				77200
5	475	5	70				77200
5	476	5	70				77200
5	477	5	70				77200
5	478	5	70				77200
5	479	5	70				77200
5	480	5	70				77200
5	481	5	70				77200
5	482	5	70				77200
5	483	5	70				77200
5	485	5	70				77200
5	486	5	70				77200
5	487	5	70				77200
5	488	5	70				77200
5	489	5	70				77200
5	490	5	70				77200
5	491	5	70				77200
5	492	5	70				77200
5	493	5	70				77200
5	494	5	70			0	234610
5	507	5	70				77200
5	508	5	70				77200
5	509	5	70				77200
5	519	5	70	0	0	0	77200
5	520	5	70	0	0	0	77200
5	521	5	70	0		0	77200
5	522	5	70	0	0		77200
5	523	5	70	0	0		77200
5	526	5	70	0	0		77200
5	527	5	70	0	0		77200
5	528	5	70	0			77200
5	529	5	10	0	0	0	380
5	530	5	20	0	0	0	3020
5	531	5	30	0	0	0	8900
5	532	5	40	0	0	0	16140
5	533	5	50	0	0	0	26930
5	534	5	60	0	0	0	49290
5	544	5	76				137580
5	545	5	70				77200
5	546	5	70				77200
5	551	5	72				114870
5	552	5	74				125260
5	553	5	76				137580
5	554	5	78				149960
5	555	5	80				163440
5	556	5	72				114870
5	557	5	74				125260
5	559	5	78				149960
5	560	5	80				163440
5	561	5	72				114870
5	562	5	74				125260
5	563	5	76				137580
5	564	5	78				149960
5	565	5	80				163440
5	566	5	72				114870
5	567	5	74				125260
5	568	5	76				137580
5	569	5	78				149960
5	570	5	80				163440
5	571	5	72				114870
5	572	5	74				125260
5	573	5	76				137580
5	574	5	78				149960
5	575	5	80				163440
5	576	5	72				114870
5	577	5	74				125260
5	578	5	76				137580
5	579	5	78				149960
5	580	5	80				163440
5	581	5	72				114870
5	582	5	74				125260
5	583	5	76				137580
5	584	5	78				149960
5	585	5	80				163440
5	586	5	72				114870
5	587	5	74				125260
5	588	5	76				137580
5	589	5	78				149960
5	590	5	80				163440
5	591	5	80				163440
5	594	5	80				163440
5	597	5	80				163440
5	600	5	80				163440
5	603	5	80				163440
5	606	5	80				163440
5	609	5	80				163440
5	612	5	80				163440
5	614	5	80				163440
5	616	5	80				163440
5	619	5	80				163440
5	622	5	80				163440
5	625	5	80				163440
5	628	5	80				163440
5	631	5	80				163440
5	634	5	80				163440
5	637	5	80				163440
5	639	5	70				77200
5	640	5	72				114870
5	641	5	74				125260
5	642	5	74				125260
5	643	5	78				149960
5	644	5	78				149960
5	645	5	75				131770
5	646	5	76				137580
5	649	5	72				114870
5	650	5	72				77200
5	651	5	74				125260
5	652	5	74				125260
5	653	5	78				149960
5	654	5	78				149960
5	655	5	78				131770
5	656	5	75				137580
5	691	5	76	0	0	0	137580
5	692	5	70	0	0	0	77200
5	696	5	70	0	0	0	193010
5	697	5	73	0	0	0	299900
5	698	5	75	0	0	0	329430
5	699	5	78	0	0	0	374900
5	700	5	80	0	0	0	490330
5	701	5	80	0	0	0	490330
5	702	5	80	0	0	0	490330
5	703	5	80	0	0	0	490330
5	704	5	80	0	0	0	490330
5	705	5	80	0	0	0	490330
5	706	5	80	0	0	0	490330
5	707	5	80	0	0	0	490330
5	714	5	80	0	0	0	572050
5	715	5	80	0	0	0	572050
5	716	5	80	0	0	0	572050
5	717	5	80	0	0	0	572050
5	719	5	80	0	0	0	572050
5	720	5	80	0	0	0	572050
5	721	5	80	0	0	0	572050
5	722	5	80	0	0	0	572050
5	734	5	80	0	0	0	572050
5	735	5	80	0	0	0	572050
5	736	5	80	0	0	0	572050
5	737	5	80	0	0	0	572050
5	738	5	80	0	0	0	572050
5	739	5	80	0	0	0	572050
5	740	5	80	0	0	0	572050
5	741	5	80	0	0	0	572050
5	750	5	80				408610
5	751	5	83				450050
5	752	5	86				494760
5	753	5	89				539480
5	754	5	90				665260
5	766	5	90				665260
5	767	5	90				665260
5	773	5	90				665260
5	774	5	90				665260
5	780	5	90				665260
5	792	5	90				665260
5	793	5	90				665260
5	794	5	90				665260
5	795	5	90				665260
5	805	5	90				776140
5	807	5	90				776140
5	819	5	90				776140
5	820	5	90				776140
5	826	5	90				776140
5	827	5	90				776140
5	833	5	90				776140
5	845	5	90				776140
5	846	5	90				776140
5	847	5	90				776140
5	848	5	90				776140
5	849	5	90				776140
5	850	5	90				776140
5	863	5	90				776140
5	864	5	90				776140
5	865	5	90				776140
5	866	5	90				776140
5	867	5	90				776140
5	868	5	90				776140
5	881	5	90				776140
5	884	5	90				776140
5	885	5	90				776140
5	886	5	90				776140
5	887	5	90				776140
5	888	5	90				776140
5	889	5	90				776140
5	902	5	90				572050
5	903	5	90				776140
5	904	5	90				776140
5	905	5	90				776140
5	906	5	90				776140
5	907	5	90				776140
5	908	5	90				776140
5	921	5	90				572050
5	922	5	70				77200
5	923	5	90				776140
5	924	5	90				776140
5	925	5	90				776140
5	926	5	90				776140
5	927	5	90				776140
5	928	5	90				776140
5	941	5	90				776140
5	958	5	90				776140
5	959	5	90				776140
5	960	5	90				776140
5	961	5	90				776140
5	962	5	90				776140
5	963	5	90				776140
5	964	5	90				776140
5	965	5	90				776140
5	966	5	90				776140
5	967	5	90				776140
5	968	5	90				776140
5	969	5	90				776140
5	970	5	90				776140
5	971	5	90				776140
5	972	5	90				776140
5	973	5	70				77200
5	974	5	70				77200
5	975	5	90				776140
5	976	5	90				776140
5	977	5	90				776140
5	978	5	90				776140
5	979	5	90				776140
5	980	5	90				776140
5	993	5	90				776140
5	994	5	91				776140
5	995	5	91				776140
5	996	5	91				776140
5	998	5	92				776140
5	1006	5	92				776140
5	1007	5	92				776140
5	1011	5	93				776140
5	1012	5	93				776140
5	1016	5	93				776140
5	1017	5	94				776140
5	1018	5	94				776140
5	1020	5	94				776140
5	1066	5	95				776140
5	1079	5	95				776140
5	1080	5	95				776140
5	1081	5	95				776140
5	1082	5	95				776140
5	1083	5	95				776140
5	1084	5	95				776140
5	1103	5	95				776140
5	1104	5	95				776140
5	1151	5	95				776140

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
